trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level
130,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,63.97305875466249,63.97305875466249,5,5,5,136,38,115,25,2,10,2,329,0,448,695,648,139,309,279,169,0.6997840172786177,44.8,16.9,collision_intent:139;pi_clear_path:1;pi_entry:168;state:140,0.25,0.05869565217391304,known_visit_core_500,10,4,8,0,0.0,0
131,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,86.80193980208993,86.80193980208993,12,12,12,153,51,125,32,1,4,4,501,0,457,739,631,158,299,315,142,0.7042410714285714,45.7,14.2,collision_intent:158;pi_clear_path:3;pi_entry:139;state:157,0.3500000000000001,0.1459999999999999,known_visit_core_500,10,4,8,0,0.0,0
132,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.53879846679129,83.53879846679129,9,9,9,165,49,113,56,1,18,7,441,0,489,804,662,172,317,341,148,0.6968421052631579,48.9,14.8,collision_intent:172;pi_clear_path:3;pi_entry:145;state:169,0.3999999999999999,0.25442477876106184,known_visit_core_500,10,4,8,0,0.0,0
133,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,65.074099386448,65.074099386448,11,11,11,130,38,90,44,1,0,0,359,0,422,648,618,132,290,266,156,0.7103448275862069,42.2,15.6,collision_intent:132;pi_clear_path:2;pi_entry:154;state:134,0.44999999999999996,0.1499999999999999,known_visit_core_500,10,4,8,0,0.0,0
134,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,75.11915368389475,75.11915368389475,12,12,12,162,44,126,40,0,1,1,394,0,478,754,678,164,314,330,148,0.7212765957446808,47.8,14.8,collision_intent:164;pi_clear_path:1;pi_entry:147;state:166,0.1499999999999999,0.17460317460317465,known_visit_core_500,10,4,8,0,0.0,0
135,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.2173646363888,66.2173646363888,10,10,10,142,38,108,38,2,7,4,344,0,437,683,628,147,290,293,144,0.7218390804597701,43.7,14.4,collision_intent:147;pi_clear_path:1;pi_entry:143;state:146,0.3999999999999999,0.08333333333333326,known_visit_core_500,10,4,8,0,0.0,0
136,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,99.40513149878491,99.40513149878491,12,12,12,198,57,140,62,1,7,7,550,0,605,983,830,209,396,411,194,0.6998313659359191,60.5,19.4,collision_intent:209;pi_clear_path:4;pi_entry:190;state:202,0.30000000000000004,0.19999999999999996,known_visit_core_500,10,4,8,0,0.0,0
137,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,96.38362006862181,96.38362006862181,13,13,13,181,53,129,56,4,12,9,546,0,516,866,680,192,324,377,139,0.7010309278350515,51.6,13.9,collision_intent:192;pi_clear_path:4;pi_entry:135;state:185,0.3999999999999999,0.18023255813953498,known_visit_core_500,10,4,8,0,0.0,0
138,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,103.59218349653887,103.59218349653887,12,12,12,150,60,123,31,4,0,0,637,0,468,737,664,157,311,311,157,0.7116827438370846,46.8,15.7,collision_intent:157;pi_clear_path:6;pi_entry:151;state:154,0.30000000000000004,0.217479674796748,known_visit_core_500,10,4,8,0,0.0,0
139,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.7064873680193,81.7064873680193,6,6,6,151,47,128,27,3,6,6,463,0,500,771,726,158,342,313,187,0.7076023391812866,50.0,18.7,collision_intent:158;pi_clear_path:3;pi_entry:184;state:155,0.30000000000000004,0.125,known_visit_core_500,10,4,8,0,0.0,0
140,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.2079669661016,83.2079669661016,10,10,10,190,49,146,48,2,4,3,415,0,523,866,702,192,331,386,137,0.7076612903225806,52.3,13.7,collision_intent:192;pi_entry:137;state:194,0.44999999999999996,0.13356164383561642,known_visit_core_500,10,4,8,0,0.0,0
141,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,86.24575976870383,86.24575976870383,12,12,12,183,50,146,41,3,0,0,448,0,552,872,782,185,367,372,180,0.7115559599636033,55.2,18.0,collision_intent:185;pi_clear_path:2;pi_entry:178;state:187,0.25,0.05821917808219168,known_visit_core_500,10,4,8,0,0.0,0
142,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,68.64119444148959,68.64119444148959,4,4,4,131,40,122,13,1,4,2,371,0,387,634,526,134,253,269,118,0.6939313984168866,38.7,11.8,collision_intent:134;pi_clear_path:1;pi_entry:117;state:135,0.30000000000000004,0.1598360655737705,known_visit_core_500,10,4,8,0,0.0,0
143,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,108.29682085722978,108.29682085722978,15,15,15,216,59,155,65,5,14,9,582,0,606,1026,792,229,377,449,157,0.7002652519893899,60.6,15.7,collision_intent:229;pi_clear_path:3;pi_entry:154;state:220,0.30000000000000004,0.1274193548387097,known_visit_core_500,10,4,8,0,0.0,0
144,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,66.92381803416664,66.92381803416664,8,8,8,136,38,119,21,2,5,5,365,0,459,688,689,141,318,281,178,0.7222222222222222,45.9,17.8,collision_intent:141;pi_clear_path:3;pi_entry:175;state:140,0.5,0.07773109243697474,known_visit_core_500,10,4,8,0,0.0,0
145,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,76.2413988572374,76.2413988572374,10,10,10,163,45,122,45,3,4,2,397,0,488,804,659,167,321,334,154,0.685031185031185,48.8,15.4,collision_intent:167;pi_clear_path:2;pi_entry:152;state:167,0.30000000000000004,0.13524590163934436,known_visit_core_500,10,4,8,0,0.0,0
146,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.83486846122251,72.83486846122251,10,10,10,153,42,121,36,1,3,2,386,0,466,756,641,159,307,316,150,0.6967391304347826,46.6,15.0,collision_intent:159;pi_clear_path:3;pi_entry:147;state:157,0.30000000000000004,0.1301652892561984,known_visit_core_500,10,4,8,0,0.0,0
147,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,204.04295599307926,204.04295599307926,14,14,14,192,54,145,51,3,258,8,1107,2,862,1178,1407,201,661,397,465,0.7098890010090817,86.2,46.5,collision_intent:201;pi_clear_path:3;pi_entry:462;state:196,0.3999999999999999,0.06379310344827593,known_visit_core_500,10,4,8,0,0.0,0
148,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,50.747833087572815,50.747833087572815,6,6,6,114,30,100,18,2,6,6,275,0,389,591,571,121,268,239,150,0.7119700748129676,38.9,15.0,collision_intent:121;pi_entry:150;state:118,0.25,0.08499999999999996,known_visit_core_500,10,4,8,0,0.0,0
149,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,47.581935954510925,47.581935954510925,4,4,4,88,28,86,6,2,4,2,270,0,311,463,470,92,219,184,127,0.715372907153729,31.1,12.7,collision_intent:92;pi_clear_path:2;pi_entry:125;state:92,0.44999999999999996,0.20348837209302317,known_visit_core_500,10,4,8,0,0.0,0
150,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,82.2564341484459,82.2564341484459,10,10,10,184,47,143,45,1,8,7,424,0,560,908,772,189,371,377,183,0.6936208445642408,56.0,18.3,collision_intent:189;pi_clear_path:1;pi_entry:182;state:188,0.25,0.054195804195804165,known_visit_core_500,10,4,8,0,0.0,0
151,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,220.58909169091987,220.58909169091987,14,14,14,223,65,161,66,1,240,6,1185,1,838,1235,1278,235,603,462,376,0.706858407079646,83.8,37.6,collision_intent:235;pi_clear_path:6;pi_entry:370;state:227,0.3500000000000001,0.04192546583850931,known_visit_core_500,10,4,8,0,0.0,0
152,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,72.5329656879858,72.5329656879858,9,9,9,161,42,124,41,5,16,14,370,0,482,779,666,167,315,332,150,0.7055084745762712,48.2,15.0,collision_intent:167;pi_clear_path:1;pi_entry:149;state:165,0.55,0.11693548387096775,known_visit_core_500,10,4,8,0,0.0,0
153,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,315.980080099974,315.980080099974,12,12,12,145,50,119,30,4,468,9,1774,3,1449,1615,2731,161,1288,310,1139,0.706963499870567,144.9,113.9,collision_intent:161;pi_clear_path:6;pi_entry:1133;state:149,0.30000000000000004,0.20798319327731085,known_visit_core_500,10,4,8,0,0.0,0
154,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,77.43733571185695,77.43733571185695,8,8,8,174,46,134,44,4,9,8,402,0,518,856,695,182,336,360,158,0.6901688182720953,51.8,15.8,collision_intent:182;pi_entry:158;state:178,0.30000000000000004,0.16417910447761197,known_visit_core_500,10,4,8,0,0.0,0
155,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.18216623339733,58.18216623339733,7,7,7,130,34,104,30,1,6,3,297,0,441,696,622,138,303,272,169,0.6857772877618522,44.1,16.9,collision_intent:138;pi_clear_path:3;pi_entry:166;state:134,0.25,0.09134615384615374,known_visit_core_500,10,4,8,0,0.0,0
156,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,56.23173741014886,56.23173741014886,7,7,7,124,33,105,23,2,5,5,295,0,394,629,552,126,268,254,140,0.6874221668742216,39.4,14.0,collision_intent:126;pi_clear_path:2;pi_entry:138;state:128,0.5,0.06904761904761902,known_visit_core_500,10,4,8,0,0.0,0
157,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,78.25969057709851,78.25969057709851,10,10,10,166,45,136,34,2,0,0,408,0,469,782,624,169,300,339,130,0.6941045606229144,46.9,13.0,collision_intent:169;pi_clear_path:3;pi_entry:127;state:170,0.44999999999999996,0.10294117647058831,known_visit_core_500,10,4,8,0,0.0,0
158,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,111.96200850569252,111.96200850569252,10,10,10,169,64,132,41,2,17,15,678,0,516,829,715,180,336,353,163,0.7100297914597815,51.6,16.3,collision_intent:180;pi_clear_path:3;pi_entry:160;state:173,0.10000000000000009,0.16666666666666674,known_visit_core_500,10,4,8,0,0.0,0
159,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,89.83278110207733,89.83278110207733,10,10,10,163,51,128,39,2,5,5,512,0,503,815,692,168,335,335,168,0.6899302093718843,50.3,16.8,collision_intent:168;pi_clear_path:4;pi_entry:164;state:167,0.5,0.21484375,known_visit_core_500,10,4,8,0,0.0,0
160,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,87.08564102648201,87.08564102648201,11,11,11,154,48,113,45,2,8,6,500,0,468,767,637,160,308,318,150,0.6893939393939394,46.8,15.0,collision_intent:160;pi_clear_path:2;pi_entry:148;state:158,0.1499999999999999,0.15707964601769908,known_visit_core_500,10,4,8,0,0.0,0
161,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.88818635398695,69.88818635398695,8,8,8,158,41,123,39,3,3,3,360,0,521,810,753,160,361,322,199,0.6952908587257618,52.1,19.9,collision_intent:160;pi_clear_path:1;pi_entry:198;state:162,0.10000000000000009,0.0630081300813008,known_visit_core_500,10,4,8,0,0.0,0
162,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,63.033824909245375,63.033824909245375,9,9,9,136,37,116,24,1,9,3,326,0,418,677,577,140,278,280,138,0.6918465227817746,41.8,13.8,collision_intent:140;pi_clear_path:1;pi_entry:137;state:140,0.25,0.056034482758620774,known_visit_core_500,10,4,8,0,0.0,0
163,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.08432166020749,61.08432166020749,9,9,9,136,35,114,26,4,5,3,322,0,399,660,536,140,259,280,119,0.6907216494845361,39.9,11.9,collision_intent:140;pi_clear_path:1;pi_entry:118;state:140,0.30000000000000004,0.05263157894736836,known_visit_core_500,10,4,8,0,0.0,0
164,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,118.74629970779273,118.74629970779273,9,9,9,183,55,151,36,3,69,3,635,0,632,971,924,191,441,378,254,0.6989409984871406,63.2,25.4,collision_intent:191;pi_clear_path:5;pi_entry:249;state:187,0.30000000000000004,0.10761589403973515,known_visit_core_500,10,4,8,0,0.0,0
165,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,77.42922172822891,77.42922172822891,6,6,6,162,45,127,39,1,3,2,412,0,476,794,632,166,310,332,144,0.6810344827586207,47.6,14.4,collision_intent:166;pi_clear_path:1;pi_entry:143;state:166,0.44999999999999996,0.14370078740157477,known_visit_core_500,10,4,8,0,0.0,0
166,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,67.12336850113392,67.12336850113392,9,9,9,142,39,106,40,1,4,2,351,0,443,703,626,146,297,292,151,0.7025813692480359,44.3,15.1,collision_intent:146;pi_clear_path:2;pi_entry:149;state:146,0.30000000000000004,0.12735849056603765,known_visit_core_500,10,4,8,0,0.0,0
167,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.41143198395615,80.41143198395615,7,7,7,149,45,125,28,1,6,2,448,0,478,771,662,155,323,308,170,0.6838842975206612,47.8,17.0,collision_intent:155;pi_clear_path:4;pi_entry:166;state:153,0.30000000000000004,0.17399999999999993,known_visit_core_500,10,4,8,0,0.0,0
168,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,57.04604276860682,57.04604276860682,9,9,9,122,32,100,26,2,7,5,301,0,412,635,599,127,285,253,159,0.7022274325908558,41.2,15.9,collision_intent:127;pi_clear_path:2;pi_entry:157;state:126,0.30000000000000004,0.07000000000000006,known_visit_core_500,10,4,8,0,0.0,0
169,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.02603205462115,81.02603205462115,9,9,9,143,45,113,34,2,14,4,455,0,477,757,674,152,325,299,178,0.6912820512820513,47.7,17.8,collision_intent:152;pi_clear_path:5;pi_entry:173;state:147,0.30000000000000004,0.19690265486725655,known_visit_core_500,10,4,8,0,0.0,0
170,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,70.4473961852856,70.4473961852856,7,7,7,151,41,123,32,4,1,1,378,0,494,777,704,155,339,310,184,0.6929133858267716,49.4,18.4,collision_intent:155;pi_clear_path:2;pi_entry:182;state:155,0.5,0.11991869918699183,known_visit_core_500,10,4,8,0,0.0,0
171,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.74432930472713,64.74432930472713,8,8,8,148,38,120,32,2,7,4,328,0,470,731,677,154,316,306,164,0.7156448202959831,47.0,16.4,collision_intent:154;pi_entry:164;state:152,0.55,0.12916666666666665,known_visit_core_500,10,4,8,0,0.0,0
172,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,74.44679397940745,74.44679397940745,7,7,7,161,43,139,26,0,10,8,381,0,486,797,661,165,321,330,156,0.6863966770508827,48.6,15.6,collision_intent:165;pi_clear_path:1;pi_entry:155;state:165,0.30000000000000004,0.055755395683453335,known_visit_core_500,10,4,8,0,0.0,0
173,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,93.26602554209109,93.26602554209109,11,11,11,160,54,113,51,2,2,2,545,0,507,802,718,165,342,329,178,0.7004878048780487,50.7,17.8,collision_intent:165;pi_clear_path:4;pi_entry:174;state:164,0.3999999999999999,0.15265486725663724,known_visit_core_500,10,4,8,0,0.0,0
174,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,54.978375572791485,54.978375572791485,10,10,10,122,32,96,30,3,12,4,282,0,418,656,598,126,292,252,166,0.682648401826484,41.8,16.6,collision_intent:126;pi_entry:166;state:126,0.55,0.140625,known_visit_core_500,10,4,8,0,0.0,0
175,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,62.498022620313655,62.498022620313655,5,5,5,109,36,98,15,1,2,2,363,0,366,570,526,115,251,228,138,0.7003994673768309,36.6,13.8,collision_intent:115;pi_clear_path:2;pi_entry:136;state:113,0.3500000000000001,0.1785714285714286,known_visit_core_500,10,4,8,0,0.0,0
176,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,91.00713669010413,91.00713669010413,10,10,10,165,53,125,44,3,1,1,516,0,540,839,780,169,371,338,202,0.7014388489208633,54.0,20.2,collision_intent:169;pi_clear_path:5;pi_entry:197;state:169,0.1499999999999999,0.19799999999999995,known_visit_core_500,10,4,8,0,0.0,0
177,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.06338394811189,64.06338394811189,6,6,6,135,37,114,25,2,0,0,339,0,435,707,597,137,298,276,159,0.6685330347144457,43.5,15.9,collision_intent:137;pi_clear_path:2;pi_entry:157;state:139,0.30000000000000004,0.14035087719298245,known_visit_core_500,10,4,8,0,0.0,0
178,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.782874016763415,61.782874016763415,4,4,4,134,35,122,16,3,19,15,320,0,426,724,552,144,282,282,144,0.6540284360189573,42.6,14.4,collision_intent:144;pi_clear_path:1;pi_entry:143;state:138,0.3500000000000001,0.049180327868852514,known_visit_core_500,10,4,8,0,0.0,0
179,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.00862396491289,55.00862396491289,5,5,5,128,32,115,17,1,0,0,280,0,389,587,576,129,260,261,128,0.7394094993581515,38.9,12.8,collision_intent:129;pi_entry:128;state:132,0.25,0.05434782608695654,known_visit_core_500,10,4,8,0,0.0,0
180,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,94.88596367517388,94.88596367517388,14,14,14,209,54,138,75,3,14,10,498,0,614,1039,801,219,395,432,182,0.6770921386306001,61.4,18.2,collision_intent:219;pi_clear_path:1;pi_entry:181;state:213,0.44999999999999996,0.17391304347826098,known_visit_core_500,10,4,8,0,0.0,0
181,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,96.6729732810604,96.6729732810604,12,12,12,206,56,149,61,2,3,3,504,0,570,944,766,211,359,421,149,0.7112349117920148,57.0,14.9,collision_intent:211;pi_clear_path:3;pi_entry:146;state:210,0.1499999999999999,0.05536912751677847,known_visit_core_500,10,4,8,0,0.0,0
182,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,50.111783115838136,50.111783115838136,7,7,7,109,29,90,23,1,2,2,262,0,376,570,556,113,263,226,150,0.7064803049555273,37.6,15.0,collision_intent:113;pi_clear_path:2;pi_entry:148;state:113,0.30000000000000004,0.1333333333333333,known_visit_core_500,10,4,8,0,0.0,0
183,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,62.78236770548663,62.78236770548663,8,8,8,144,37,117,31,0,6,6,321,0,458,731,640,147,311,295,163,0.6881720430107527,45.8,16.3,collision_intent:147;pi_clear_path:1;pi_entry:162;state:148,0.1499999999999999,0.08333333333333326,known_visit_core_500,10,4,8,0,0.0,0
184,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.441994983068334,51.441994983068334,5,5,5,118,30,103,19,2,7,7,272,0,405,611,604,121,284,243,162,0.7089201877934272,40.5,16.2,collision_intent:121;pi_entry:162;state:122,0.3999999999999999,0.08009708737864085,known_visit_core_500,10,4,8,0,0.0,0
185,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.7833321897229,69.7833321897229,4,4,4,125,40,110,19,3,33,1,361,0,425,654,621,127,298,256,169,0.6946308724832215,42.5,16.9,collision_intent:127;pi_clear_path:1;pi_entry:168;state:129,0.1499999999999999,0.1681818181818182,known_visit_core_500,10,4,8,0,0.0,0
186,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.28782761132693,80.28782761132693,8,8,8,151,46,113,42,4,2,2,447,0,442,722,602,158,284,313,129,0.7082352941176471,44.2,12.9,collision_intent:158;pi_clear_path:5;pi_entry:124;state:155,0.3999999999999999,0.165929203539823,known_visit_core_500,10,4,8,0,0.0,0
187,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.444984113252616,53.444984113252616,4,4,4,121,31,109,16,0,2,2,279,0,382,584,560,123,259,248,134,0.7225806451612903,38.2,13.4,collision_intent:123;pi_entry:134;state:125,0.3500000000000001,0.04357798165137616,known_visit_core_500,10,4,8,0,0.0,0
188,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.75497621813854,58.75497621813854,8,8,8,131,34,108,27,4,5,2,306,0,431,686,605,137,294,272,159,0.6875,43.1,15.9,collision_intent:137;pi_clear_path:1;pi_entry:158;state:135,0.30000000000000004,0.11111111111111116,known_visit_core_500,10,4,8,0,0.0,0
189,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,85.07060337108558,85.07060337108558,7,7,7,146,48,122,28,3,16,5,476,0,440,721,599,154,286,304,136,0.6981351981351981,44.0,13.6,collision_intent:154;pi_clear_path:4;pi_entry:132;state:150,0.3500000000000001,0.09836065573770503,known_visit_core_500,10,4,8,0,0.0,0
190,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,68.24743804184675,68.24743804184675,11,11,11,134,39,114,24,1,10,6,365,0,458,716,654,144,314,282,176,0.697228144989339,45.8,17.6,collision_intent:144;pi_clear_path:4;pi_entry:172;state:138,0.6000000000000001,0.1271929824561404,known_visit_core_500,10,4,8,0,0.0,0
191,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.20250809117151,61.20250809117151,3,3,3,121,35,113,12,3,18,17,340,0,388,636,528,128,260,253,135,0.676923076923077,38.8,13.5,collision_intent:128;pi_clear_path:1;pi_entry:134;state:125,0.25,0.1084070796460177,known_visit_core_500,10,4,8,0,0.0,0
192,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,78.93425112423739,78.93425112423739,9,9,9,132,46,118,18,3,0,0,460,0,411,643,589,134,277,270,141,0.7096385542168675,41.1,14.1,collision_intent:134;pi_clear_path:3;pi_entry:138;state:136,0.10000000000000009,0.17372881355932202,known_visit_core_500,10,4,8,0,0.0,0
193,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,82.8409454048289,82.8409454048289,11,11,11,173,47,141,36,0,10,9,446,0,518,879,674,183,335,360,158,0.6713147410358565,51.8,15.8,collision_intent:183;pi_clear_path:4;pi_entry:154;state:177,0.6000000000000001,0.09042553191489366,known_visit_core_500,10,4,8,0,0.0,0
194,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,127.74280525799583,127.74280525799583,14,14,14,253,72,184,73,2,21,13,689,0,755,1210,1054,272,483,529,226,0.7279005524861878,75.5,22.6,collision_intent:272;pi_clear_path:4;pi_entry:222;state:257,0.10000000000000009,0.0625,known_visit_core_500,10,4,8,0,0.0,0
195,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,88.19021312719838,88.19021312719838,11,11,11,151,46,122,33,0,37,7,465,0,485,782,673,162,323,317,168,0.6945304437564499,48.5,16.8,collision_intent:162;pi_clear_path:5;pi_entry:163;state:155,0.44999999999999996,0.11065573770491799,known_visit_core_500,10,4,8,0,0.0,0
