trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level
262,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.07731045937737,58.07731045937737,8,8,8,131,33,113,22,1,7,3,302,0,464,678,711,135,329,270,194,0.7203647416413373,46.4,19.4,collision_intent:135;pi_entry:194;state:135,0.1499999999999999,0.10398230088495586,known_visit_core_500,10,4,8,0,0.0,0
263,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,63.60777444867303,63.60777444867303,8,8,8,144,37,115,33,2,2,2,328,0,505,749,765,146,359,294,211,0.7109665427509294,50.5,21.1,collision_intent:146;pi_clear_path:1;pi_entry:210;state:148,0.1499999999999999,0.08913043478260874,known_visit_core_500,10,4,8,0,0.0,0
264,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,41.19035484670431,41.19035484670431,4,4,4,84,24,78,10,2,3,2,221,0,299,465,431,89,210,177,122,0.685214626391097,29.9,12.2,collision_intent:89;pi_clear_path:2;pi_entry:120;state:88,0.3500000000000001,0.11538461538461542,known_visit_core_500,10,4,8,0,0.0,0
265,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,42.08662437458117,42.08662437458117,0,0,0,97,25,99,2,4,7,7,218,0,334,510,489,100,234,201,133,0.6995708154506438,33.4,13.3,collision_intent:100;pi_entry:133;state:101,0.30000000000000004,0.022727272727272707,known_visit_core_500,10,4,8,0,0.0,0
266,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,75.22260354167813,75.22260354167813,10,10,10,162,43,123,43,0,2,2,390,0,459,777,600,165,294,331,128,0.6802721088435374,45.9,12.8,collision_intent:165;pi_clear_path:3;pi_entry:125;state:166,0.25,0.05894308943089421,known_visit_core_500,10,4,8,0,0.0,0
267,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,90.40880804630966,90.40880804630966,14,14,14,177,53,130,51,1,2,2,496,0,523,860,708,183,340,364,159,0.6947988223748773,52.3,15.9,collision_intent:183;pi_clear_path:5;pi_entry:154;state:181,0.5,0.11538461538461542,known_visit_core_500,10,4,8,0,0.0,0
268,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.85822872400735,55.85822872400735,4,4,4,129,33,116,17,0,1,1,283,0,375,618,507,130,245,263,112,0.689795918367347,37.5,11.2,collision_intent:130;pi_clear_path:1;pi_entry:111;state:133,0.3999999999999999,0.0818965517241379,known_visit_core_500,10,4,8,0,0.0,0
269,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,197.75989148275718,197.75989148275718,14,14,14,207,66,148,63,4,115,9,1200,2,778,1127,1206,216,562,427,351,0.715727002967359,77.8,35.1,collision_intent:216;pi_clear_path:5;pi_entry:346;state:211,0.1499999999999999,0.07432432432432434,known_visit_core_500,10,4,8,0,0.0,0
270,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,51.55444785426058,51.55444785426058,5,5,5,109,31,96,17,2,0,0,271,0,357,550,521,111,246,224,133,0.7059620596205962,35.7,13.3,collision_intent:111;pi_clear_path:1;pi_entry:132;state:113,0.3500000000000001,0.109375,known_visit_core_500,10,4,8,0,0.0,0
271,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,54.73142683157107,54.73142683157107,5,5,5,121,32,103,22,2,5,3,275,0,377,599,531,127,250,252,125,0.7089452603471295,37.7,12.5,collision_intent:127;pi_clear_path:1;pi_entry:124;state:125,0.3999999999999999,0.08495145631067968,known_visit_core_500,10,4,8,0,0.0,0
272,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,58.4688432666038,58.4688432666038,9,9,9,127,34,99,32,2,3,1,299,0,400,634,564,130,270,261,139,0.698019801980198,40.0,13.9,collision_intent:130;pi_clear_path:2;pi_entry:137;state:131,0.3999999999999999,0.15404040404040398,known_visit_core_500,10,4,8,0,0.0,0
273,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,56.656813207013876,56.656813207013876,5,5,5,118,33,104,18,2,8,3,302,0,387,618,542,126,261,248,139,0.6930946291560103,38.7,13.9,collision_intent:126;pi_clear_path:3;pi_entry:136;state:122,0.30000000000000004,0.10576923076923084,known_visit_core_500,10,4,8,0,0.0,0
274,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,48.91181500176513,48.91181500176513,8,8,8,111,28,97,18,4,5,5,261,0,398,593,601,116,282,231,167,0.710401891252955,39.8,16.7,collision_intent:116;pi_clear_path:1;pi_entry:166;state:115,0.30000000000000004,0.0850515463917525,known_visit_core_500,10,4,8,0,0.0,0
275,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,94.4749865020217,94.4749865020217,13,13,13,194,54,142,56,3,16,15,517,0,559,940,736,205,354,403,156,0.6936852026390198,55.9,15.6,collision_intent:205;pi_clear_path:3;pi_entry:153;state:198,0.25,0.12323943661971826,known_visit_core_500,10,4,8,0,0.0,0
276,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,97.6618008509092,97.6618008509092,14,14,14,141,54,98,47,2,5,4,606,0,445,694,641,150,295,295,150,0.7242937853107345,44.5,15.0,collision_intent:150;pi_clear_path:4;pi_entry:146;state:145,0.30000000000000004,0.16836734693877542,known_visit_core_500,10,4,8,0,0.0,0
277,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,80.35091424372985,80.35091424372985,8,8,8,138,47,114,28,0,2,2,466,0,439,670,645,142,297,284,155,0.7255343082114736,43.9,15.5,collision_intent:142;pi_clear_path:2;pi_entry:153;state:142,0.44999999999999996,0.18421052631578938,known_visit_core_500,10,4,8,0,0.0,0
278,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,46.74136940619596,46.74136940619596,5,5,5,105,27,101,8,1,4,2,240,0,369,580,527,110,259,219,150,0.6782496782496783,36.9,15.0,collision_intent:110;pi_clear_path:3;pi_entry:147;state:109,0.30000000000000004,0.03217821782178221,known_visit_core_500,10,4,8,0,0.0,0
279,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,90.44540309323939,90.44540309323939,19,19,19,180,53,130,54,4,4,3,490,0,532,860,736,186,346,370,162,0.7090558766859345,53.2,16.2,collision_intent:186;pi_clear_path:3;pi_entry:159;state:184,0.3999999999999999,0.10384615384615392,known_visit_core_500,10,4,8,0,0.0,0
280,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,45.0066661116825,45.0066661116825,2,2,2,103,26,99,8,1,7,7,232,0,348,515,528,104,244,211,137,0.7222982216142271,34.8,13.7,collision_intent:104;pi_entry:137;state:107,0.3500000000000001,0.04797979797979801,known_visit_core_500,10,4,8,0,0.0,0
281,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.54139472318181,81.54139472318181,2,2,2,102,47,93,13,1,156,6,338,0,467,646,754,106,361,212,255,0.6968576709796673,46.7,25.5,collision_intent:106;pi_clear_path:2;pi_entry:253;state:106,0.25,0.3521505376344085,known_visit_core_500,10,4,8,0,0.0,0
282,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,79.6002110126388,79.6002110126388,10,10,10,157,46,130,31,2,16,5,420,0,509,818,709,164,345,325,184,0.6850241545893719,50.9,18.4,collision_intent:164;pi_clear_path:2;pi_entry:182;state:161,0.3999999999999999,0.10000000000000009,known_visit_core_500,10,4,8,0,0.0,0
283,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.69692515902492,61.69692515902492,7,7,7,143,36,120,27,0,0,0,313,0,447,714,626,143,304,290,157,0.6871569703622393,44.7,15.7,collision_intent:143;pi_entry:157;state:147,0.3500000000000001,0.08333333333333326,known_visit_core_500,10,4,8,0,0.0,0
284,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,67.08065120750554,67.08065120750554,10,10,10,125,38,103,26,2,14,8,375,0,425,664,608,134,291,263,162,0.6988505747126437,42.5,16.2,collision_intent:134;pi_clear_path:2;pi_entry:160;state:129,0.10000000000000009,0.133495145631068,known_visit_core_500,10,4,8,0,0.0,0
285,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,71.43450362757511,71.43450362757511,7,7,7,145,39,122,27,2,7,2,376,0,459,733,643,150,309,299,160,0.6943844492440605,45.9,16.0,collision_intent:150;pi_clear_path:4;pi_entry:156;state:149,0.25,0.05327868852459017,known_visit_core_500,10,4,8,0,0.0,0
286,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,44.46152104859129,44.46152104859129,5,5,5,95,26,82,17,1,0,0,236,0,322,481,484,99,223,198,124,0.7245508982035929,32.2,12.4,collision_intent:99;pi_clear_path:2;pi_entry:122;state:99,0.44999999999999996,0.20731707317073167,known_visit_core_500,10,4,8,0,0.0,0
287,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,46.650960654939986,46.650960654939986,3,3,3,92,27,87,9,2,5,4,259,0,370,542,565,99,271,195,175,0.6949569495694957,37.0,17.5,collision_intent:99;pi_clear_path:1;pi_entry:174;state:96,0.25,0.10057471264367823,known_visit_core_500,10,4,8,0,0.0,0
288,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,81.63089729646931,81.63089729646931,5,5,5,146,47,124,26,1,31,13,438,0,480,758,681,152,328,302,178,0.6927772126144456,48.0,17.8,collision_intent:152;pi_clear_path:1;pi_entry:177;state:150,0.25,0.12096774193548376,known_visit_core_500,10,4,8,0,0.0,0
289,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,146.7838306690546,146.7838306690546,11,11,11,213,63,175,42,2,53,14,870,0,621,1042,821,226,395,443,178,0.6928270042194092,62.1,17.8,collision_intent:226;pi_clear_path:7;pi_entry:171;state:217,0.25,0.06714285714285717,known_visit_core_500,10,4,8,0,0.0,0
290,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,48.98018770925028,48.98018770925028,6,6,6,110,29,101,13,2,0,0,254,0,345,547,488,112,233,226,119,0.698140200286123,34.5,11.9,collision_intent:112;pi_clear_path:2;pi_entry:117;state:114,0.25,0.051980198019802026,known_visit_core_500,10,4,8,0,0.0,0
291,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.92237272302873,53.92237272302873,8,8,8,125,32,102,27,2,0,0,273,0,393,631,547,125,268,254,139,0.6811955168119551,39.3,13.9,collision_intent:125;pi_entry:139;state:129,0.30000000000000004,0.05392156862745101,known_visit_core_500,10,4,8,0,0.0,0
292,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,94.73252798640681,94.73252798640681,11,11,11,204,54,154,54,0,12,6,493,0,588,983,778,212,376,420,168,0.6915555555555556,58.8,16.8,collision_intent:212;pi_clear_path:3;pi_entry:165;state:208,0.3500000000000001,0.03896103896103886,known_visit_core_500,10,4,8,0,0.0,0
293,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.99902236255819,55.99902236255819,6,6,6,116,32,104,16,1,5,4,295,0,394,608,574,121,273,241,153,0.7008547008547008,39.4,15.3,collision_intent:121;pi_clear_path:1;pi_entry:152;state:120,0.3500000000000001,0.08653846153846145,known_visit_core_500,10,4,8,0,0.0,0
294,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,105.25633533184961,105.25633533184961,9,9,9,162,60,129,37,2,9,7,642,0,483,785,663,170,313,336,147,0.7068230277185501,48.3,14.7,collision_intent:170;pi_clear_path:4;pi_entry:143;state:166,0.30000000000000004,0.20736434108527124,known_visit_core_500,10,4,8,0,0.0,0
295,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,57.7682970660473,57.7682970660473,7,7,7,131,34,116,19,1,0,0,296,0,401,656,546,132,269,267,134,0.6774193548387096,40.1,13.4,collision_intent:132;pi_clear_path:1;pi_entry:133;state:135,0.30000000000000004,0.056034482758620774,known_visit_core_500,10,4,8,0,0.0,0
296,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.7075821592429,69.7075821592429,4,4,4,142,41,121,25,3,10,5,368,0,484,749,701,150,334,296,188,0.701,48.4,18.8,collision_intent:150;pi_clear_path:3;pi_entry:185;state:146,0.5,0.14669421487603307,known_visit_core_500,10,4,8,0,0.0,0
297,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,77.74923943477833,77.74923943477833,8,8,8,143,45,114,33,3,4,2,436,0,416,684,563,148,268,295,121,0.701120797011208,41.6,12.1,collision_intent:148;pi_clear_path:3;pi_entry:118;state:147,0.30000000000000004,0.12280701754385959,known_visit_core_500,10,4,8,0,0.0,0
298,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,63.00952660071465,63.00952660071465,2,2,2,121,37,109,16,4,14,10,350,0,398,618,575,127,271,252,146,0.708128078817734,39.8,14.6,collision_intent:127;pi_clear_path:2;pi_entry:144;state:125,0.10000000000000009,0.10779816513761475,known_visit_core_500,10,4,8,0,0.0,0
299,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,189.8768023374909,189.8768023374909,13,13,13,174,47,128,50,2,112,3,1164,2,611,951,880,181,430,359,252,0.6832298136645962,61.1,25.2,collision_intent:181;pi_clear_path:4;pi_entry:248;state:178,0.44999999999999996,0.1171875,known_visit_core_500,10,4,8,0,0.0,0
300,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.653939375860695,55.653939375860695,3,3,3,127,32,116,15,1,2,2,287,0,395,623,561,130,265,261,134,0.7065491183879093,39.5,13.4,collision_intent:130;pi_clear_path:1;pi_entry:133;state:131,0.25,0.07327586206896552,known_visit_core_500,10,4,8,0,0.0,0
301,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,87.0803748902386,87.0803748902386,13,13,13,161,50,130,35,3,8,6,501,0,528,825,758,167,361,332,196,0.7005545286506469,52.8,19.6,collision_intent:167;pi_clear_path:3;pi_entry:193;state:165,0.25,0.1692307692307693,known_visit_core_500,10,4,8,0,0.0,0
302,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,64.82370360834086,64.82370360834086,9,9,9,146,38,121,29,1,1,1,331,0,452,725,630,147,305,297,155,0.6892778993435449,45.2,15.5,collision_intent:147;pi_clear_path:2;pi_entry:153;state:150,0.44999999999999996,0.11363636363636354,known_visit_core_500,10,4,8,0,0.0,0
303,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,56.668037738921726,56.668037738921726,7,7,7,119,33,103,20,1,6,5,300,0,385,588,565,124,261,247,138,0.7234314980793854,38.5,13.8,collision_intent:124;pi_clear_path:1;pi_entry:137;state:123,0.44999999999999996,0.133495145631068,known_visit_core_500,10,4,8,0,0.0,0
304,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,42.96528958748133,42.96528958748133,7,7,7,95,25,79,20,2,9,5,223,0,352,510,545,100,252,199,153,0.7218543046357616,35.2,15.3,collision_intent:100;pi_entry:153;state:99,0.30000000000000004,0.09810126582278489,known_visit_core_500,10,4,8,0,0.0,0
305,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,106.74813760622703,106.74813760622703,9,9,9,146,59,121,29,2,4,2,655,0,443,728,601,152,291,302,141,0.6884306987399771,44.3,14.1,collision_intent:152;pi_clear_path:5;pi_entry:136;state:150,0.3500000000000001,0.19214876033057848,known_visit_core_500,10,4,8,0,0.0,0
306,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,98.39273527621202,98.39273527621202,8,8,8,161,54,134,31,4,56,4,494,0,564,856,835,167,397,332,232,0.7016806722689075,56.4,23.2,collision_intent:167;pi_clear_path:1;pi_entry:231;state:165,0.3999999999999999,0.13805970149253732,known_visit_core_500,10,4,8,0,0.0,0
307,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,44.83425105927828,44.83425105927828,1,1,1,102,27,102,4,3,6,6,236,0,367,555,545,107,260,213,154,0.699614890885751,36.7,15.4,collision_intent:107;pi_entry:154;state:106,0.30000000000000004,0.0490196078431373,known_visit_core_500,10,4,8,0,0.0,0
308,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,71.64673960135492,71.64673960135492,6,6,6,162,42,133,33,5,8,8,371,0,486,775,680,167,319,333,153,0.7105538140020898,48.6,15.3,collision_intent:167;pi_clear_path:1;pi_entry:152;state:166,0.25,0.08082706766917291,known_visit_core_500,10,4,8,0,0.0,0
309,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,59.29172167854869,59.29172167854869,6,6,6,127,35,118,13,3,2,2,319,0,435,684,620,132,303,263,172,0.6828193832599119,43.5,17.2,collision_intent:132;pi_clear_path:3;pi_entry:169;state:131,0.1499999999999999,0.021186440677966045,known_visit_core_500,10,4,8,0,0.0,0
310,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,69.86864514924534,69.86864514924534,8,8,8,147,40,115,36,1,4,2,370,0,471,727,685,151,320,302,169,0.7142857142857143,47.1,16.9,collision_intent:151;pi_clear_path:2;pi_entry:167;state:151,0.1499999999999999,0.11086956521739122,known_visit_core_500,10,4,8,0,0.0,0
311,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,61.80382837216906,61.80382837216906,8,8,8,136,36,108,32,2,4,2,318,0,445,686,649,141,304,281,164,0.7116228070175439,44.5,16.4,collision_intent:141;pi_clear_path:2;pi_entry:162;state:140,0.3999999999999999,0.10185185185185186,known_visit_core_500,10,4,8,0,0.0,0
312,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,90.32158608727899,90.32158608727899,10,10,10,203,53,153,54,3,14,14,473,0,598,987,804,210,388,417,181,0.6925064599483204,59.8,18.1,collision_intent:210;pi_clear_path:1;pi_entry:180;state:207,0.5,0.1356209150326797,known_visit_core_500,10,4,8,0,0.0,0
313,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,92.1364988841526,92.1364988841526,10,10,10,176,53,140,40,1,6,3,507,0,513,845,692,182,331,362,151,0.698284561049445,51.3,15.1,collision_intent:182;pi_clear_path:2;pi_entry:149;state:180,0.30000000000000004,0.13928571428571423,known_visit_core_500,10,4,8,0,0.0,0
314,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,87.31348198176798,87.31348198176798,15,15,15,175,50,131,48,1,4,4,480,0,493,809,670,182,311,361,132,0.7181136120042872,49.3,13.2,collision_intent:182;pi_clear_path:4;pi_entry:128;state:179,0.25,0.08587786259541974,known_visit_core_500,10,4,8,0,0.0,0
315,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,108.8474764183494,108.8474764183494,7,7,7,144,62,116,32,4,68,9,628,0,500,736,763,152,348,300,200,0.7315436241610739,50.0,20.0,collision_intent:152;pi_clear_path:3;pi_entry:197;state:148,0.30000000000000004,0.21982758620689657,known_visit_core_500,10,4,8,0,0.0,0
316,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,79.56285035495222,79.56285035495222,9,9,9,158,46,127,35,1,6,5,435,0,486,780,678,164,322,326,160,0.7018633540372671,48.6,16.0,collision_intent:164;pi_clear_path:3;pi_entry:157;state:162,0.30000000000000004,0.12401574803149606,known_visit_core_500,10,4,8,0,0.0,0
317,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,94.98996938145388,94.98996938145388,12,12,12,205,55,146,63,2,6,6,503,0,578,952,780,212,366,421,157,0.7116788321167883,57.8,15.7,collision_intent:212;pi_clear_path:2;pi_entry:155;state:209,0.3999999999999999,0.08904109589041087,known_visit_core_500,10,4,8,0,0.0,0
318,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,83.6895029802319,83.6895029802319,11,11,11,188,48,141,51,1,11,9,433,0,521,862,700,194,327,386,135,0.7142857142857143,52.1,13.5,collision_intent:194;pi_clear_path:1;pi_entry:134;state:192,0.3999999999999999,0.08333333333333326,known_visit_core_500,10,4,8,0,0.0,0
319,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,53.857522839411864,53.857522839411864,5,5,5,120,31,104,20,1,11,8,290,0,382,602,542,126,256,250,132,0.7075718015665796,38.2,13.2,collision_intent:126;pi_entry:132;state:124,0.10000000000000009,0.05769230769230771,known_visit_core_500,10,4,8,0,0.0,0
320,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,71.1683539873855,71.1683539873855,8,8,8,155,41,128,31,2,1,1,373,0,468,773,630,158,310,317,151,0.6781485468245425,46.8,15.1,collision_intent:158;pi_clear_path:3;pi_entry:148;state:159,0.3999999999999999,0.08984375,known_visit_core_500,10,4,8,0,0.0,0
321,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,35.56368141949097,35.56368141949097,3,3,3,81,21,77,8,0,0,0,188,0,293,430,448,82,211,167,126,0.7088607594936709,29.3,12.6,collision_intent:82;pi_clear_path:1;pi_entry:125;state:85,0.1499999999999999,0.07467532467532467,known_visit_core_500,10,4,8,0,0.0,0
322,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,208.15932352997493,208.15932352997493,15,15,15,189,59,138,55,2,131,9,1293,2,652,1011,945,202,450,395,257,0.7,65.2,25.7,collision_intent:202;pi_clear_path:7;pi_entry:250;state:193,0.30000000000000004,0.07246376811594213,known_visit_core_500,10,4,8,0,0.0,0
323,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,33.83853773433496,33.83853773433496,2,2,2,75,20,75,4,1,6,3,172,0,289,428,438,80,209,159,130,0.6996805111821086,28.9,13.0,collision_intent:80;pi_entry:130;state:79,0.30000000000000004,0.05666666666666664,known_visit_core_500,10,4,8,0,0.0,0
324,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,74.79848992609365,74.79848992609365,7,7,7,154,43,132,26,1,14,4,387,0,517,813,736,159,358,317,200,0.6865671641791045,51.7,20.0,collision_intent:159;pi_clear_path:2;pi_entry:198;state:158,0.10000000000000009,0.09090909090909083,known_visit_core_500,10,4,8,0,0.0,0
325,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,75.55646538161459,75.55646538161459,8,8,8,171,44,135,40,0,3,1,378,0,511,824,705,174,337,349,162,0.698019801980198,51.1,16.2,collision_intent:174;pi_clear_path:1;pi_entry:161;state:175,0.44999999999999996,0.10555555555555562,known_visit_core_500,10,4,8,0,0.0,0
326,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,55.419005843991755,55.419005843991755,8,8,8,118,33,102,20,4,5,3,291,0,395,621,561,124,271,246,149,0.6925925925925925,39.5,14.9,collision_intent:124;pi_clear_path:2;pi_entry:147;state:122,0.30000000000000004,0.11274509803921573,known_visit_core_500,10,4,8,0,0.0,0
327,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,True,79.29799433858526,79.29799433858526,10,10,10,172,45,127,49,1,16,12,420,0,522,843,721,180,342,356,166,0.7041015625,52.2,16.6,collision_intent:180;pi_clear_path:2;pi_entry:164;state:176,0.3500000000000001,0.053149606299212504,known_visit_core_500,10,4,8,0,0.0,0
