trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level
124,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,62,7,1,62,1,0,0,0,1,173,126,47,319,333,known_visit_core_500,10,4,8,0,0.0,0
124,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,43,0,4,18,26,0,7,6,1,133,91,42,340,352,known_visit_core_500,10,4,8,0,0.0,0
125,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,53,4,2,44,10,0,0,0,0,165,107,58,128,124,known_visit_core_500,10,4,8,0,0.0,0
125,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,20,2,1,19,2,1,0,0,0,89,43,46,171,157,known_visit_core_500,10,4,8,0,0.0,0
125,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,20,1,2,16,5,2,2,1,0,68,46,22,165,184,known_visit_core_500,10,4,8,0,0.0,0
125,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,20,3,3,14,7,2,63,1,0,95,44,51,158,164,known_visit_core_500,10,4,8,0,0.0,0
126,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,31,5,0,29,3,0,0,0,0,122,63,59,150,145,known_visit_core_500,10,4,8,0,0.0,0
126,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,31,1,2,23,9,1,0,0,0,95,63,32,153,169,known_visit_core_500,10,4,8,0,0.0,0
126,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,4,1,26,4,0,1,1,0,113,60,53,150,154,known_visit_core_500,10,4,8,0,0.0,0
126,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,27,0,1,21,7,1,0,0,0,87,56,31,166,163,known_visit_core_500,10,4,8,0,0.0,0
127,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,39,6,1,36,4,0,0,0,0,139,79,60,188,168,known_visit_core_500,10,4,8,0,0.0,0
127,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,37,1,3,34,4,0,3,1,0,118,76,42,200,176,known_visit_core_500,10,4,8,0,0.0,0
127,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,1,3,26,13,0,3,1,0,132,78,54,178,185,known_visit_core_500,10,4,8,0,0.0,0
127,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,37,2,1,28,10,1,1,1,0,106,76,30,191,198,known_visit_core_500,10,4,8,0,0.0,0
128,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,45,1,3,34,12,2,2,2,0,146,91,55,213,173,known_visit_core_500,10,4,8,0,0.0,0
128,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,34,4,2,25,10,1,2,2,0,136,73,63,209,187,known_visit_core_500,10,4,8,0,0.0,0
128,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,45,1,6,30,16,0,1,1,0,132,91,41,192,208,known_visit_core_500,10,4,8,0,0.0,0
128,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,43,4,3,35,9,1,0,0,0,118,88,30,218,195,known_visit_core_500,10,4,8,0,0.0,0
129,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,28,2,1,27,2,0,1,1,0,114,58,56,139,140,known_visit_core_500,10,4,8,0,0.0,0
129,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,22,0,1,21,2,0,3,1,0,92,47,45,154,146,known_visit_core_500,10,4,8,0,0.0,0
129,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,4,0,30,0,1,0,0,0,93,59,34,143,157,known_visit_core_500,10,4,8,0,0.0,0
129,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,26,4,1,26,1,0,0,0,0,94,54,40,134,165,known_visit_core_500,10,4,8,0,0.0,0
130,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,38,3,1,33,6,1,0,0,0,118,77,41,173,157,known_visit_core_500,10,4,8,0,0.0,0
130,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,32,1,2,27,6,0,10,2,0,125,67,58,171,152,known_visit_core_500,10,4,8,0,0.0,0
130,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,4,1,25,5,0,0,0,0,94,60,34,177,176,known_visit_core_500,10,4,8,0,0.0,0
130,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,37,2,1,30,8,1,0,0,0,111,75,36,174,163,known_visit_core_500,10,4,8,0,0.0,0
131,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,51,5,2,46,6,0,0,0,0,141,103,38,165,151,known_visit_core_500,10,4,8,0,0.0,0
131,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,38,1,5,30,9,1,1,1,0,126,79,47,181,150,known_visit_core_500,10,4,8,0,0.0,0
131,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,31,3,1,26,6,0,1,1,0,97,65,32,204,156,known_visit_core_500,10,4,8,0,0.0,0
131,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,33,1,4,23,11,0,2,2,0,93,68,25,189,174,known_visit_core_500,10,4,8,0,0.0,0
132,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,49,5,0,50,0,0,0,0,0,144,99,45,189,156,known_visit_core_500,10,4,8,0,0.0,0
132,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,34,3,2,30,5,0,0,0,0,100,70,30,209,180,known_visit_core_500,10,4,8,0,0.0,0
132,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,41,0,4,17,25,1,15,6,0,134,86,48,198,156,known_visit_core_500,10,4,8,0,0.0,0
132,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,41,2,3,16,26,0,3,1,0,111,86,25,208,170,known_visit_core_500,10,4,8,0,0.0,0
133,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,23,6,0,24,0,0,0,0,0,93,48,45,187,142,known_visit_core_500,10,4,8,0,0.0,0
133,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,38,2,4,24,15,0,0,0,0,124,77,47,146,152,known_visit_core_500,10,4,8,0,0.0,0
133,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,32,0,3,12,21,0,0,0,0,100,66,34,157,165,known_visit_core_500,10,4,8,0,0.0,0
133,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,37,2,4,30,8,1,0,0,0,105,75,30,158,159,known_visit_core_500,10,4,8,0,0.0,0
134,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,43,3,4,35,9,0,0,0,0,138,87,51,179,160,known_visit_core_500,10,4,8,0,0.0,0
134,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,32,1,4,13,20,0,1,1,0,97,67,30,205,175,known_visit_core_500,10,4,8,0,0.0,0
134,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,44,3,2,42,3,0,0,0,0,123,89,34,187,168,known_visit_core_500,10,4,8,0,0.0,0
134,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,43,3,2,36,8,0,0,0,0,120,87,33,183,175,known_visit_core_500,10,4,8,0,0.0,0
135,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,36,3,4,21,16,0,3,1,0,129,74,55,165,143,known_visit_core_500,10,4,8,0,0.0,0
135,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,37,0,3,29,9,2,2,1,0,111,77,34,180,146,known_visit_core_500,10,4,8,0,0.0,0
135,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,5,1,32,7,0,0,0,0,107,77,30,161,169,known_visit_core_500,10,4,8,0,0.0,0
135,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,31,2,2,26,6,0,2,2,0,90,65,25,177,170,known_visit_core_500,10,4,8,0,0.0,0
136,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,46,3,2,34,13,0,1,1,0,146,95,51,243,215,known_visit_core_500,10,4,8,0,0.0,0
136,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,57,4,2,55,3,0,2,2,0,186,117,69,230,189,known_visit_core_500,10,4,8,0,0.0,0
136,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,48,0,5,18,31,1,3,3,0,152,102,50,248,204,known_visit_core_500,10,4,8,0,0.0,0
136,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,47,3,3,33,15,0,1,1,0,121,97,24,262,222,known_visit_core_500,10,4,8,0,0.0,0
137,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,41,0,5,17,25,0,3,3,0,124,84,40,231,160,known_visit_core_500,10,4,8,0,0.0,0
137,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,53,5,2,43,11,0,3,3,0,153,110,43,200,162,known_visit_core_500,10,4,8,0,0.0,0
137,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,39,2,4,27,13,3,4,1,0,110,83,27,227,179,known_visit_core_500,10,4,8,0,0.0,0
137,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,48,3,2,42,7,1,2,2,0,129,100,29,208,179,known_visit_core_500,10,4,8,0,0.0,0
138,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,60,4,4,50,11,1,0,0,0,170,121,49,144,153,known_visit_core_500,10,4,8,0,0.0,0
138,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,32,3,3,26,7,0,0,0,0,100,66,34,203,164,known_visit_core_500,10,4,8,0,0.0,0
138,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,3,4,31,8,0,0,0,0,126,79,47,183,158,known_visit_core_500,10,4,8,0,0.0,0
138,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,20,0,1,16,5,3,0,0,0,72,45,27,207,189,known_visit_core_500,10,4,8,0,0.0,0
139,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,29,1,3,24,6,0,3,3,0,115,63,52,201,183,known_visit_core_500,10,4,8,0,0.0,0
139,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,47,4,1,42,6,0,2,2,0,141,95,46,190,168,known_visit_core_500,10,4,8,0,0.0,0
139,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,46,1,1,36,11,2,1,1,0,140,94,46,175,185,known_visit_core_500,10,4,8,0,0.0,0
139,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,29,4,1,26,4,1,0,0,0,104,61,43,205,190,known_visit_core_500,10,4,8,0,0.0,0
140,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,46,1,2,40,7,1,3,2,0,135,95,40,201,187,known_visit_core_500,10,4,8,0,0.0,0
140,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,49,7,0,50,0,0,0,0,0,138,99,39,216,169,known_visit_core_500,10,4,8,0,0.0,0
140,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,47,1,3,28,20,1,0,0,0,125,95,30,231,167,known_visit_core_500,10,4,8,0,0.0,0
140,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,48,1,5,28,21,0,1,1,0,125,97,28,218,179,known_visit_core_500,10,4,8,0,0.0,0
141,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,36,3,3,31,6,0,0,0,0,114,74,40,239,199,known_visit_core_500,10,4,8,0,0.0,0
141,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,49,1,3,36,14,1,0,0,0,157,99,58,213,181,known_visit_core_500,10,4,8,0,0.0,0
141,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,50,2,4,37,14,1,0,0,0,155,101,54,203,194,known_visit_core_500,10,4,8,0,0.0,0
141,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,48,4,2,42,7,1,0,0,0,126,98,28,217,208,known_visit_core_500,10,4,8,0,0.0,0
142,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,15,3,0,16,0,0,0,0,0,65,32,33,191,131,known_visit_core_500,10,4,8,0,0.0,0
142,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,39,0,3,30,10,0,0,0,0,118,79,39,142,126,known_visit_core_500,10,4,8,0,0.0,0
142,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,40,4,0,40,1,0,1,1,0,107,81,26,148,132,known_visit_core_500,10,4,8,0,0.0,0
142,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,37,3,1,36,2,1,3,1,0,97,77,20,153,137,known_visit_core_500,10,4,8,0,0.0,0
143,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,59,5,4,50,10,0,5,2,0,184,122,62,244,178,known_visit_core_500,10,4,8,0,0.0,0
143,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,44,1,4,28,17,1,4,4,0,134,94,40,273,199,known_visit_core_500,10,4,8,0,0.0,0
143,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,58,2,3,45,14,2,2,2,0,141,120,21,258,207,known_visit_core_500,10,4,8,0,0.0,0
143,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,55,2,4,32,24,2,3,1,0,147,113,34,251,208,known_visit_core_500,10,4,8,0,0.0,0
144,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,32,6,1,30,3,0,0,0,0,118,66,52,168,173,known_visit_core_500,10,4,8,0,0.0,0
144,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,38,0,3,29,10,0,0,0,0,118,77,41,169,172,known_visit_core_500,10,4,8,0,0.0,0
144,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,36,3,0,36,1,1,2,2,0,112,74,38,170,177,known_visit_core_500,10,4,8,0,0.0,0
144,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,1,4,24,7,1,3,3,0,111,64,47,181,167,known_visit_core_500,10,4,8,0,0.0,0
145,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,45,4,2,42,4,0,0,0,0,134,91,43,196,158,known_visit_core_500,10,4,8,0,0.0,0
145,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,38,4,1,32,7,0,3,1,0,121,79,42,191,176,known_visit_core_500,10,4,8,0,0.0,0
145,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,43,1,4,22,22,2,1,1,0,113,88,25,211,163,known_visit_core_500,10,4,8,0,0.0,0
145,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,37,1,3,26,12,1,0,0,0,120,76,44,206,162,known_visit_core_500,10,4,8,0,0.0,0
146,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,41,2,3,33,9,0,3,2,0,144,86,58,177,145,known_visit_core_500,10,4,8,0,0.0,0
146,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,42,5,2,39,4,1,0,0,0,110,85,25,201,155,known_visit_core_500,10,4,8,0,0.0,0
146,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,32,2,3,19,14,0,0,0,0,97,67,30,190,178,known_visit_core_500,10,4,8,0,0.0,0
146,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,38,1,2,30,9,0,0,0,0,115,78,37,188,163,known_visit_core_500,10,4,8,0,0.0,0
147,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,54,3,4,37,18,0,143,3,0,369,110,259,249,244,known_visit_core_500,10,4,8,0,0.0,0
147,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,46,0,5,30,17,2,107,2,0,211,96,115,294,357,known_visit_core_500,10,4,8,0,0.0,0
147,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,47,5,1,42,6,1,1,1,1,144,97,47,302,415,known_visit_core_500,10,4,8,0,0.0,0
147,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,45,2,4,36,10,0,7,2,1,138,94,44,333,391,known_visit_core_500,10,4,8,0,0.0,0
148,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,28,3,2,21,8,0,1,1,0,91,58,33,153,143,known_visit_core_500,10,4,8,0,0.0,0
148,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,27,2,1,26,2,0,4,4,0,97,60,37,150,142,known_visit_core_500,10,4,8,0,0.0,0
148,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,29,1,3,22,8,2,1,1,0,108,60,48,142,138,known_visit_core_500,10,4,8,0,0.0,0
148,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,30,4,0,31,0,0,0,0,0,93,61,32,146,148,known_visit_core_500,10,4,8,0,0.0,0
149,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,24,1,4,19,6,0,3,1,0,96,51,45,120,95,known_visit_core_500,10,4,8,0,0.0,0
149,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,28,5,0,29,0,1,0,0,0,90,57,33,101,120,known_visit_core_500,10,4,8,0,0.0,0
149,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,8,0,0,9,0,0,0,0,0,41,19,22,136,134,known_visit_core_500,10,4,8,0,0.0,0
149,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,28,4,0,29,0,1,1,1,0,84,57,27,106,121,known_visit_core_500,10,4,8,0,0.0,0
150,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,46,2,5,30,17,0,3,2,0,160,95,65,214,186,known_visit_core_500,10,4,8,0,0.0,0
150,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,47,4,1,37,11,0,1,1,0,129,95,34,237,194,known_visit_core_500,10,4,8,0,0.0,0
150,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,44,3,1,40,5,0,3,3,0,132,92,40,227,201,known_visit_core_500,10,4,8,0,0.0,0
150,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,47,1,3,36,12,1,1,1,0,139,95,44,230,191,known_visit_core_500,10,4,8,0,0.0,0
151,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,56,2,4,40,17,0,132,4,0,315,117,198,282,241,known_visit_core_500,10,4,8,0,0.0,0
151,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,55,4,2,35,21,0,0,0,1,170,113,57,319,349,known_visit_core_500,10,4,8,0,0.0,0
151,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,65,0,6,43,23,1,0,0,0,162,133,29,320,355,known_visit_core_500,10,4,8,0,0.0,0
151,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,47,4,2,43,5,0,108,2,0,191,99,92,314,333,known_visit_core_500,10,4,8,0,0.0,0
152,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,42,7,0,39,4,0,0,0,0,142,85,57,185,155,known_visit_core_500,10,4,8,0,0.0,0
152,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,39,1,4,28,12,0,0,0,0,107,80,27,196,178,known_visit_core_500,10,4,8,0,0.0,0
152,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,38,0,2,22,17,3,5,3,0,126,82,44,194,162,known_visit_core_500,10,4,8,0,0.0,0
152,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,42,2,3,35,8,2,11,11,0,107,85,22,204,171,known_visit_core_500,10,4,8,0,0.0,0
153,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,50,2,5,42,9,0,104,4,1,301,105,196,402,746,known_visit_core_500,10,4,8,0,0.0,0
153,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,41,5,1,38,4,3,1,1,2,147,88,59,482,820,known_visit_core_500,10,4,8,0,0.0,0
153,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,02,35,2,4,26,10,0,178,3,0,492,76,416,360,597,known_visit_core_500,10,4,8,0,0.0,0
153,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,03,19,1,2,13,7,1,185,1,0,509,41,468,371,568,known_visit_core_500,10,4,8,0,0.0,0
154,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,00,44,3,1,43,2,1,2,2,0,142,89,53,199,177,known_visit_core_500,10,4,8,0,0.0,0
154,known_visit,PI,bernoulli,0.7,19,361,4,10,pi_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,01,41,0,4,15,27,0,5,4,0,127,88,39,218,172,known_visit_core_500,10,4,8,0,0.0,0
