trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id,failure_type,failure_message
16,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,2);01:(0,1);02:(1,4);03:(2,0);04:(2,4)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
17,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,10);01:(18,14);02:(18,12);03:(17,10);04:(18,13)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
18,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,12);01:(18,5);02:(17,8);03:(16,11);04:(18,9)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
19,dcta_parity_v1,custom,,082d0b22f4256e7355b4e9b3e4ddfe3f9d6c4d1e954557ec887b28fa435677b4,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,18);01:(18,13);02:(17,16);03:(17,11);04:(16,15)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
20,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,9);01:(0,10);02:(0,16);03:(1,18);04:(7,10)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
21,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,9);01:(1,8);02:(1,12);03:(0,5);04:(6,5)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
22,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(8,1);01:(8,4);02:(12,3);03:(10,1);04:(13,1)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
23,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(7,10);01:(4,9);02:(5,7);03:(5,0);04:(5,10)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
24,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,3);01:(18,2);02:(18,7);03:(17,11);04:(16,13)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
25,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,15);01:(3,14);02:(3,17);03:(2,18);04:(2,15)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
26,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,13);01:(1,0);02:(2,3);03:(1,11);04:(3,2)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
27,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(2,17);01:(8,16);02:(0,6);03:(11,17);04:(12,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
28,dcta_parity_v1,custom,,468c1406d0d38acfeb9fbaad3ec783c4d43a78089c486b404e6d92c28b7c3939,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(3,7);01:(2,5);02:(1,7);03:(0,10);04:(2,7)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
29,dcta_parity_v1,custom,,154ff28db07272f6cd1e2e5f8c2b9ca6c9bef63f879cd7173fdc127e15d1737f,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,16);01:(17,17);02:(17,18);03:(16,16);04:(15,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
30,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,14);01:(18,18);02:(14,18);03:(16,18);04:(17,16)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
31,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,16);01:(15,17);02:(15,18);03:(15,16);04:(18,17)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
32,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,0);01:(18,2);02:(17,5);03:(18,1);04:(16,10)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
33,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(12,15);01:(13,12);02:(17,15);03:(13,17);04:(14,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
34,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(15,17);01:(17,15);02:(18,17);03:(15,18);04:(16,17)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
35,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,10);01:(17,15);02:(16,12);03:(17,13);04:(18,11)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
36,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(1,17);01:(1,13);02:(0,10);03:(0,13);04:(2,15)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
37,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,15);01:(16,17);02:(18,16);03:(18,17);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
38,dcta_parity_v1,custom,,05fb4f4b5244a18b7831b4db9a64700a3e60e7ea37b58e1b2fade0ce1701d886,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,1);01:(18,0);02:(15,5);03:(14,7);04:(16,3)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
39,dcta_parity_v1,custom,,0f7a5448feb04534fc7fdfa976c478e27f4b304b0bb9f583e0b508df93c00901,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,13);01:(16,16);02:(18,14);03:(18,17);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
40,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,11);01:(18,14);02:(17,12);03:(15,11);04:(18,15)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
41,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,17);01:(17,17);02:(16,17);03:(18,18);04:(15,17)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
42,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,14);01:(16,18);02:(18,18);03:(15,12);04:(17,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
43,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(13,3);01:(6,13);02:(8,3);03:(7,8);04:(6,10)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
44,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,6);01:(11,8);02:(10,10);03:(10,3);04:(11,7)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
45,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(12,11);01:(10,10);02:(8,0);03:(9,10);04:(10,13)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
46,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(13,1);01:(16,0);02:(15,2);03:(13,3);04:(12,1)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
47,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,17);01:(18,18);02:(15,9);03:(16,13);04:(17,13)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
48,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(6,16);01:(7,18);02:(11,15);03:(7,17);04:(4,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
49,dcta_parity_v1,custom,,0b5aa3c15c6715fd7314ce3e36d580600a84336f4c098ca4e7def5a24addd2fb,DGA,ideal,1.0,19,361,5,85.0,72.2,coverage_g19_d85_ideal_dga,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,2);01:(15,6);02:(15,3);03:(18,0);04:(17,2)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,dga,5,,ideal,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/ideal/dga,coverage_g19_d85_ideal_dga,,
0,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,0);01:(16,4);02:(17,18);03:(17,2);04:(16,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
1,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,4);01:(3,6);02:(0,5);03:(18,18);04:(7,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
2,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,18);01:(15,14);02:(14,4);03:(16,6);04:(14,15)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
3,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(10,9);01:(10,10);02:(18,18);03:(12,7);04:(5,1)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
4,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(0,1);01:(0,2);02:(18,13);03:(18,6);04:(12,14)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
5,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,17);01:(3,7);02:(4,7);03:(3,8);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
6,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,17);01:(17,18);02:(3,0);03:(17,13);04:(17,11)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
7,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(13,10);01:(17,5);02:(7,14);03:(18,12);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
8,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(9,18);01:(18,18);02:(9,17);03:(17,2);04:(8,17)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
9,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(12,10);01:(12,8);02:(13,8);03:(12,7);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
10,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,12);01:(16,6);02:(2,5);03:(2,6);04:(16,5)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
11,dcta_parity_v1,custom,,e2d18f2463f2206c259277f61e40aff095f8696dcffa98bb70597a1186a4af8c,CBAA,bernoulli,drop_0.25,19,361,5,85.0,72.2,coverage_g19_d85_bernoulli_025_cbaa,,coverage,,,,,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(13,18);01:(14,7);02:(6,11);03:(17,8);04:(18,18)",00:0;01:0;02:0;03:0;04:0,,completed,grid_coverage,coverage,cbaa,,,bernoulli_025,runs/sensitivity_grid_density_coverage_50/raw/grid19/density85/bernoulli_025/cbaa,coverage_g19_d85_bernoulli_025_cbaa,,
