scenario,trial_id,algorithm,comm_model,comm_level_raw,system_trial_status,trial_summary_status,first_clue_robot,total_team_steps,system_revisits,revisits_per_team_step,base_eligible,rate_metric_eligible,common_six_algorithm_block_eligible
Clue-Informed Probabilistic Search (CLIPS),286,DMCHBA,bernoulli,0.5,completed,completed,3,121,8,0.0661157024793388,1,1,1
Clue-Informed Probabilistic Search (CLIPS),286,HIPC,bernoulli,0.5,completed,completed,3,586,341,0.581911262798635,1,1,1
Clue-Informed Probabilistic Search (CLIPS),286,PI,bernoulli,0.5,completed,completed,3,445,237,0.532584269662921,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,ACBBA,bernoulli,0.5,completed,completed,1,712,365,0.512640449438202,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,CBAA,bernoulli,0.5,completed,completed,1,599,297,0.495826377295493,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,DGA,bernoulli,0.5,completed,completed,1,822,469,0.570559610705596,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,DMCHBA,bernoulli,0.5,completed,completed,1,169,2,0.0118343195266272,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,HIPC,bernoulli,0.5,completed,completed,1,278,53,0.190647482014388,1,1,1
Clue-Informed Probabilistic Search (CLIPS),287,PI,bernoulli,0.5,completed,completed,1,172,4,0.0232558139534884,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,ACBBA,bernoulli,0.5,completed,completed,0,304,161,0.529605263157895,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,CBAA,bernoulli,0.5,completed,completed,0,232,112,0.482758620689655,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,DGA,bernoulli,0.5,completed,completed,0,300,104,0.346666666666667,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,DMCHBA,bernoulli,0.5,completed,completed,0,275,85,0.309090909090909,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,HIPC,bernoulli,0.5,completed,completed,0,318,168,0.528301886792453,1,1,1
Clue-Informed Probabilistic Search (CLIPS),288,PI,bernoulli,0.5,completed,completed,0,239,114,0.476987447698745,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,ACBBA,bernoulli,0.5,completed,completed,0,215,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,CBAA,bernoulli,0.5,completed,completed,0,217,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,DGA,bernoulli,0.5,completed,completed,0,337,56,0.166172106824926,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,DMCHBA,bernoulli,0.5,completed,completed,0,217,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,HIPC,bernoulli,0.5,completed,completed,0,218,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),289,PI,bernoulli,0.5,completed,completed,0,208,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,ACBBA,bernoulli,0.5,completed,completed,3,239,75,0.313807531380753,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,CBAA,bernoulli,0.5,completed,completed,3,234,62,0.264957264957265,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,DGA,bernoulli,0.5,completed,completed,3,344,114,0.331395348837209,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,DMCHBA,bernoulli,0.5,completed,completed,3,372,107,0.287634408602151,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,HIPC,bernoulli,0.5,completed,completed,3,302,102,0.337748344370861,1,1,1
Clue-Informed Probabilistic Search (CLIPS),29,PI,bernoulli,0.5,completed,completed,3,618,304,0.491909385113269,1,1,1
Clue-Informed Probabilistic Search (CLIPS),290,ACBBA,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),290,CBAA,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),290,DGA,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),290,DMCHBA,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),290,HIPC,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),290,PI,bernoulli,0.5,completed,completed,,24,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),291,ACBBA,bernoulli,0.5,completed,completed,3,564,301,0.533687943262411,1,1,1
Clue-Informed Probabilistic Search (CLIPS),291,CBAA,bernoulli,0.5,completed,completed,3,293,99,0.337883959044369,1,1,1
Clue-Informed Probabilistic Search (CLIPS),291,DGA,bernoulli,0.5,completed,completed,3,401,142,0.354114713216958,1,1,1
Clue-Informed Probabilistic Search (CLIPS),291,DMCHBA,bernoulli,0.5,completed,completed,3,164,17,0.103658536585366,1,1,1
Clue-Informed Probabilistic Search (CLIPS),291,HIPC,bernoulli,0.5,completed,completed,3,285,101,0.354385964912281,1,1,1
Clue-Informed Probabilistic Search (CLIPS),291,PI,bernoulli,0.5,completed,completed,3,235,53,0.225531914893617,1,1,1
Clue-Informed Probabilistic Search (CLIPS),292,ACBBA,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),292,CBAA,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),292,DGA,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),292,DMCHBA,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),292,HIPC,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),292,PI,bernoulli,0.5,completed,completed,,41,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),293,ACBBA,bernoulli,0.5,completed,completed,3,486,225,0.462962962962963,1,1,1
Clue-Informed Probabilistic Search (CLIPS),293,CBAA,bernoulli,0.5,completed,completed,3,704,390,0.553977272727273,1,1,1
Clue-Informed Probabilistic Search (CLIPS),293,DGA,bernoulli,0.5,completed,completed,3,328,136,0.414634146341463,1,1,1
Clue-Informed Probabilistic Search (CLIPS),293,DMCHBA,bernoulli,0.5,completed,completed,3,486,187,0.38477366255144,1,1,1
Clue-Informed Probabilistic Search (CLIPS),293,HIPC,bernoulli,0.5,completed,completed,3,503,239,0.475149105367793,1,1,1
Clue-Informed Probabilistic Search (CLIPS),293,PI,bernoulli,0.5,completed,completed,3,510,252,0.494117647058824,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,ACBBA,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,CBAA,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,DGA,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,DMCHBA,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,HIPC,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),294,PI,bernoulli,0.5,completed,completed,0,242,4,0.0165289256198347,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,ACBBA,bernoulli,0.5,completed,completed,2,391,141,0.360613810741688,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,CBAA,bernoulli,0.5,completed,completed,2,288,91,0.315972222222222,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,DGA,bernoulli,0.5,completed,completed,2,166,20,0.120481927710843,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,DMCHBA,bernoulli,0.5,completed,completed,2,149,21,0.140939597315436,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,HIPC,bernoulli,0.5,completed,completed,2,298,108,0.36241610738255,1,1,1
Clue-Informed Probabilistic Search (CLIPS),295,PI,bernoulli,0.5,completed,completed,2,259,94,0.362934362934363,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,ACBBA,bernoulli,0.5,completed,completed,2,328,120,0.365853658536585,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,CBAA,bernoulli,0.5,completed,completed,2,438,193,0.440639269406393,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,DGA,bernoulli,0.5,completed,completed,2,566,252,0.445229681978799,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,DMCHBA,bernoulli,0.5,completed,completed,2,329,89,0.270516717325228,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,HIPC,bernoulli,0.5,completed,completed,2,375,152,0.405333333333333,1,1,1
Clue-Informed Probabilistic Search (CLIPS),296,PI,bernoulli,0.5,completed,completed,2,390,176,0.451282051282051,1,1,1
Clue-Informed Probabilistic Search (CLIPS),297,ACBBA,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),297,CBAA,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),297,DGA,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),297,DMCHBA,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),297,HIPC,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),297,PI,bernoulli,0.5,completed,completed,,87,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),298,ACBBA,bernoulli,0.5,completed,completed,0,265,100,0.377358490566038,1,1,1
Clue-Informed Probabilistic Search (CLIPS),298,CBAA,bernoulli,0.5,completed,completed,0,366,122,0.333333333333333,1,1,1
Clue-Informed Probabilistic Search (CLIPS),298,DGA,bernoulli,0.5,completed,completed,0,212,27,0.127358490566038,1,1,1
Clue-Informed Probabilistic Search (CLIPS),298,DMCHBA,bernoulli,0.5,completed,completed,0,124,13,0.104838709677419,1,1,1
Clue-Informed Probabilistic Search (CLIPS),298,HIPC,bernoulli,0.5,completed,completed,0,276,134,0.485507246376812,1,1,1
Clue-Informed Probabilistic Search (CLIPS),298,PI,bernoulli,0.5,completed,completed,0,254,84,0.330708661417323,1,1,1
Clue-Informed Probabilistic Search (CLIPS),299,ACBBA,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),299,CBAA,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),299,DGA,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),299,DMCHBA,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),299,HIPC,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),299,PI,bernoulli,0.5,completed,completed,,22,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),3,ACBBA,bernoulli,0.5,completed,completed,1,638,293,0.459247648902821,1,1,1
Clue-Informed Probabilistic Search (CLIPS),3,CBAA,bernoulli,0.5,completed,completed,1,545,226,0.414678899082569,1,1,1
Clue-Informed Probabilistic Search (CLIPS),3,DGA,bernoulli,0.5,completed,completed,1,297,61,0.205387205387205,1,1,1
Clue-Informed Probabilistic Search (CLIPS),3,DMCHBA,bernoulli,0.5,completed,completed,1,296,25,0.0844594594594595,1,1,1
Clue-Informed Probabilistic Search (CLIPS),3,HIPC,bernoulli,0.5,completed,completed,1,596,262,0.439597315436242,1,1,1
Clue-Informed Probabilistic Search (CLIPS),3,PI,bernoulli,0.5,completed,completed,1,624,314,0.503205128205128,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,ACBBA,bernoulli,0.5,completed,completed,0,502,155,0.308764940239044,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,CBAA,bernoulli,0.5,completed,completed,0,781,429,0.549295774647887,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,DGA,bernoulli,0.5,completed,completed,0,659,306,0.464339908952959,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,DMCHBA,bernoulli,0.5,completed,completed,0,315,9,0.0285714285714286,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,HIPC,bernoulli,0.5,completed,completed,0,678,334,0.492625368731563,1,1,1
Clue-Informed Probabilistic Search (CLIPS),30,PI,bernoulli,0.5,completed,completed,0,414,94,0.227053140096618,1,1,1
Clue-Informed Probabilistic Search (CLIPS),300,ACBBA,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),300,CBAA,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),300,DGA,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),300,DMCHBA,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),300,HIPC,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),300,PI,bernoulli,0.5,completed,completed,,46,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,ACBBA,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,CBAA,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,DGA,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,DMCHBA,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,HIPC,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),301,PI,bernoulli,0.5,completed,completed,,47,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),302,ACBBA,bernoulli,0.5,completed,completed,1,281,49,0.174377224199288,1,1,1
Clue-Informed Probabilistic Search (CLIPS),302,CBAA,bernoulli,0.5,completed,completed,1,209,37,0.177033492822967,1,1,1
Clue-Informed Probabilistic Search (CLIPS),302,DGA,bernoulli,0.5,completed,completed,1,283,68,0.240282685512367,1,1,1
Clue-Informed Probabilistic Search (CLIPS),302,DMCHBA,bernoulli,0.5,completed,completed,1,298,61,0.204697986577181,1,1,1
Clue-Informed Probabilistic Search (CLIPS),302,HIPC,bernoulli,0.5,completed,completed,1,273,49,0.179487179487179,1,1,1
Clue-Informed Probabilistic Search (CLIPS),302,PI,bernoulli,0.5,completed,completed,1,277,72,0.259927797833935,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,ACBBA,bernoulli,0.5,completed,completed,0,547,231,0.422303473491773,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,CBAA,bernoulli,0.5,completed,completed,0,352,111,0.315340909090909,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,DGA,bernoulli,0.5,completed,completed,0,113,6,0.0530973451327434,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,DMCHBA,bernoulli,0.5,completed,completed,0,98,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,HIPC,bernoulli,0.5,completed,completed,0,98,2,0.0204081632653061,1,1,1
Clue-Informed Probabilistic Search (CLIPS),303,PI,bernoulli,0.5,completed,completed,0,213,26,0.122065727699531,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,ACBBA,bernoulli,0.5,completed,completed,2,164,30,0.182926829268293,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,CBAA,bernoulli,0.5,completed,completed,2,130,24,0.184615384615385,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,DGA,bernoulli,0.5,completed,completed,2,97,3,0.0309278350515464,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,DMCHBA,bernoulli,0.5,completed,completed,2,408,131,0.321078431372549,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,HIPC,bernoulli,0.5,completed,completed,2,117,13,0.111111111111111,1,1,1
Clue-Informed Probabilistic Search (CLIPS),304,PI,bernoulli,0.5,completed,completed,2,128,26,0.203125,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,ACBBA,bernoulli,0.5,completed,completed,3,457,160,0.350109409190372,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,CBAA,bernoulli,0.5,completed,completed,3,535,233,0.435514018691589,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,DGA,bernoulli,0.5,completed,completed,3,535,239,0.446728971962617,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,DMCHBA,bernoulli,0.5,completed,completed,3,418,114,0.272727272727273,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,HIPC,bernoulli,0.5,completed,completed,3,635,315,0.496062992125984,1,1,1
Clue-Informed Probabilistic Search (CLIPS),305,PI,bernoulli,0.5,completed,completed,3,409,138,0.337408312958435,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,ACBBA,bernoulli,0.5,completed,completed,0,438,194,0.442922374429224,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,CBAA,bernoulli,0.5,completed,completed,0,486,280,0.576131687242798,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,DGA,bernoulli,0.5,completed,completed,0,149,14,0.0939597315436242,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,DMCHBA,bernoulli,0.5,completed,completed,0,149,22,0.147651006711409,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,HIPC,bernoulli,0.5,completed,completed,0,420,177,0.421428571428571,1,1,1
Clue-Informed Probabilistic Search (CLIPS),306,PI,bernoulli,0.5,completed,completed,0,290,129,0.444827586206897,1,1,1
Clue-Informed Probabilistic Search (CLIPS),307,ACBBA,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),307,CBAA,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),307,DGA,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),307,DMCHBA,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),307,HIPC,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),307,PI,bernoulli,0.5,completed,completed,,132,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),308,ACBBA,bernoulli,0.5,completed,completed,2,117,8,0.0683760683760684,1,1,1
Clue-Informed Probabilistic Search (CLIPS),308,CBAA,bernoulli,0.5,completed,completed,2,402,162,0.402985074626866,1,1,1
Clue-Informed Probabilistic Search (CLIPS),308,DGA,bernoulli,0.5,completed,completed,2,265,51,0.192452830188679,1,1,1
Clue-Informed Probabilistic Search (CLIPS),308,DMCHBA,bernoulli,0.5,completed,completed,2,202,20,0.099009900990099,1,1,1
Clue-Informed Probabilistic Search (CLIPS),308,HIPC,bernoulli,0.5,completed,completed,2,425,177,0.416470588235294,1,1,1
Clue-Informed Probabilistic Search (CLIPS),308,PI,bernoulli,0.5,completed,completed,2,470,199,0.423404255319149,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,ACBBA,bernoulli,0.5,completed,completed,0,133,1,0.0075187969924812,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,CBAA,bernoulli,0.5,completed,completed,0,133,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,DGA,bernoulli,0.5,completed,completed,0,134,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,DMCHBA,bernoulli,0.5,completed,completed,0,132,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,HIPC,bernoulli,0.5,completed,completed,0,133,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),309,PI,bernoulli,0.5,completed,completed,0,132,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,ACBBA,bernoulli,0.5,completed,completed,3,318,142,0.446540880503145,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,CBAA,bernoulli,0.5,completed,completed,3,330,164,0.496969696969697,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,DGA,bernoulli,0.5,completed,completed,3,349,134,0.383954154727794,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,DMCHBA,bernoulli,0.5,completed,completed,3,65,1,0.0153846153846154,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,HIPC,bernoulli,0.5,completed,completed,3,256,118,0.4609375,1,1,1
Clue-Informed Probabilistic Search (CLIPS),31,PI,bernoulli,0.5,completed,completed,3,509,278,0.546168958742633,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,ACBBA,bernoulli,0.5,completed,completed,2,186,8,0.043010752688172,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,CBAA,bernoulli,0.5,completed,completed,2,186,20,0.10752688172043,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,DGA,bernoulli,0.5,completed,completed,2,190,16,0.0842105263157895,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,DMCHBA,bernoulli,0.5,completed,completed,2,227,17,0.0748898678414097,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,HIPC,bernoulli,0.5,completed,completed,2,175,8,0.0457142857142857,1,1,1
Clue-Informed Probabilistic Search (CLIPS),310,PI,bernoulli,0.5,completed,completed,2,302,47,0.155629139072848,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,ACBBA,bernoulli,0.5,completed,completed,1,73,1,0.0136986301369863,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,CBAA,bernoulli,0.5,completed,completed,1,73,1,0.0136986301369863,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,DGA,bernoulli,0.5,completed,completed,1,72,1,0.0138888888888889,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,DMCHBA,bernoulli,0.5,completed,completed,1,73,1,0.0136986301369863,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,HIPC,bernoulli,0.5,completed,completed,1,72,1,0.0138888888888889,1,1,1
Clue-Informed Probabilistic Search (CLIPS),311,PI,bernoulli,0.5,completed,completed,1,74,1,0.0135135135135135,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,ACBBA,bernoulli,0.5,completed,completed,0,40,1,0.025,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,CBAA,bernoulli,0.5,completed,completed,0,48,4,0.0833333333333333,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,DGA,bernoulli,0.5,completed,completed,0,21,0,0,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,DMCHBA,bernoulli,0.5,completed,completed,0,47,3,0.0638297872340425,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,HIPC,bernoulli,0.5,completed,completed,0,47,3,0.0638297872340425,1,1,1
Clue-Informed Probabilistic Search (CLIPS),312,PI,bernoulli,0.5,completed,completed,0,31,1,0.032258064516129,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,ACBBA,bernoulli,0.5,completed,completed,1,182,45,0.247252747252747,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,CBAA,bernoulli,0.5,completed,completed,1,196,64,0.326530612244898,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,DGA,bernoulli,0.5,completed,completed,1,318,105,0.330188679245283,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,DMCHBA,bernoulli,0.5,completed,completed,1,111,9,0.0810810810810811,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,HIPC,bernoulli,0.5,completed,completed,1,197,61,0.309644670050761,1,1,1
Clue-Informed Probabilistic Search (CLIPS),313,PI,bernoulli,0.5,completed,completed,1,178,50,0.280898876404494,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,ACBBA,bernoulli,0.5,completed,completed,2,340,62,0.182352941176471,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,CBAA,bernoulli,0.5,completed,completed,2,328,81,0.246951219512195,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,DGA,bernoulli,0.5,completed,completed,2,291,42,0.144329896907216,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,DMCHBA,bernoulli,0.5,completed,completed,2,288,29,0.100694444444444,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,HIPC,bernoulli,0.5,completed,completed,2,319,44,0.137931034482759,1,1,1
Clue-Informed Probabilistic Search (CLIPS),314,PI,bernoulli,0.5,completed,completed,2,285,51,0.178947368421053,1,1,1
Clue-Informed Probabilistic Search (CLIPS),315,ACBBA,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),315,CBAA,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),315,DGA,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),315,DMCHBA,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),315,HIPC,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),315,PI,bernoulli,0.5,completed,completed,,63,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),316,ACBBA,bernoulli,0.5,completed,completed,1,524,280,0.534351145038168,1,1,1
Clue-Informed Probabilistic Search (CLIPS),316,CBAA,bernoulli,0.5,completed,completed,1,581,319,0.549053356282272,1,1,1
Clue-Informed Probabilistic Search (CLIPS),316,DGA,bernoulli,0.5,completed,completed,1,194,58,0.298969072164948,1,1,1
Clue-Informed Probabilistic Search (CLIPS),316,DMCHBA,bernoulli,0.5,completed,completed,1,323,89,0.275541795665635,1,1,1
Clue-Informed Probabilistic Search (CLIPS),316,HIPC,bernoulli,0.5,completed,completed,1,616,339,0.550324675324675,1,1,1
Clue-Informed Probabilistic Search (CLIPS),316,PI,bernoulli,0.5,completed,completed,1,610,334,0.547540983606557,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,ACBBA,bernoulli,0.5,completed,completed,2,128,16,0.125,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,CBAA,bernoulli,0.5,completed,completed,2,144,34,0.236111111111111,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,DGA,bernoulli,0.5,completed,completed,2,118,3,0.0254237288135593,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,DMCHBA,bernoulli,0.5,completed,completed,2,183,21,0.114754098360656,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,HIPC,bernoulli,0.5,completed,completed,2,129,15,0.116279069767442,1,1,1
Clue-Informed Probabilistic Search (CLIPS),317,PI,bernoulli,0.5,completed,completed,2,155,17,0.109677419354839,1,1,1
Clue-Informed Probabilistic Search (CLIPS),318,ACBBA,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),318,CBAA,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),318,DGA,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),318,DMCHBA,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),318,HIPC,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),318,PI,bernoulli,0.5,completed,completed,,130,0,0,0,0,0
Clue-Informed Probabilistic Search (CLIPS),319,ACBBA,bernoulli,0.5,completed,completed,3,291,42,0.144329896907216,1,1,1
