scenario,grid_size,grid_cells,target_cells_per_robot,robot_count,comm_label,algorithm,attempted_block_n,raw_completed_n,raw_failed_n,finite_max_agent_step_n,common_block_eligible_n,excluded_from_continuous_n,condition_mean_max_agent_steps,condition_median_max_agent_steps,condition_sd_max_agent_steps,condition_ci95_low,condition_ci95_high,eligibility_rule,condition_rank,condition_best_mean,percent_above_condition_best,is_leader,is_top_two
CLIPS,25,625,140,5,bernoulli_025,ACBBA,50,50,0,50,48,2,58.875,43.5,50.1892694304016,44.3015552969896,73.4484447030104,all six named algorithms completed with finite maximum-agent steps,2,53.0208333333333,11.041257367387,0,1
CLIPS,25,625,140,5,bernoulli_025,PI,50,50,0,50,48,2,66.5,41.5,65.4724239498763,47.4887898183351,85.5112101816649,all six named algorithms completed with finite maximum-agent steps,5,53.0208333333333,25.4223968565815,0,0
CLIPS,25,625,140,5,bernoulli_025,HIPC,50,50,0,50,48,2,66.0208333333333,41.5,61.7370848181542,48.094252573474,83.9474140931926,all six named algorithms completed with finite maximum-agent steps,3.5,53.0208333333333,24.5186640471513,0,0
CLIPS,25,625,140,5,bernoulli_025,DMCHBA,50,50,0,50,48,2,53.0208333333333,41.5,43.626309446096,40.353073560684,65.6885931059826,all six named algorithms completed with finite maximum-agent steps,1,53.0208333333333,0,1,1
CLIPS,25,625,140,5,bernoulli_025,DGA,50,50,0,50,48,2,70.2708333333333,51,63.8211395590045,51.7391061573473,88.8025605093194,all six named algorithms completed with finite maximum-agent steps,6,53.0208333333333,32.5343811394892,0,0
CLIPS,25,625,220,3,ideal,CBAA,50,50,0,50,50,0,86.18,57.5,69.7858795143533,66.347072484017,106.012927515983,all six named algorithms completed with finite maximum-agent steps,2,85.24,1.10276865321447,0,1
CLIPS,25,625,220,3,ideal,ACBBA,50,50,0,50,50,0,86.88,74,63.3824285184621,68.8669131213702,104.89308687863,all six named algorithms completed with finite maximum-agent steps,3,85.24,1.92397935241671,0,0
CLIPS,25,625,220,3,ideal,PI,50,50,0,50,50,0,85.24,59.5,65.6215370320521,66.5905655226942,103.889434477306,all six named algorithms completed with finite maximum-agent steps,1,85.24,0,1,1
CLIPS,25,625,220,3,ideal,HIPC,50,50,0,50,50,0,89.62,62.5,69.0967644477139,69.9829168190306,109.257083180969,all six named algorithms completed with finite maximum-agent steps,4,85.24,5.13843266072268,0,0
CLIPS,25,625,220,3,ideal,DMCHBA,50,50,0,50,50,0,94.26,72.5,67.2757984807649,75.1404296208023,113.379570379198,all six named algorithms completed with finite maximum-agent steps,5,85.24,10.5818864382919,0,0
CLIPS,25,625,220,3,ideal,DGA,50,50,0,50,50,0,94.8,65.5,73.95972428509,73.7808789248463,115.819121075154,all six named algorithms completed with finite maximum-agent steps,6,85.24,11.2153918348193,0,0
CLIPS,25,625,220,3,bernoulli_025,CBAA,50,50,0,50,50,0,110.08,73,97.788367907227,82.2888533367066,137.871146663293,all six named algorithms completed with finite maximum-agent steps,6,102.28,7.62612436448963,0,0
CLIPS,25,625,220,3,bernoulli_025,ACBBA,50,50,0,50,50,0,102.64,73.5,80.9882228777614,79.6234017259529,125.656598274047,all six named algorithms completed with finite maximum-agent steps,2,102.28,0.351974970668752,0,1
CLIPS,25,625,220,3,bernoulli_025,PI,50,50,0,50,50,0,106.94,69.5,96.442731235502,79.5312790474506,134.348720952549,all six named algorithms completed with finite maximum-agent steps,5,102.28,4.55612045365663,0,0
CLIPS,25,625,220,3,bernoulli_025,HIPC,50,50,0,50,50,0,103.78,67,96.3084521689746,76.4094407359166,131.150559264083,all six named algorithms completed with finite maximum-agent steps,3,102.28,1.46656237778647,0,0
CLIPS,25,625,220,3,bernoulli_025,DMCHBA,50,50,0,50,50,0,102.28,73,80.3421357415286,79.4470176584465,125.112982341553,all six named algorithms completed with finite maximum-agent steps,1,102.28,0,1,1
CLIPS,25,625,220,3,bernoulli_025,DGA,50,50,0,50,50,0,105.6,71.5,94.3480313541738,78.7865861669313,132.413413833069,all six named algorithms completed with finite maximum-agent steps,4,102.28,3.24599139616738,0,0
CLIPS,34,1156,50,24,ideal,CBAA,50,50,0,50,50,0,27.92,22.5,21.6595550861649,21.7644225530754,34.0755774469246,all six named algorithms completed with finite maximum-agent steps,4,24.94,11.9486768243785,0,0
CLIPS,34,1156,50,24,ideal,ACBBA,50,50,0,50,50,0,27.68,23,20.0697152293637,21.9762500411201,33.3837499588799,all six named algorithms completed with finite maximum-agent steps,2,24.94,10.9863672814755,0,1
CLIPS,34,1156,50,24,ideal,PI,50,50,0,50,50,0,27.8,22.5,20.9450203521271,21.8474910776314,33.7525089223686,all six named algorithms completed with finite maximum-agent steps,3,24.94,11.467522052927,0,0
CLIPS,34,1156,50,24,ideal,HIPC,50,50,0,50,50,0,29.14,24.5,22.2564001343159,22.8148010671727,35.4651989328273,all six named algorithms completed with finite maximum-agent steps,6,24.94,16.8404170008019,0,0
CLIPS,34,1156,50,24,ideal,DMCHBA,50,50,0,50,50,0,24.94,23,16.8902942785591,20.139831477636,29.740168522364,all six named algorithms completed with finite maximum-agent steps,1,24.94,0,1,1
CLIPS,34,1156,50,24,ideal,DGA,50,50,0,50,50,0,28.54,22.5,21.7210609730722,22.3669427734219,34.7130572265781,all six named algorithms completed with finite maximum-agent steps,5,24.94,14.4346431435445,0,0
CLIPS,34,1156,50,24,bernoulli_025,CBAA,50,37,13,37,37,13,26.9189189189189,18,23.1197106604088,19.2104235993622,34.6274142384756,all six named algorithms completed with finite maximum-agent steps,6,20.2432432432432,32.977303070761,0,0
CLIPS,34,1156,50,24,bernoulli_025,ACBBA,50,43,7,43,37,13,24.8378378378378,19,19.6221438311039,18.2954893585053,31.3801863171703,all six named algorithms completed with finite maximum-agent steps,3,20.2432432432432,22.6969292389853,0,0
CLIPS,34,1156,50,24,bernoulli_025,PI,50,39,11,39,37,13,26.2972972972973,18,21.6087236304446,19.0925901357963,33.5020044587983,all six named algorithms completed with finite maximum-agent steps,4,20.2432432432432,29.9065420560748,0,0
CLIPS,34,1156,50,24,bernoulli_025,HIPC,50,41,9,41,37,13,26.7297297297297,19,22.1066212412187,19.3590152397356,34.1004442197239,all six named algorithms completed with finite maximum-agent steps,5,20.2432432432432,32.0427236315087,0,0
CLIPS,34,1156,50,24,bernoulli_025,DMCHBA,50,50,0,50,37,13,22.8108108108108,21,18.278460058279,16.7164688063829,28.9051528152387,all six named algorithms completed with finite maximum-agent steps,2,20.2432432432432,12.6835781041389,0,1
CLIPS,34,1156,50,24,bernoulli_025,DGA,50,49,1,49,37,13,20.2432432432432,14,20.5918071699043,13.3775929104196,27.1088935760669,all six named algorithms completed with finite maximum-agent steps,1,20.2432432432432,0,1,1
CLIPS,34,1156,85,14,ideal,CBAA,50,50,0,50,50,0,42.48,35,31.819798739727,33.4369132556626,51.5230867443374,all six named algorithms completed with finite maximum-agent steps,5,39.74,6.89481630598891,0,0
CLIPS,34,1156,85,14,ideal,ACBBA,50,50,0,50,50,0,39.74,32,28.7166381410229,31.5788217399126,47.9011782600874,all six named algorithms completed with finite maximum-agent steps,1,39.74,0,1,1
CLIPS,34,1156,85,14,ideal,PI,50,50,0,50,50,0,40.7,34,30.2663347699744,32.0984028309922,49.3015971690078,all six named algorithms completed with finite maximum-agent steps,4,39.74,2.41570206341218,0,0
CLIPS,34,1156,85,14,ideal,HIPC,50,50,0,50,50,0,40.12,33,30.0955213970994,31.5669474544399,48.6730525455601,all six named algorithms completed with finite maximum-agent steps,2,39.74,0.956215400100643,0,1
CLIPS,34,1156,85,14,ideal,DMCHBA,50,50,0,50,50,0,40.52,34,28.9350010491496,32.2967636880661,48.7432363119339,all six named algorithms completed with finite maximum-agent steps,3,39.74,1.9627579265224,0,0
CLIPS,34,1156,85,14,ideal,DGA,50,50,0,50,50,0,45.18,36,30.9902486308852,36.3726687880716,53.9873312119284,all six named algorithms completed with finite maximum-agent steps,6,39.74,13.6889783593357,0,0
CLIPS,34,1156,85,14,bernoulli_025,CBAA,50,41,9,41,41,9,44.1219512195122,36,36.5179374567836,32.595467902637,55.6484345363874,all six named algorithms completed with finite maximum-agent steps,4,32.1707317073171,37.1493555724033,0,0
CLIPS,34,1156,85,14,bernoulli_025,ACBBA,50,46,4,46,41,9,42.3414634146341,28,35.2920740082653,31.2019103455265,53.4810164837418,all six named algorithms completed with finite maximum-agent steps,3,32.1707317073171,31.614859742229,0,0
CLIPS,34,1156,85,14,bernoulli_025,PI,50,45,5,45,41,9,45.0975609756098,31,37.0498346002035,33.4031902045984,56.7919317466211,all six named algorithms completed with finite maximum-agent steps,6,32.1707317073171,40.1819560272934,0,0
CLIPS,34,1156,85,14,bernoulli_025,HIPC,50,43,7,43,41,9,44.3170731707317,28,36.5003007003985,32.7961567010662,55.8379896403972,all six named algorithms completed with finite maximum-agent steps,5,32.1707317073171,37.7558756633814,0,0
CLIPS,34,1156,85,14,bernoulli_025,DMCHBA,50,50,0,50,41,9,32.1707317073171,21,26.7300415628412,23.7336895414475,40.6077738731866,all six named algorithms completed with finite maximum-agent steps,1,32.1707317073171,0,1,1
CLIPS,34,1156,85,14,bernoulli_025,DGA,50,48,2,48,41,9,39.219512195122,28,33.6173409084671,28.6085701177464,49.8304542724975,all six named algorithms completed with finite maximum-agent steps,2,32.1707317073171,21.9105382865807,0,1
CLIPS,34,1156,140,9,ideal,CBAA,50,50,0,50,50,0,56.2,46.5,42.5944329025016,44.0947961074852,68.3052038925148,all six named algorithms completed with finite maximum-agent steps,3,54,4.07407407407408,0,0
CLIPS,34,1156,140,9,ideal,ACBBA,50,50,0,50,50,0,55.64,43,41.894795351583,43.733630899443,67.546369100557,all six named algorithms completed with finite maximum-agent steps,2,54,3.03703703703704,0,1
CLIPS,34,1156,140,9,ideal,PI,50,50,0,50,50,0,58.28,47.5,43.3297936806554,45.965808886679,70.594191113321,all six named algorithms completed with finite maximum-agent steps,5,54,7.92592592592593,0,0
CLIPS,34,1156,140,9,ideal,HIPC,50,50,0,50,50,0,54,46,39.3601891483758,42.8139580123145,65.1860419876855,all six named algorithms completed with finite maximum-agent steps,1,54,0,1,1
CLIPS,34,1156,140,9,ideal,DMCHBA,50,50,0,50,50,0,56.68,47,38.4646352285487,45.7484716202562,67.6115283797438,all six named algorithms completed with finite maximum-agent steps,4,54,4.96296296296296,0,0
CLIPS,34,1156,140,9,ideal,DGA,50,50,0,50,50,0,66.46,51,46.9568668773671,53.1150060895207,79.8049939104793,all six named algorithms completed with finite maximum-agent steps,6,54,23.0740740740741,0,0
CLIPS,34,1156,140,9,bernoulli_025,CBAA,50,46,4,46,45,5,58.4444444444444,46,49.9847956680809,43.427349344428,73.4615395444609,all six named algorithms completed with finite maximum-agent steps,5,52.6222222222222,11.0641891891892,0,0
CLIPS,34,1156,140,9,bernoulli_025,ACBBA,50,48,2,48,45,5,52.6222222222222,43,41.0959458788427,40.2756332397289,64.9688112047156,all six named algorithms completed with finite maximum-agent steps,1,52.6222222222222,0,1,1
CLIPS,34,1156,140,9,bernoulli_025,PI,50,47,3,47,45,5,57.2888888888889,42,52.3205253580024,41.570062904257,73.0077148735208,all six named algorithms completed with finite maximum-agent steps,4,52.6222222222222,8.86824324324325,0,0
CLIPS,34,1156,140,9,bernoulli_025,HIPC,50,47,3,47,45,5,57.1111111111111,42,52.4834269175527,41.3433440799268,72.8788781422955,all six named algorithms completed with finite maximum-agent steps,3,52.6222222222222,8.53040540540542,0,0
CLIPS,34,1156,140,9,bernoulli_025,DMCHBA,50,50,0,50,45,5,53.9333333333333,46,42.6414224562327,41.1224317848423,66.7442348818243,all six named algorithms completed with finite maximum-agent steps,2,52.6222222222222,2.49155405405405,0,1
CLIPS,34,1156,140,9,bernoulli_025,DGA,50,50,0,50,45,5,66.4,43,61.0790843534392,48.049811585741,84.750188414259,all six named algorithms completed with finite maximum-agent steps,6,52.6222222222222,26.1824324324324,0,0
CLIPS,34,1156,220,6,ideal,CBAA,50,50,0,50,50,0,90.22,84.5,57.9818022120312,73.7417541353654,106.698245864635,all six named algorithms completed with finite maximum-agent steps,3,86.18,4.68786261313529,0,0
CLIPS,34,1156,220,6,ideal,ACBBA,50,50,0,50,50,0,86.18,78,58.691754453384,69.4999879408208,102.860012059179,all six named algorithms completed with finite maximum-agent steps,1,86.18,0,1,1
CLIPS,34,1156,220,6,ideal,PI,50,50,0,50,50,0,93.96,88,60.4344677974348,76.7847142884111,111.135285711589,all six named algorithms completed with finite maximum-agent steps,4,86.18,9.02761661638429,0,0
CLIPS,34,1156,220,6,ideal,HIPC,50,50,0,50,50,0,89.42,88.5,55.8679529181561,73.5425034576766,105.297496542323,all six named algorithms completed with finite maximum-agent steps,2,86.18,3.75957298677187,0,1
CLIPS,34,1156,220,6,ideal,DMCHBA,50,50,0,50,50,0,96.46,93.5,58.7694249259124,79.7579142367634,113.162085763237,all six named algorithms completed with finite maximum-agent steps,5,86.18,11.92852169877,0,0
CLIPS,34,1156,220,6,ideal,DGA,50,50,0,50,50,0,103.76,99.5,63.6372243779583,85.6745009393081,121.845499060692,all six named algorithms completed with finite maximum-agent steps,6,86.18,20.3991645393363,0,0
CLIPS,34,1156,220,6,bernoulli_025,CBAA,50,45,5,45,45,5,95.6888888888889,87,66.4584019663368,75.7225745490084,115.655203228769,all six named algorithms completed with finite maximum-agent steps,1,95.6888888888889,0,1,1
CLIPS,34,1156,220,6,bernoulli_025,ACBBA,50,49,1,49,45,5,96.6,89,65.7956201913443,76.832807349277,116.367192650723,all six named algorithms completed with finite maximum-agent steps,2,95.6888888888889,0.952159777055272,0,1
CLIPS,34,1156,220,6,bernoulli_025,PI,50,47,3,47,45,5,102.6,89,77.8370675893503,79.2151560555022,125.984843944498,all six named algorithms completed with finite maximum-agent steps,5,95.6888888888889,7.22248026010218,0,0
CLIPS,34,1156,220,6,bernoulli_025,HIPC,50,47,3,47,45,5,101.177777777778,94,73.7675368637824,79.0155562147758,123.33999934078,all six named algorithms completed with finite maximum-agent steps,4,95.6888888888889,5.73618207152811,0,0
CLIPS,34,1156,220,6,bernoulli_025,DMCHBA,50,50,0,50,45,5,100.044444444444,88,67.5603957263948,79.7470545270162,120.341834361873,all six named algorithms completed with finite maximum-agent steps,3,95.6888888888889,4.55178820250814,0,0
CLIPS,34,1156,220,6,bernoulli_025,DGA,50,50,0,50,45,5,111.688888888889,97,83.2285523074379,86.6842636156958,136.693514162082,all six named algorithms completed with finite maximum-agent steps,6,95.6888888888889,16.7208546214584,0,0
CV,14,196,50,4,ideal,CBAA,50,50,0,50,50,0,16.58,17,2.00091815659406,16.0113453517917,17.1486546482083,all six named algorithms completed with finite maximum-agent steps,3,15.38,7.80234070221065,0,0
CV,14,196,50,4,ideal,ACBBA,50,50,0,50,50,0,17.38,17,2.90594043227289,16.5541408668901,18.2058591331099,all six named algorithms completed with finite maximum-agent steps,4,15.38,13.0039011703511,0,0
CV,14,196,50,4,ideal,PI,50,50,0,50,50,0,23.92,24,4.86906100824798,22.5362281722391,25.3037718277609,all six named algorithms completed with finite maximum-agent steps,5,15.38,55.5266579973992,0,0
CV,14,196,50,4,ideal,HIPC,50,50,0,50,50,0,25.94,26,6.08916736374305,24.209477782637,27.670522217363,all six named algorithms completed with finite maximum-agent steps,6,15.38,68.6605981794538,0,0
CV,14,196,50,4,ideal,DMCHBA,50,50,0,50,50,0,15.96,16,2.06980231728855,15.3717686899288,16.5482313100712,all six named algorithms completed with finite maximum-agent steps,2,15.38,3.77113133940182,0,1
CV,14,196,50,4,ideal,DGA,50,50,0,50,50,0,15.38,15,2.75451392059933,14.5971758053465,16.1628241946535,all six named algorithms completed with finite maximum-agent steps,1,15.38,0,1,1
CV,14,196,50,4,bernoulli_025,CBAA,50,50,0,50,50,0,18.34,18,3.42028761172782,17.367965015856,19.312034984144,all six named algorithms completed with finite maximum-agent steps,3,16.64,10.2163461538461,0,0
CV,14,196,50,4,bernoulli_025,ACBBA,50,50,0,50,50,0,22.08,21,6.02322037397515,20.3682197097584,23.7917802902415,all six named algorithms completed with finite maximum-agent steps,4,16.64,32.6923076923077,0,0
CV,14,196,50,4,bernoulli_025,PI,50,50,0,50,50,0,27.82,28,6.36857719669033,26.0100703867188,29.6299296132812,all six named algorithms completed with finite maximum-agent steps,6,16.64,67.1875,0,0
CV,14,196,50,4,bernoulli_025,HIPC,50,50,0,50,50,0,24.3,23,5.88408437903399,22.627761722007,25.972238277993,all six named algorithms completed with finite maximum-agent steps,5,16.64,46.0336538461538,0,0
CV,14,196,50,4,bernoulli_025,DMCHBA,50,50,0,50,50,0,16.82,16,2.40484205429846,16.1365514502045,17.5034485497955,all six named algorithms completed with finite maximum-agent steps,2,16.64,1.08173076923077,0,1
CV,14,196,50,4,bernoulli_025,DGA,50,50,0,50,50,0,16.64,16,4.25589627002638,15.4304876627425,17.8495123372575,all six named algorithms completed with finite maximum-agent steps,1,16.64,0,1,1
CV,14,196,85,3,ideal,CBAA,50,50,0,50,50,0,19.26,19,2.64814143527578,18.5074065311867,20.0125934688133,all six named algorithms completed with finite maximum-agent steps,4,18.7,2.99465240641712,0,0
CV,14,196,85,3,ideal,ACBBA,50,50,0,50,50,0,18.84,18.5,2.62919247321768,18.0927917666185,19.5872082333815,all six named algorithms completed with finite maximum-agent steps,2,18.7,0.748663101604281,0,1
CV,14,196,85,3,ideal,PI,50,50,0,50,50,0,24.7,24,5.07595371555425,23.2574299153976,26.1425700846024,all six named algorithms completed with finite maximum-agent steps,5,18.7,32.0855614973262,0,0
CV,14,196,85,3,ideal,HIPC,50,50,0,50,50,0,27.12,27,6.12668968780142,25.3788140561287,28.8611859438713,all six named algorithms completed with finite maximum-agent steps,6,18.7,45.0267379679144,0,0
CV,14,196,85,3,ideal,DMCHBA,50,50,0,50,50,0,18.7,18,2.86605752110555,17.8854754648319,19.5145245351681,all six named algorithms completed with finite maximum-agent steps,1,18.7,0,1,1
CV,14,196,85,3,ideal,DGA,50,50,0,50,50,0,18.98,18,3.80917260285844,17.8974451242272,20.0625548757729,all six named algorithms completed with finite maximum-agent steps,3,18.7,1.49732620320856,0,0
CV,14,196,85,3,bernoulli_025,CBAA,50,50,0,50,50,0,21.46,21,4.15127224167361,20.2802214826097,22.6397785173903,all six named algorithms completed with finite maximum-agent steps,3,20,7.3,0,0
CV,14,196,85,3,bernoulli_025,ACBBA,50,50,0,50,50,0,23.86,22.5,7.00731396325239,21.8685434061724,25.8514565938276,all six named algorithms completed with finite maximum-agent steps,4,20,19.3,0,0
CV,14,196,85,3,bernoulli_025,PI,50,50,0,50,50,0,28.42,27,7.95930978445355,26.1579891873419,30.6820108126581,all six named algorithms completed with finite maximum-agent steps,6,20,42.1,0,0
CV,14,196,85,3,bernoulli_025,HIPC,50,50,0,50,50,0,26.04,25,5.83780780773057,24.3809133780546,27.6990866219454,all six named algorithms completed with finite maximum-agent steps,5,20,30.2,0,0
CV,14,196,85,3,bernoulli_025,DMCHBA,50,50,0,50,50,0,20,19.5,3.79042833183474,18.9227721871106,21.0772278128894,all six named algorithms completed with finite maximum-agent steps,1,20,0,1,1
CV,14,196,85,3,bernoulli_025,DGA,50,50,0,50,50,0,20.24,19,4.84687991371348,18.8625319695572,21.6174680304428,all six named algorithms completed with finite maximum-agent steps,2,20,1.19999999999999,0,1
CV,14,196,140,2,ideal,CBAA,50,50,0,50,50,0,26.6,26.5,3.75798469656169,25.5319925662361,27.6680074337639,all six named algorithms completed with finite maximum-agent steps,4,25.38,4.80693459416865,0,0
CV,14,196,140,2,ideal,ACBBA,50,50,0,50,50,0,25.9,26,3.50655363103817,24.9034484844318,26.8965515155682,all six named algorithms completed with finite maximum-agent steps,2,25.38,2.0488573680063,0,1
CV,14,196,140,2,ideal,PI,50,50,0,50,50,0,27.44,27,4.46830105137448,26.1701228917911,28.7098771082089,all six named algorithms completed with finite maximum-agent steps,5,25.38,8.11662726556344,0,0
CV,14,196,140,2,ideal,HIPC,50,50,0,50,50,0,30.02,29.5,6.60701544278689,28.1423069869482,31.8976930130518,all six named algorithms completed with finite maximum-agent steps,6,25.38,18.2821118991332,0,0
CV,14,196,140,2,ideal,DMCHBA,50,50,0,50,50,0,26.56,26,4.12142238177302,25.3887047189304,27.7312952810696,all six named algorithms completed with finite maximum-agent steps,3,25.38,4.64933018124507,0,0
CV,14,196,140,2,ideal,DGA,50,50,0,50,50,0,25.38,24,4.46706770460791,24.1104734050639,26.6495265949361,all six named algorithms completed with finite maximum-agent steps,1,25.38,0,1,1
CV,14,196,140,2,bernoulli_025,CBAA,50,50,0,50,50,0,27.98,28,4.43313129302804,26.7201180265217,29.2398819734783,all six named algorithms completed with finite maximum-agent steps,3,26.92,3.93759286775631,0,0
CV,14,196,140,2,bernoulli_025,ACBBA,50,50,0,50,50,0,28.72,28,4.41722047612454,27.4646398306541,29.9753601693459,all six named algorithms completed with finite maximum-agent steps,4,26.92,6.68647845468052,0,0
CV,14,196,140,2,bernoulli_025,PI,50,50,0,50,50,0,31.24,30,7.1530213396658,29.2071338279731,33.2728661720269,all six named algorithms completed with finite maximum-agent steps,6,26.92,16.0475482912333,0,0
CV,14,196,140,2,bernoulli_025,HIPC,50,50,0,50,50,0,30.76,29.5,6.86178414354846,28.8099025233131,32.7100974766869,all six named algorithms completed with finite maximum-agent steps,5,26.92,14.2644873699851,0,0
CV,14,196,140,2,bernoulli_025,DMCHBA,50,50,0,50,50,0,27.32,27,3.97666663815568,26.1898438460814,28.4501561539186,all six named algorithms completed with finite maximum-agent steps,2,26.92,1.48588410104011,0,1
CV,14,196,140,2,bernoulli_025,DGA,50,50,0,50,50,0,26.92,26,5.02581093060653,25.4916803372056,28.3483196627944,all six named algorithms completed with finite maximum-agent steps,1,26.92,0,1,1
CV,14,196,220,1,ideal,CBAA,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,ideal,ACBBA,50,50,0,50,50,0,48.18,49,7.65237058108166,46.0052203437686,50.3547796562314,all six named algorithms completed with finite maximum-agent steps,6,45.36,6.21693121693122,0,0
CV,14,196,220,1,ideal,PI,50,50,0,50,50,0,47.52,47.5,7.36577856560669,45.4266688933767,49.6133311066233,all six named algorithms completed with finite maximum-agent steps,5,45.36,4.76190476190477,0,0
CV,14,196,220,1,ideal,HIPC,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,ideal,DMCHBA,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,ideal,DGA,50,50,0,50,50,0,45.36,45,6.61402344435284,43.4803153349399,47.2396846650601,all six named algorithms completed with finite maximum-agent steps,1,45.36,0,1,1
CV,14,196,220,1,bernoulli_025,CBAA,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,bernoulli_025,ACBBA,50,50,0,50,50,0,48.18,49,7.65237058108166,46.0052203437686,50.3547796562314,all six named algorithms completed with finite maximum-agent steps,6,45.36,6.21693121693122,0,0
CV,14,196,220,1,bernoulli_025,PI,50,50,0,50,50,0,47.52,47.5,7.36577856560669,45.4266688933767,49.6133311066233,all six named algorithms completed with finite maximum-agent steps,5,45.36,4.76190476190477,0,0
CV,14,196,220,1,bernoulli_025,HIPC,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,bernoulli_025,DMCHBA,50,50,0,50,50,0,47.46,47,7.54364173408606,45.3161207401864,49.6038792598136,all six named algorithms completed with finite maximum-agent steps,3,45.36,4.62962962962963,0,0
CV,14,196,220,1,bernoulli_025,DGA,50,50,0,50,50,0,45.36,45,6.61402344435284,43.4803153349399,47.2396846650601,all six named algorithms completed with finite maximum-agent steps,1,45.36,0,1,1
CV,19,361,50,8,ideal,CBAA,50,50,0,50,50,0,18.36,18.5,1.48131215963608,17.9390157422238,18.7809842577762,all six named algorithms completed with finite maximum-agent steps,3,18.1,1.43646408839778,0,0
CV,19,361,50,8,ideal,ACBBA,50,50,0,50,50,0,21.56,21,3.18901174635142,20.653692889548,22.466307110452,all six named algorithms completed with finite maximum-agent steps,4,18.1,19.1160220994475,0,0
CV,19,361,50,8,ideal,PI,50,50,0,50,50,0,31.92,29.5,8.28285665007637,29.5660381855264,34.2739618144736,all six named algorithms completed with finite maximum-agent steps,5,18.1,76.353591160221,0,0
CV,19,361,50,8,ideal,HIPC,50,50,0,50,50,0,32.92,30,7.83982507093476,30.6919463672038,35.1480536327962,all six named algorithms completed with finite maximum-agent steps,6,18.1,81.878453038674,0,0
CV,19,361,50,8,ideal,DMCHBA,50,50,0,50,50,0,18.22,18.5,1.68171438279695,17.7420620605672,18.6979379394328,all six named algorithms completed with finite maximum-agent steps,2,18.1,0.66298342541435,0,1
CV,19,361,50,8,ideal,DGA,50,50,0,50,50,0,18.1,18,1.80983706561713,17.585649996992,18.614350003008,all six named algorithms completed with finite maximum-agent steps,1,18.1,0,1,1
CV,19,361,50,8,bernoulli_025,CBAA,50,50,0,50,50,0,18.88,19,1.91279259466469,18.3363903593808,19.4236096406192,all six named algorithms completed with finite maximum-agent steps,3,18.3,3.16939890710382,0,0
CV,19,361,50,8,bernoulli_025,ACBBA,50,50,0,50,50,0,25.72,25,5.23738523326599,24.231551585686,27.208448414314,all six named algorithms completed with finite maximum-agent steps,4,18.3,40.5464480874317,0,0
CV,19,361,50,8,bernoulli_025,PI,50,50,0,50,50,0,33.24,32,8.43839621090672,30.8418343314332,35.6381656685668,all six named algorithms completed with finite maximum-agent steps,6,18.3,81.6393442622951,0,0
CV,19,361,50,8,bernoulli_025,HIPC,50,50,0,50,50,0,31.94,30,7.42420201167803,29.830065133716,34.049934866284,all six named algorithms completed with finite maximum-agent steps,5,18.3,74.5355191256831,0,0
CV,19,361,50,8,bernoulli_025,DMCHBA,50,50,0,50,50,0,18.3,18.5,1.65677335782046,17.8291502214383,18.7708497785617,all six named algorithms completed with finite maximum-agent steps,1,18.3,0,1,1
CV,19,361,50,8,bernoulli_025,DGA,50,50,0,50,50,0,18.62,18,2.4651861708891,17.9194018420218,19.3205981579782,all six named algorithms completed with finite maximum-agent steps,2,18.3,1.74863387978142,0,1
CV,19,361,85,5,ideal,CBAA,50,50,0,50,50,0,20.86,21,2.39054259061641,20.1806153128182,21.5393846871818,all six named algorithms completed with finite maximum-agent steps,3,19.7,5.88832487309645,0,0
CV,19,361,85,5,ideal,ACBBA,50,50,0,50,50,0,22.58,22.5,3.429107101011,21.6054585447346,23.5545414552654,all six named algorithms completed with finite maximum-agent steps,4,19.7,14.6192893401015,0,0
CV,19,361,85,5,ideal,PI,50,50,0,50,50,0,31.36,30,6.77257374282782,29.4352558386754,33.2847441613246,all six named algorithms completed with finite maximum-agent steps,5,19.7,59.1878172588832,0,0
CV,19,361,85,5,ideal,HIPC,50,50,0,50,50,0,34.08,33,8.27299516375973,31.7288407889281,36.4311592110719,all six named algorithms completed with finite maximum-agent steps,6,19.7,72.994923857868,0,0
CV,19,361,85,5,ideal,DMCHBA,50,50,0,50,50,0,20.76,21,2.75947347831992,19.9757663146376,21.5442336853624,all six named algorithms completed with finite maximum-agent steps,2,19.7,5.38071065989849,0,1
CV,19,361,85,5,ideal,DGA,50,50,0,50,50,0,19.7,20,2.1969366427471,19.0756375144079,20.3243624855921,all six named algorithms completed with finite maximum-agent steps,1,19.7,0,1,1
