mission,scenario,comm_model,comm_label,degradation_pct,metric,algorithm,attempted_trial_n,six_way_paired_n,eligible_n,mean,median,sd,ci95_low,ci95_high,source_column,scope,ci_method
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,CBAA,500,386,386,5.14201847112462,5.45458283984735,1.41410419013541,5.00050321585918,5.28353372639006,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,ACBBA,500,386,386,13.4907025742443,14.3042460785967,5.0704261790658,12.9832840544206,13.9981210940681,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,PI,500,386,386,3.56321387883039,3.7296223199067,0.636819048124579,3.49948476270026,3.62694299496052,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,HIPC,500,386,386,4.48698656182018,4.69862250035966,1.06141833993901,4.38076603834835,4.59320708529201,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,DMCHBA,500,386,386,2.06855278051236,2.05555905511811,0.0471549508643975,2.06383378953903,2.0732717714857,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,rayleigh_style,rayleigh_style_sens_neg59_4,5,team_messages_per_step,DGA,500,386,386,3.25316150986508,3.22534013605442,0.524028789510729,3.20071978143279,3.30560323829738,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,CBAA,500,385,385,4.93508521843836,5.23125,1.29258495615326,4.80556194822914,5.06460848864757,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,ACBBA,500,385,385,13.2607662034256,14.1264367816092,4.72888353735053,12.7869091797303,13.734623227121,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,PI,500,385,385,3.55049923982323,3.68115942028985,0.607542402347091,3.4896205499018,3.61137792974466,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,HIPC,500,385,385,4.50306151251992,4.775,1.01429835337367,4.40142390713748,4.60469911790236,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,DMCHBA,500,385,385,2.07018675773645,2.05603448275862,0.0478789976749675,2.06538905037982,2.07498446509308,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_05_rho_0_8,5,team_messages_per_step,DGA,500,385,385,3.10182507192898,3.06571428571429,0.463593620179288,3.05537074685896,3.14827939699899,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,CBAA,500,385,385,4.78499936670508,5.125,1.20441287396439,4.6643113659858,4.90568736742435,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,ACBBA,500,385,385,12.6285970863939,13.3413173652695,4.65324846933679,12.1623190626746,13.0948751101133,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,PI,500,385,385,3.54047458177573,3.67578125,0.608348514030298,3.47951511556113,3.60143404799033,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,HIPC,500,385,385,4.46693810845114,4.71176470588235,0.985577594873724,4.368178462112,4.56569775479027,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,DMCHBA,500,385,385,2.06909309559146,2.05523255813953,0.0466748743930867,2.06441604721703,2.0737701439659,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_10_rho_0_8,10,team_messages_per_step,DGA,500,385,385,3.01807813788944,2.94385964912281,0.411915224819952,2.97680223821749,3.05935403756138,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,CBAA,500,384,384,4.51992735515876,4.85835825855766,1.09024214283648,4.41053675450472,4.62931795581281,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,ACBBA,500,384,384,12.0819395924976,13.0790601056119,4.18496980415323,11.6620362126811,12.501842972314,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,PI,500,384,384,3.53809357274297,3.70908207867897,0.624783992750539,3.4754052087909,3.60078193669503,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,HIPC,500,384,384,4.47710221783526,4.71849887495982,1.04864635955412,4.37188517417296,4.58231926149756,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,DMCHBA,500,384,384,2.06801152530299,2.05454545454545,0.044993201821075,2.06349708472216,2.07252596588383,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_20_rho_0_8,20,team_messages_per_step,DGA,500,384,384,2.97211632951808,2.85133831685556,0.494469788395814,2.9225031793447,3.02172947969147,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,CBAA,500,385,385,4.32291787220349,4.556,0.99230813077563,4.22348379358343,4.42235195082356,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,ACBBA,500,385,385,11.2427886716771,11.9966555183946,4.07466417224929,10.8344875955415,11.6510897478127,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,PI,500,385,385,3.49449770875922,3.672760511883,0.602941598649413,3.43408004164149,3.55491537587694,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,HIPC,500,385,385,4.44340399754909,4.7037037037037,1.0770928561795,4.33547407898766,4.55133391611052,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,DMCHBA,500,385,385,2.0680094568012,2.05394190871369,0.0463222802297567,2.06336774006889,2.07265117353351,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_30_rho_0_8,30,team_messages_per_step,DGA,500,385,385,2.92456933941611,2.81216931216931,0.489287700439765,2.87554034311501,2.97359833571722,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,CBAA,500,384,384,4.05019594294373,4.23529411764706,0.932268809173774,3.95665576411591,4.14373612177155,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,ACBBA,500,384,384,10.6268233209824,11.4555102733911,4.07257652398163,10.2181970400272,11.0354496019376,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,PI,500,384,384,3.45453974782256,3.56526970954357,0.655860134621037,3.38873332624673,3.52034616939839,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,HIPC,500,384,384,4.51225335386806,4.76778071139245,1.27736716266785,4.38408736606608,4.64041934167005,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,DMCHBA,500,384,384,2.06463539146863,2.05150848999394,0.0468470255066978,2.05993494552393,2.06933583741332,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_40_rho_0_8,40,team_messages_per_step,DGA,500,384,384,2.88477016309289,2.76561740398639,0.479806917359366,2.83662822762216,2.93291209856362,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,CBAA,500,386,386,3.80885807328017,4.01244079013028,0.936668595529384,3.71512177271609,3.90259437384426,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,ACBBA,500,386,386,9.68744369430184,10.2567546015723,3.98279683346825,9.28886874169903,10.0860186469047,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,PI,500,386,386,3.40496345217963,3.52734221629117,0.667363368407563,3.33817763958264,3.47174926477662,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,HIPC,500,386,386,4.32710783454374,4.50098047198361,1.30144079045952,4.1968672716775,4.45734839740997,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,DMCHBA,500,386,386,2.06036330220077,2.04716981132075,0.0456463759338839,2.05579528056044,2.06493132384111,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_50_rho_0_8,50,team_messages_per_step,DGA,500,386,386,2.79149655634912,2.71073893514461,0.428630793136003,2.74860169999524,2.83439141270299,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,CBAA,500,385,385,3.49083952632875,3.55555555555556,0.866062357024929,3.40405588541372,3.57762316724378,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,ACBBA,500,385,385,8.54307723103568,8.7565011820331,3.59242295528675,8.18309905944366,8.90305540262769,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,PI,500,385,385,3.33968009137614,3.45360824742268,0.74700113665275,3.26482696113609,3.41453322161619,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,HIPC,500,385,385,4.34728750266788,4.42372881355932,1.58377594914505,4.18858548526048,4.50598952007528,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,DMCHBA,500,385,385,2.05362385091443,2.04307692307692,0.0380822728181828,2.04980782281591,2.05743987901296,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_60_rho_0_8,60,team_messages_per_step,DGA,500,385,385,2.70998699391875,2.6394779771615,0.384531020968781,2.67145512404384,2.74851886379367,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,CBAA,500,385,385,3.12404302009606,3.08100558659218,0.731037240058441,3.05078954957845,3.19729649061368,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,ACBBA,500,385,385,7.23722363296618,7.29245283018868,3.39059373123574,6.8974697267104,7.57697753922196,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,PI,500,385,385,3.25808535259092,3.27963525835866,0.776810582476858,3.18024517156718,3.33592553361466,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,HIPC,500,385,385,4.07923508349671,3.97112860892388,1.58878656820915,3.92003097780191,4.23843918919151,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,DMCHBA,500,385,385,2.04953804953128,2.03764320785597,0.0396194600513606,2.04556798783023,2.05350811123233,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,gilbert_elliott,gilbert_elliott_drop_0_70_rho_0_8,70,team_messages_per_step,DGA,500,385,385,2.61348354514737,2.59539473684211,0.319388129201994,2.58147930839425,2.64548778190048,messages_sent_total / total_team_steps (publications per team step),six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,CBAA,500,385,385,0.0337170885457956,0.0268240343347638,0.0271235608699898,0.030999176437291,0.0364350006543002,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,ACBBA,500,385,385,0.027791744796338,0.0238095238095237,0.0189846663950045,0.0258893893158674,0.0296941002768086,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,PI,500,385,385,0.0295889833662164,0.025609756097561,0.0214944668630703,0.0274351337285154,0.0317428330039175,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,HIPC,500,385,385,0.0306478328544281,0.0238095238095237,0.0233553689261552,0.0283075118210928,0.0329881538877635,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,DMCHBA,500,385,385,0.0274939660527814,0.0234375,0.0187237813711213,0.0256177525146885,0.0293701795908744,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,ideal,ideal_1_0,0,unique_cell_contribution_gini,DGA,500,385,385,0.0409378091379038,0.032392026578073,0.031486456557389,0.0377827137600725,0.0440929045157351,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,CBAA,500,385,385,0.0468793751302638,0.0406249999999999,0.0324366540841486,0.0436290653601988,0.0501296849003289,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,ACBBA,500,385,385,0.0376326448382627,0.0324074074074074,0.0260127825512554,0.035026038094744,0.0402392515817813,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,PI,500,385,385,0.0411397018122743,0.0347222222222223,0.0296231499443034,0.0381713187776282,0.0441080848469205,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,HIPC,500,385,385,0.0439893286668551,0.03698224852071,0.031406472218193,0.0408422481070277,0.0471364092266825,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,DMCHBA,500,385,385,0.0327613292095286,0.0262237762237762,0.0246491576682565,0.0302913642808043,0.0352312941382528,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_05,5,unique_cell_contribution_gini,DGA,500,385,385,0.0431098744389829,0.0363247863247864,0.0312336843667008,0.0399801080583676,0.0462396408195982,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,CBAA,500,385,385,0.0551534826240614,0.048780487804878,0.0388382834360118,0.0512616986016669,0.0590452666464558,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,ACBBA,500,385,385,0.0444071748412173,0.0400943396226414,0.0292477621034666,0.0414764074855333,0.0473379421969013,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,PI,500,385,385,0.0503908221604583,0.046195652173913,0.0325472941669062,0.0471294257184752,0.0536522186024413,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,HIPC,500,385,385,0.0491821795063443,0.0437853107344632,0.0329591945663781,0.045879508650261,0.0524848503624277,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,DMCHBA,500,385,385,0.0381343799918102,0.0307017543859648,0.0285067985727405,0.0352778607690234,0.0409908992145969,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_1,10,unique_cell_contribution_gini,DGA,500,385,385,0.0472887117301988,0.0412621359223301,0.033297813395846,0.0439521096280969,0.0506253138323007,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,CBAA,500,385,385,0.0612562882704116,0.0569620253164557,0.0413045979326121,0.0571173675956498,0.0653952089451734,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,ACBBA,500,385,385,0.0558195696974739,0.0529556650246305,0.0360621973139052,0.0522059629439746,0.0594331764509732,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,PI,500,385,385,0.0565129305220058,0.0485074626865671,0.039089516236274,0.0525959717567684,0.0604298892872431,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,HIPC,500,385,385,0.0577136146983868,0.0547752808988764,0.0379579980908702,0.0539100395291723,0.0615171898676013,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,DMCHBA,500,385,385,0.0445850049663774,0.0365168539325841,0.0325957967449834,0.0413187483312626,0.0478512616014922,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_2,20,unique_cell_contribution_gini,DGA,500,385,385,0.0489465226847183,0.0428571428571429,0.03364332948955,0.0455752981973307,0.0523177471721059,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,CBAA,500,386,386,0.0675180307390227,0.0613177618273387,0.0422835702119451,0.0632865389763791,0.0717495225016662,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,ACBBA,500,386,386,0.0629823331362729,0.0559017027863776,0.0418168599172251,0.0587975470032097,0.0671671192693362,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
Clue-Informed Probabilistic Search (CLIPS),CLIPS,bernoulli,bernoulli_drop_0_3,30,unique_cell_contribution_gini,PI,500,386,386,0.0652439836965632,0.0610912101652528,0.0419525952085497,0.0610456139714744,0.069442353421652,workload_gini_unique_cells_contributed,six-way paired and conditional on mission completion,two-sided 95% Student-t interval for the mean
