trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,59.148064066343714,59.148064066343714,3,3,3,115,34,103,16,10,3,3,331,0,634,1803,96,124,510,243,391,0.06286836935166994,63.4,39.1,acbba_entry:391;collision_intent:124;state:119,0.10000000000000009,0.14320388349514568,known_visit_core_500,10,4,8
205,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,66.65478697051016,66.65478697051016,0,0,0,93,38,96,1,11,1,1,415,0,589,1678,87,97,492,194,395,0.059023066485753055,58.9,39.5,acbba_entry:395;collision_intent:97;state:97,0.3500000000000001,0.15104166666666674,known_visit_core_500,10,4,8
206,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,51.352423139906605,51.352423139906605,2,2,2,82,26,74,12,10,0,0,311,0,505,1443,70,90,415,176,329,0.05631536604987932,50.5,32.9,acbba_entry:329;collision_intent:90;state:86,0.10000000000000009,0.08108108108108114,known_visit_core_500,10,4,8
207,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,31.678133333812507,31.678133333812507,0,0,0,63,19,67,0,2,0,0,180,0,387,1105,53,65,322,132,255,0.055036344755970926,38.7,25.5,acbba_entry:255;collision_intent:65;state:67,0.1499999999999999,0.10820895522388052,known_visit_core_500,10,4,8
208,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.676548552782414,45.676548552782414,1,1,1,81,27,78,7,16,0,0,266,0,618,1771,77,86,532,171,447,0.048427672955974846,61.8,44.7,acbba_entry:447;collision_intent:86;state:85,0.10000000000000009,0.1858974358974359,known_visit_core_500,10,4,8
209,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,28.56419128813787,28.56419128813787,1,1,1,44,17,47,1,5,4,2,175,0,316,900,45,49,267,97,219,0.05639097744360902,31.6,21.9,acbba_entry:219;collision_intent:49;state:48,0.1499999999999999,0.22872340425531923,known_visit_core_500,10,4,8
210,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,35.95289517219695,35.95289517219695,1,1,1,72,21,69,7,7,0,0,201,0,441,1259,61,77,364,153,288,0.05601469237832874,44.1,28.8,acbba_entry:288;collision_intent:77;state:76,0.30000000000000004,0.1847826086956521,known_visit_core_500,10,4,8
211,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.22860399166271,57.22860399166271,1,1,1,68,32,68,4,5,0,0,372,0,449,1278,66,73,376,145,304,0.058666666666666666,44.9,30.4,acbba_entry:304;collision_intent:73;state:72,0.25,0.2647058823529411,known_visit_core_500,10,4,8
212,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.32347067608306,45.32347067608306,0,0,0,83,26,84,3,6,3,3,263,0,472,1350,61,91,381,178,294,0.05360281195079086,47.2,29.4,acbba_entry:294;collision_intent:91;state:87,0.30000000000000004,0.14880952380952372,known_visit_core_500,10,4,8
213,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,85.21736571771166,85.21736571771166,1,1,1,72,49,74,2,2,0,0,594,0,319,927,27,76,243,152,167,0.0371900826446281,31.9,16.7,acbba_entry:167;collision_intent:76;state:76,0.6499999999999999,0.5067567567567568,known_visit_core_500,10,4,8
214,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.04911344182683,42.04911344182683,0,0,0,61,24,65,0,3,0,0,262,0,342,985,38,66,276,131,211,0.04606060606060606,34.2,21.1,acbba_entry:211;collision_intent:66;state:65,0.25,0.273076923076923,known_visit_core_500,10,4,8
215,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.05960066734507,47.05960066734507,0,0,0,81,26,83,2,11,0,0,279,0,494,1403,76,85,409,170,324,0.06209150326797386,49.4,32.4,acbba_entry:324;collision_intent:85;state:85,0.25,0.1355421686746987,known_visit_core_500,10,4,8
216,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.26754609010752,50.26754609010752,1,1,1,78,29,81,1,13,5,1,301,0,601,1716,84,87,514,169,432,0.05458089668615984,60.1,43.2,acbba_entry:432;collision_intent:87;state:82,0.1499999999999999,0.1635802469135803,known_visit_core_500,10,4,8
217,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,68.81639163946019,68.81639163946019,0,0,0,61,40,65,0,2,0,0,472,0,297,860,28,65,232,130,167,0.04040404040404041,29.7,16.7,acbba_entry:167;collision_intent:65;state:65,0.6000000000000001,0.4653846153846153,known_visit_core_500,10,4,8
218,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.55381756850964,46.55381756850964,1,1,1,76,27,79,1,5,3,1,272,0,479,1364,70,85,394,165,314,0.05937234944868533,47.9,31.4,acbba_entry:314;collision_intent:85;state:80,0.3999999999999999,0.15506329113924044,known_visit_core_500,10,4,8
219,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.112140282305475,62.112140282305475,0,0,0,66,36,70,0,10,0,0,418,0,441,1267,53,71,370,141,300,0.04787714543812105,44.1,30.0,acbba_entry:300;collision_intent:71;state:70,0.30000000000000004,0.30714285714285716,known_visit_core_500,10,4,8
220,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,43.29636588862603,43.29636588862603,0,0,0,74,25,75,3,7,0,0,255,0,445,1282,50,83,362,161,284,0.046168051708217916,44.5,28.4,acbba_entry:284;collision_intent:83;state:78,0.25,0.13666666666666671,known_visit_core_500,10,4,8
221,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.19923813018154,65.19923813018154,4,4,4,103,31,99,8,6,1,1,393,0,514,1480,59,114,400,221,293,0.04928989139515455,51.4,29.3,acbba_entry:293;collision_intent:114;state:107,0.30000000000000004,0.13888888888888884,known_visit_core_500,10,4,8
222,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,42.2997937847681,42.2997937847681,1,1,1,80,25,81,3,7,0,0,239,0,506,1456,59,86,420,170,336,0.046937151949085126,50.6,33.6,acbba_entry:336;collision_intent:86;state:84,0.1499999999999999,0.08333333333333326,known_visit_core_500,10,4,8
223,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,58.878318657739975,58.878318657739975,1,1,1,83,34,86,1,7,0,0,362,0,580,1670,67,91,489,178,402,0.045765027322404374,58.0,40.2,acbba_entry:402;collision_intent:91;state:87,0.3500000000000001,0.20930232558139528,known_visit_core_500,10,4,8
224,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.12164865293312,65.12164865293312,2,2,2,84,38,85,3,2,0,0,415,0,473,1364,52,90,383,178,295,0.04537521815008726,47.3,29.5,acbba_entry:295;collision_intent:90;state:88,0.5,0.361764705882353,known_visit_core_500,10,4,8
225,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.096537856213274,48.096537856213274,1,1,1,74,29,76,2,5,0,0,291,0,419,1200,54,79,340,157,262,0.05309734513274336,41.9,26.2,acbba_entry:262;collision_intent:79;state:78,0.30000000000000004,0.21052631578947367,known_visit_core_500,10,4,8
226,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,63.81676908800988,63.81676908800988,0,0,0,57,37,61,0,0,0,0,442,0,286,824,31,60,226,121,165,0.045925925925925926,28.6,16.5,acbba_entry:165;collision_intent:60;state:61,0.44999999999999996,0.41393442622950816,known_visit_core_500,10,4,8
227,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,31.32629035494904,31.32629035494904,0,0,0,66,19,70,0,7,0,0,171,0,413,1179,57,72,341,142,271,0.05588235294117647,41.3,27.1,acbba_entry:271;collision_intent:72;state:70,0.25,0.0714285714285714,known_visit_core_500,10,4,8
228,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.31555330453457,61.31555330453457,2,2,2,113,35,113,4,6,1,1,351,0,551,1603,47,120,431,237,314,0.03643410852713178,55.1,31.4,acbba_entry:314;collision_intent:120;state:117,0.25,0.07743362831858414,known_visit_core_500,10,4,8
229,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.477196105447184,49.477196105447184,0,0,0,77,29,79,2,6,0,0,297,0,485,1395,57,85,400,166,319,0.047619047619047616,48.5,31.9,acbba_entry:319;collision_intent:85;state:81,0.25,0.22468354430379756,known_visit_core_500,10,4,8
230,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,64.35775424689733,64.35775424689733,3,3,3,107,37,104,7,15,2,2,379,0,679,1938,96,118,561,229,450,0.05714285714285714,67.9,45.0,acbba_entry:450;collision_intent:118;state:111,0.25,0.0625,known_visit_core_500,10,4,8
231,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.3855536368813,65.3855536368813,1,1,1,59,38,61,2,2,0,0,451,0,359,1027,48,62,297,125,234,0.05399325084364454,35.9,23.4,acbba_entry:234;collision_intent:62;state:63,0.55,0.44672131147540983,known_visit_core_500,10,4,8
232,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,37.915836720858486,37.915836720858486,0,0,0,77,23,81,0,7,0,0,207,0,472,1337,78,81,391,162,310,0.06655290102389079,47.2,31.0,acbba_entry:310;collision_intent:81;state:81,0.25,0.08950617283950613,known_visit_core_500,10,4,8
233,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.531009730894766,61.531009730894766,0,0,0,70,25,74,0,3,0,0,403,0,323,923,43,75,248,149,174,0.058029689608636977,32.3,17.4,acbba_entry:174;collision_intent:75;state:74,0.44999999999999996,0.22972972972972983,known_visit_core_500,10,4,8
234,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.07589508516499,44.07589508516499,0,0,0,65,26,69,0,5,0,0,277,0,365,1055,37,71,294,140,225,0.04209328782707622,36.5,22.5,acbba_entry:225;collision_intent:71;state:69,0.25,0.2282608695652173,known_visit_core_500,10,4,8
235,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,47.95206168112309,47.95206168112309,0,0,0,62,28,66,0,2,0,0,307,0,370,1057,50,66,304,132,238,0.05500550055005501,37.0,23.8,acbba_entry:238;collision_intent:66;state:66,0.3999999999999999,0.25,known_visit_core_500,10,4,8
236,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.851348758409834,44.851348758409834,3,3,3,92,26,89,7,4,0,0,242,0,478,1374,57,95,383,191,287,0.049738219895287955,47.8,28.7,acbba_entry:287;collision_intent:95;state:96,0.25,0.1095505617977528,known_visit_core_500,10,4,8
237,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,65.81465648931986,65.81465648931986,4,4,4,98,27,95,7,11,0,0,402,0,554,1595,64,109,445,211,343,0.04804804804804805,55.4,34.3,acbba_entry:343;collision_intent:109;state:102,0.25,0.03947368421052633,known_visit_core_500,10,4,8
238,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.371650128156276,46.371650128156276,3,3,3,96,27,93,7,8,0,0,246,0,622,1782,81,102,520,202,420,0.05202312138728324,62.2,42.0,acbba_entry:420;collision_intent:102;state:100,0.30000000000000004,0.09408602150537626,known_visit_core_500,10,4,8
239,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,41.174139187713145,41.174139187713145,0,0,0,68,24,71,1,5,0,0,246,0,394,1123,53,74,320,146,248,0.055381400208986416,39.4,24.8,acbba_entry:248;collision_intent:74;state:72,0.25,0.1443661971830985,known_visit_core_500,10,4,8
240,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.645657670170316,57.645657670170316,0,0,0,75,34,77,2,3,14,1,347,0,384,1092,57,80,304,159,225,0.0627062706270627,38.4,22.5,acbba_entry:225;collision_intent:80;state:79,0.3999999999999999,0.3084415584415585,known_visit_core_500,10,4,8
241,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,77.56886699719244,77.56886699719244,2,2,2,83,45,83,4,2,3,3,520,0,486,1394,62,93,393,180,306,0.052676295666949875,48.6,30.6,acbba_entry:306;collision_intent:93;state:87,0.44999999999999996,0.3704819277108433,known_visit_core_500,10,4,8
242,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,48.970548452373116,48.970548452373116,1,1,1,81,29,82,3,1,3,2,293,0,455,1303,59,88,367,173,282,0.05373406193078324,45.5,28.2,acbba_entry:282;collision_intent:88;state:85,0.5,0.18292682926829262,known_visit_core_500,10,4,8
243,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.19827342585858,38.19827342585858,0,0,0,62,23,66,0,10,0,0,227,0,527,1517,61,67,460,133,394,0.04429920116194626,52.7,39.4,acbba_entry:394;collision_intent:67;state:66,0.44999999999999996,0.20454545454545459,known_visit_core_500,10,4,8
244,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,71.40060081436776,71.40060081436776,1,1,1,82,33,84,2,2,0,0,469,0,400,1156,41,89,311,175,225,0.04408602150537634,40.0,22.5,acbba_entry:225;collision_intent:89;state:86,0.3500000000000001,0.20833333333333326,known_visit_core_500,10,4,8
245,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,36.738614246449195,36.738614246449195,0,0,0,71,22,75,0,6,0,0,207,0,460,1315,62,78,382,153,307,0.0542432195975503,46.0,30.7,acbba_entry:307;collision_intent:78;state:75,0.25,0.06333333333333324,known_visit_core_500,10,4,8
246,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.181570097721156,50.181570097721156,3,3,3,92,28,89,7,8,0,0,290,0,544,1553,76,98,446,194,350,0.05692883895131086,54.4,35.0,acbba_entry:350;collision_intent:98;state:96,0.30000000000000004,0.1095505617977528,known_visit_core_500,10,4,8
247,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.18839688157784,45.18839688157784,0,0,0,81,27,83,2,19,3,2,254,0,680,1947,90,92,588,177,503,0.05110732538330494,68.0,50.3,acbba_entry:503;collision_intent:92;state:85,0.25,0.08132530120481918,known_visit_core_500,10,4,8
248,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,92.02780689973338,92.02780689973338,0,0,0,65,53,69,0,0,0,0,653,0,355,1017,45,68,287,137,218,0.05244755244755245,35.5,21.8,acbba_entry:218;collision_intent:68;state:69,0.6000000000000001,0.568840579710145,known_visit_core_500,10,4,8
249,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,50.170790488383155,50.170790488383155,2,2,2,64,30,66,2,2,0,0,322,0,414,1193,46,71,343,139,275,0.04483430799220273,41.4,27.5,acbba_entry:275;collision_intent:71;state:68,0.3999999999999999,0.2727272727272727,known_visit_core_500,10,4,8
250,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,46.803706131219776,46.803706131219776,0,0,0,95,28,96,3,17,2,2,261,0,648,1853,88,103,545,202,446,0.05392156862745098,64.8,44.6,acbba_entry:446;collision_intent:103;state:99,0.1499999999999999,0.08854166666666674,known_visit_core_500,10,4,8
251,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.53637172864214,38.53637172864214,0,0,0,65,23,69,0,1,0,0,227,0,343,987,39,67,276,136,207,0.04727272727272727,34.3,20.7,acbba_entry:207;collision_intent:67;state:69,0.30000000000000004,0.2282608695652173,known_visit_core_500,10,4,8
252,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,51.8806073984256,51.8806073984256,1,1,1,65,30,67,2,10,0,0,334,0,429,1221,63,69,360,138,291,0.0584958217270195,42.9,29.1,acbba_entry:291;collision_intent:69;state:69,0.3999999999999999,0.2276119402985075,known_visit_core_500,10,4,8
253,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,69.72366833460825,69.72366833460825,0,0,0,54,41,58,0,2,0,0,493,0,375,1077,45,58,317,116,259,0.04746835443037975,37.5,25.9,acbba_entry:259;collision_intent:58;state:58,0.44999999999999996,0.5,known_visit_core_500,10,4,8
254,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.24563148927005,44.24563148927005,0,0,0,64,26,68,0,9,0,0,277,0,474,1358,61,72,402,140,334,0.05070656691604322,47.4,33.4,acbba_entry:334;collision_intent:72;state:68,0.10000000000000009,0.22058823529411775,known_visit_core_500,10,4,8
255,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,77.87324805171743,77.87324805171743,2,2,2,113,45,110,7,5,0,0,479,0,572,1634,80,122,450,239,333,0.05934718100890208,57.2,33.3,acbba_entry:333;collision_intent:122;state:117,0.25,0.1863636363636363,known_visit_core_500,10,4,8
256,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.158407017763814,39.158407017763814,0,0,0,59,18,63,0,4,0,0,240,0,328,934,47,64,264,127,201,0.059569074778200254,32.8,20.1,acbba_entry:201;collision_intent:64;state:63,0.10000000000000009,0.13095238095238093,known_visit_core_500,10,4,8
257,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,57.69531131074743,57.69531131074743,0,0,0,71,23,75,0,2,0,0,369,0,348,996,45,76,272,151,197,0.055350553505535055,34.8,19.7,acbba_entry:197;collision_intent:76;state:75,0.25,0.15666666666666673,known_visit_core_500,10,4,8
258,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.82104260669749,62.82104260669749,2,2,2,94,34,95,3,6,21,2,361,0,481,1384,56,105,376,203,278,0.049777777777777775,48.1,27.8,acbba_entry:278;collision_intent:105;state:98,0.1499999999999999,0.13947368421052642,known_visit_core_500,10,4,8
259,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,53.27186281257884,53.27186281257884,2,2,2,85,30,73,16,16,1,1,322,0,628,1794,87,93,535,182,446,0.054307116104868915,62.8,44.6,acbba_entry:446;collision_intent:93;state:89,0.25,0.20205479452054798,known_visit_core_500,10,4,8
260,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.14670799803894,39.14670799803894,0,0,0,66,23,70,0,1,0,0,230,0,390,1121,46,69,321,139,251,0.04791666666666667,39.0,25.1,acbba_entry:251;collision_intent:69;state:70,0.1499999999999999,0.1428571428571428,known_visit_core_500,10,4,8
261,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.80559341432085,44.80559341432085,2,2,2,85,25,81,8,6,0,0,251,0,477,1367,61,90,387,179,298,0.05267702936096719,47.7,29.8,acbba_entry:298;collision_intent:90;state:89,0.44999999999999996,0.13271604938271597,known_visit_core_500,10,4,8
262,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,61.345785475161264,61.345785475161264,0,0,0,60,36,64,0,1,0,0,416,0,324,929,41,63,261,127,197,0.052496798975672214,32.4,19.7,acbba_entry:197;collision_intent:63;state:64,0.3999999999999999,0.390625,known_visit_core_500,10,4,8
263,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.79446594109356,38.79446594109356,0,0,0,54,23,58,0,2,0,0,244,0,320,922,35,57,263,115,205,0.044529262086514,32.0,20.5,acbba_entry:205;collision_intent:57;state:58,0.25,0.27586206896551735,known_visit_core_500,10,4,8
264,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,30.83913392581353,30.83913392581353,1,1,1,64,17,65,3,4,0,0,171,0,389,1115,46,70,319,138,251,0.048370136698212406,38.9,25.1,acbba_entry:251;collision_intent:70;state:68,0.25,0.034615384615384714,known_visit_core_500,10,4,8
265,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.01828734209468,44.01828734209468,1,1,1,77,26,73,8,2,0,0,255,0,362,1043,40,81,281,162,200,0.047619047619047616,36.2,20.0,acbba_entry:200;collision_intent:81;state:81,0.5,0.26369863013698636,known_visit_core_500,10,4,8
266,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,49.409518409811355,49.409518409811355,0,0,0,92,27,96,0,6,2,2,280,0,465,1341,51,99,366,195,270,0.04657534246575343,46.5,27.0,acbba_entry:270;collision_intent:99;state:96,0.25,0.08854166666666674,known_visit_core_500,10,4,8
267,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,38.96256150869171,38.96256150869171,0,0,0,66,23,68,2,6,0,0,231,0,370,1075,32,72,298,142,228,0.03591470258136925,37.0,22.8,acbba_entry:228;collision_intent:72;state:70,0.30000000000000004,0.17647058823529416,known_visit_core_500,10,4,8
268,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,39.56508132741102,39.56508132741102,1,1,1,75,23,77,2,7,2,1,224,0,566,1617,78,82,484,161,405,0.053830227743271224,56.6,40.5,acbba_entry:405;collision_intent:82;state:79,0.3999999999999999,0.10064935064935066,known_visit_core_500,10,4,8
269,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,62.71419815902555,62.71419815902555,4,4,4,104,35,92,16,14,1,1,374,0,836,2395,110,115,721,223,613,0.05092592592592592,83.6,61.3,acbba_entry:613;collision_intent:115;state:108,0.30000000000000004,0.20108695652173902,known_visit_core_500,10,4,8
270,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,40.740338962522,40.740338962522,0,0,0,58,24,62,0,5,0,0,257,0,326,930,45,63,263,125,201,0.05725190839694656,32.6,20.1,acbba_entry:201;collision_intent:63;state:62,0.25,0.24193548387096775,known_visit_core_500,10,4,8
271,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,45.61005036792906,45.61005036792906,1,1,1,88,27,89,3,5,0,0,253,0,471,1351,59,97,374,189,282,0.05272564789991063,47.1,28.2,acbba_entry:282;collision_intent:97;state:92,0.3999999999999999,0.0814606741573034,known_visit_core_500,10,4,8
272,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,74.03370676168669,74.03370676168669,0,0,0,76,43,80,0,5,39,1,434,0,420,1214,44,80,340,160,260,0.043222003929273084,42.0,26.0,acbba_entry:260;collision_intent:80;state:80,0.5,0.3687499999999999,known_visit_core_500,10,4,8
273,known_visit,ACBBA,bernoulli,0.05,19,361,4,10,acbba_bernoulli_drop_0_05,known_visit_g19_t10_n500.csv,10,True,44.28786389210697,44.28786389210697,1,1,1,78,25,81,1,8,0,0,255,0,520,1488,69,84,436,166,354,0.052873563218390804,52.0,35.4,acbba_entry:354;collision_intent:84;state:82,0.3999999999999999,0.1265432098765431,known_visit_core_500,10,4,8
