trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.961299855234195,36.961299855234195,1,1,1,82,22,78,8,9,0,0,192,0,388,899,264,85,303,171,217,0.2907488986784141,38.8,21.7,collision_intent:85;dga_entry:217;state:86,0.1499999999999999,0.07692307692307687,known_visit_core_500,10,4,8
69,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.25571858437705,30.25571858437705,1,1,1,56,18,59,1,1,2,1,175,0,257,595,169,62,195,122,135,0.29238754325259514,25.7,13.5,collision_intent:62;dga_entry:135;state:60,0.3500000000000001,0.13983050847457634,known_visit_core_500,10,4,8
70,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.12398468996486,48.12398468996486,1,1,1,76,28,78,2,1,0,0,292,0,265,623,170,80,185,160,105,0.3074141048824593,26.5,10.5,collision_intent:80;dga_entry:105;state:80,0.25,0.1282051282051282,known_visit_core_500,10,4,8
71,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.679098394585075,40.679098394585075,2,2,2,84,24,86,2,3,0,0,223,0,351,815,236,86,265,174,177,0.29760403530895335,35.1,17.7,collision_intent:86;dga_entry:177;state:88,0.1499999999999999,0.09883720930232553,known_visit_core_500,10,4,8
72,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.54826846970026,37.54826846970026,0,0,0,79,22,82,1,2,0,0,200,0,346,807,228,80,266,163,183,0.28679245283018867,34.6,18.3,collision_intent:80;dga_entry:183;state:83,0.3500000000000001,0.09146341463414642,known_visit_core_500,10,4,8
73,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.904373073349724,39.904373073349724,2,2,2,76,23,74,6,3,0,0,224,0,300,716,182,79,221,159,141,0.2753403933434191,30.0,14.1,collision_intent:79;dga_entry:141;state:80,0.30000000000000004,0.15540540540540548,known_visit_core_500,10,4,8
74,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.087263381257294,42.087263381257294,1,1,1,83,25,82,5,9,0,0,239,0,385,893,259,87,298,174,211,0.29068462401795736,38.5,21.1,collision_intent:87;dga_entry:211;state:87,0.1499999999999999,0.060975609756097615,known_visit_core_500,10,4,8
75,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,26.957941780045335,26.957941780045335,3,3,3,60,16,59,5,3,0,0,143,0,282,631,212,62,220,126,156,0.3226788432267884,28.2,15.6,collision_intent:62;dga_entry:156;state:64,0.30000000000000004,0.07203389830508478,known_visit_core_500,10,4,8
76,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.76401877109379,38.76401877109379,1,1,1,82,23,84,2,6,0,0,206,0,354,819,241,88,266,174,180,0.3027638190954774,35.4,18.0,collision_intent:88;dga_entry:180;state:86,0.30000000000000004,0.0714285714285714,known_visit_core_500,10,4,8
77,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,55.512325723225615,55.512325723225615,4,4,4,105,33,104,5,7,2,2,312,0,467,1083,315,110,357,219,248,0.2949438202247191,46.7,24.8,collision_intent:110;dga_entry:248;state:109,0.10000000000000009,0.13942307692307687,known_visit_core_500,10,4,8
78,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.92061627088593,32.92061627088593,0,0,0,76,19,80,0,4,0,0,170,0,321,744,216,77,244,157,164,0.2962962962962963,32.1,16.4,collision_intent:77;dga_entry:164;state:80,0.10000000000000009,0.0,known_visit_core_500,10,4,8
79,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.28184045219832,47.28184045219832,1,1,1,82,28,84,2,6,1,1,277,0,336,789,218,85,251,171,165,0.2898936170212766,33.6,16.5,collision_intent:85;dga_entry:165;state:86,0.25,0.13690476190476186,known_visit_core_500,10,4,8
80,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.6563599360871,47.6563599360871,1,1,1,104,28,99,9,9,0,0,252,0,458,1051,320,106,352,214,244,0.30389363722697055,45.8,24.4,collision_intent:106;dga_entry:244;state:108,0.30000000000000004,0.0984848484848484,known_visit_core_500,10,4,8
81,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.769006935485855,48.769006935485855,3,3,3,98,29,91,11,2,0,0,266,0,354,823,238,100,254,202,152,0.31274638633377133,35.4,15.2,collision_intent:100;dga_entry:152;state:102,0.25,0.10164835164835173,known_visit_core_500,10,4,8
82,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.27064079872471,35.27064079872471,1,1,1,66,21,69,1,2,0,0,200,0,309,692,234,70,239,140,169,0.3268156424581006,30.9,16.9,collision_intent:70;dga_entry:169;state:70,0.30000000000000004,0.12681159420289845,known_visit_core_500,10,4,8
83,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.24345212012642,38.24345212012642,0,0,0,70,23,74,0,1,0,0,215,0,273,655,162,73,200,147,126,0.2709030100334448,27.3,12.6,collision_intent:73;dga_entry:126;state:74,0.25,0.14189189189189189,known_visit_core_500,10,4,8
84,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.08460075469377,35.08460075469377,1,1,1,82,21,84,2,8,0,0,177,0,341,799,221,83,258,169,172,0.28664072632944226,34.1,17.2,collision_intent:83;dga_entry:172;state:86,0.10000000000000009,0.029761904761904656,known_visit_core_500,10,4,8
85,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.2866135483856,34.2866135483856,0,0,0,68,20,72,0,5,0,0,189,0,322,726,237,71,251,143,179,0.316,32.2,17.9,collision_intent:71;dga_entry:179;state:72,0.10000000000000009,0.05555555555555558,known_visit_core_500,10,4,8
86,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.65444149616686,33.65444149616686,1,1,1,78,20,79,3,7,0,0,173,0,321,732,227,79,242,161,160,0.314404432132964,32.1,16.0,collision_intent:79;dga_entry:160;state:82,0.10000000000000009,0.034810126582278444,known_visit_core_500,10,4,8
87,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.53168241724288,36.53168241724288,1,1,1,84,22,85,3,2,0,0,184,0,293,690,186,88,205,176,117,0.30392156862745096,29.3,11.7,collision_intent:88;dga_entry:117;state:88,0.25,0.026470588235294024,known_visit_core_500,10,4,8
88,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,40.63368833757295,40.63368833757295,1,1,1,92,24,94,2,8,0,0,209,0,371,870,241,94,277,190,181,0.29071170084439085,37.1,18.1,collision_intent:94;dga_entry:181;state:96,0.10000000000000009,0.037234042553191404,known_visit_core_500,10,4,8
89,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.30057988163712,42.30057988163712,0,0,0,70,25,72,2,3,0,0,249,0,370,824,283,75,295,149,221,0.32086167800453513,37.0,22.1,collision_intent:75;dga_entry:221;state:74,0.44999999999999996,0.24305555555555558,known_visit_core_500,10,4,8
90,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,65.28079622977187,65.28079622977187,2,2,2,109,38,106,7,2,0,0,380,0,348,829,212,113,235,226,122,0.301994301994302,34.8,12.2,collision_intent:113;dga_entry:122;state:113,0.10000000000000009,0.11792452830188682,known_visit_core_500,10,4,8
91,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,31.02191296990692,31.02191296990692,1,1,1,68,19,70,2,2,0,0,162,0,283,674,174,70,213,142,141,0.2727272727272727,28.3,14.1,collision_intent:70;dga_entry:141;state:72,0.1499999999999999,0.08571428571428563,known_visit_core_500,10,4,8
92,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,52.79781966974858,52.79781966974858,3,3,3,114,31,96,22,6,8,3,276,0,388,929,233,120,268,238,150,0.29052369077306733,38.8,15.0,collision_intent:120;dga_entry:150;state:118,0.25,0.078125,known_visit_core_500,10,4,8
93,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.5601512351923,36.5601512351923,0,0,0,75,22,78,1,6,0,0,197,0,330,762,226,77,253,156,174,0.2985468956406869,33.0,17.4,collision_intent:77;dga_entry:174;state:79,0.25,0.08333333333333326,known_visit_core_500,10,4,8
94,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.94180857659132,42.94180857659132,0,0,0,71,26,74,1,3,0,0,255,0,332,785,208,73,259,148,184,0.268733850129199,33.2,18.4,collision_intent:73;dga_entry:184;state:75,0.3999999999999999,0.2635135135135136,known_visit_core_500,10,4,8
95,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.57351115094769,38.57351115094769,1,1,1,68,23,71,1,3,0,0,219,0,311,716,214,71,240,143,168,0.298465829846583,31.1,16.8,collision_intent:71;dga_entry:168;state:72,0.25,0.20070422535211274,known_visit_core_500,10,4,8
96,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.77983177448798,36.77983177448798,1,1,1,82,22,76,10,2,1,1,192,0,288,691,171,85,203,171,117,0.28171334431630973,28.8,11.7,collision_intent:85;dga_entry:117;state:86,0.1499999999999999,0.09210526315789469,known_visit_core_500,10,4,8
97,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.293747905871086,33.293747905871086,1,1,1,76,20,76,4,9,0,0,169,0,396,883,303,78,318,158,238,0.3182773109243697,39.6,23.8,collision_intent:78;dga_entry:238;state:80,0.25,0.046052631578947345,known_visit_core_500,10,4,8
98,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,37.24570037850721,37.24570037850721,3,3,3,78,22,76,6,3,0,0,204,0,322,725,239,80,242,162,160,0.3301104972375691,32.2,16.0,collision_intent:80;dga_entry:160;state:82,0.25,0.07894736842105265,known_visit_core_500,10,4,8
99,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.99651479357096,39.99651479357096,2,2,2,74,24,69,9,4,0,0,229,0,327,740,240,77,250,155,172,0.3204272363150868,32.7,17.2,collision_intent:77;dga_entry:172;state:78,0.3500000000000001,0.21376811594202905,known_visit_core_500,10,4,8
100,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.9738552270357,34.9738552270357,0,0,0,63,21,61,6,1,0,0,201,0,274,646,174,66,208,133,141,0.2797427652733119,27.4,14.1,collision_intent:66;dga_entry:141;state:67,0.3500000000000001,0.20901639344262302,known_visit_core_500,10,4,8
101,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,54.24346174809276,54.24346174809276,3,3,3,95,31,91,8,4,2,1,307,0,319,769,187,100,219,199,120,0.2850609756097561,31.9,12.0,collision_intent:100;dga_entry:120;state:99,0.30000000000000004,0.1071428571428572,known_visit_core_500,10,4,8
102,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,29.750774041202835,29.750774041202835,0,0,0,55,18,59,0,2,0,0,170,0,278,659,175,57,221,116,162,0.26395173453996984,27.8,16.2,collision_intent:57;dga_entry:162;state:59,0.25,0.13983050847457634,known_visit_core_500,10,4,8
103,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,28.446077530052982,28.446077530052982,0,0,0,52,17,56,0,7,2,1,166,0,323,747,221,56,267,112,211,0.27625,32.3,21.1,collision_intent:56;dga_entry:211;state:56,0.10000000000000009,0.0803571428571428,known_visit_core_500,10,4,8
104,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,29.498151523822916,29.498151523822916,1,1,1,56,18,58,2,1,0,0,170,0,221,505,157,57,164,117,104,0.319755600814664,22.1,10.4,collision_intent:57;dga_entry:104;state:60,0.25,0.18965517241379315,known_visit_core_500,10,4,8
105,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.854074964627586,33.854074964627586,0,0,0,80,20,83,1,4,0,0,174,0,292,677,197,81,211,165,127,0.312202852614897,29.2,12.7,collision_intent:81;dga_entry:127;state:84,0.25,0.009036144578313143,known_visit_core_500,10,4,8
106,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.64207566808213,47.64207566808213,0,0,0,86,28,88,2,6,1,1,275,0,365,826,268,92,273,182,183,0.3276283618581907,36.5,18.3,collision_intent:92;dga_entry:183;state:90,0.25,0.1477272727272727,known_visit_core_500,10,4,8
107,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.63814530058535,30.63814530058535,0,0,0,59,18,63,0,2,0,0,175,0,303,703,203,61,242,124,179,0.28077455048409405,30.3,17.9,collision_intent:61;dga_entry:179;state:63,0.25,0.15476190476190466,known_visit_core_500,10,4,8
108,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.63249599339851,33.63249599339851,1,1,1,79,20,79,4,3,0,0,172,0,312,733,202,79,233,162,150,0.28939828080229224,31.2,15.0,collision_intent:79;dga_entry:150;state:83,0.1499999999999999,0.04113924050632911,known_visit_core_500,10,4,8
109,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.31536105692943,38.31536105692943,0,0,0,73,23,76,1,2,0,0,215,0,345,777,256,75,270,152,193,0.31683168316831684,34.5,19.3,collision_intent:75;dga_entry:193;state:77,0.10000000000000009,0.125,known_visit_core_500,10,4,8
110,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.551456304620146,38.551456304620146,1,1,1,88,23,90,2,4,0,0,195,0,374,868,249,91,283,183,191,0.2939787485242031,37.4,19.1,collision_intent:91;dga_entry:191;state:92,0.30000000000000004,0.02777777777777768,known_visit_core_500,10,4,8
111,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,46.856248302873446,46.856248302873446,3,3,3,93,26,89,8,6,7,2,248,0,400,925,274,100,300,197,203,0.3047830923248053,40.0,20.3,collision_intent:100;dga_entry:203;state:97,0.25,0.06460674157303381,known_visit_core_500,10,4,8
112,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,51.29226636638493,51.29226636638493,1,1,1,96,29,95,5,5,0,0,287,0,397,919,269,101,296,201,196,0.303954802259887,39.7,19.6,collision_intent:101;dga_entry:196;state:100,0.25,0.11842105263157898,known_visit_core_500,10,4,8
113,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,56.22179804068954,56.22179804068954,2,2,2,102,33,96,10,1,2,2,324,0,375,884,239,109,266,215,160,0.30025125628140703,37.5,16.0,collision_intent:109;dga_entry:160;state:106,0.30000000000000004,0.17708333333333326,known_visit_core_500,10,4,8
114,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,34.86105558188614,34.86105558188614,0,0,0,60,21,64,0,2,0,0,203,0,257,592,177,62,195,126,131,0.30360205831903947,25.7,13.1,collision_intent:62;dga_entry:131;state:64,0.25,0.234375,known_visit_core_500,10,4,8
115,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.52828697586406,48.52828697586406,2,2,2,93,28,92,5,4,4,2,267,0,376,900,226,99,277,196,180,0.27261761158021713,37.6,18.0,collision_intent:99;dga_entry:180;state:97,0.3999999999999999,0.11956521739130443,known_visit_core_500,10,4,8
116,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,38.13004391179945,38.13004391179945,0,0,0,85,23,83,6,4,0,0,200,0,337,779,229,87,250,176,161,0.30655957161981257,33.7,16.1,collision_intent:87;dga_entry:161;state:89,0.25,0.07530120481927716,known_visit_core_500,10,4,8
117,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.32482789177374,42.32482789177374,3,3,3,91,25,88,7,5,0,0,225,0,340,787,233,93,247,188,152,0.3144399460188934,34.0,15.2,collision_intent:93;dga_entry:152;state:95,0.25,0.10795454545454541,known_visit_core_500,10,4,8
118,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,48.248332796353715,48.248332796353715,3,3,3,98,28,96,6,6,0,0,262,0,412,928,307,101,311,203,209,0.3293991416309013,41.2,20.9,collision_intent:101;dga_entry:209;state:102,0.25,0.046875,known_visit_core_500,10,4,8
119,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,53.08734891159415,53.08734891159415,4,4,4,100,31,97,7,7,2,1,290,0,439,998,316,105,334,209,230,0.3163163163163163,43.9,23.0,collision_intent:105;dga_entry:230;state:104,0.3999999999999999,0.16752577319587636,known_visit_core_500,10,4,8
120,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.531408659472135,36.531408659472135,0,0,0,73,21,76,1,3,0,0,203,0,319,755,199,76,243,153,166,0.2741046831955923,31.9,16.6,collision_intent:76;dga_entry:166;state:77,0.3999999999999999,0.07236842105263164,known_visit_core_500,10,4,8
121,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,30.018646207587945,30.018646207587945,0,0,0,70,18,74,0,3,0,0,152,0,293,668,208,72,221,146,147,0.3151515151515151,29.3,14.7,collision_intent:72;dga_entry:147;state:74,0.25,0.013513513513513598,known_visit_core_500,10,4,8
122,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.023208982483084,47.023208982483084,2,2,2,102,28,95,11,3,0,0,249,0,321,767,194,105,216,211,110,0.30030959752321984,32.1,11.0,collision_intent:105;dga_entry:110;state:106,0.30000000000000004,0.09210526315789469,known_visit_core_500,10,4,8
123,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,49.13003794964107,49.13003794964107,0,0,0,97,29,100,1,2,0,0,269,0,377,894,234,100,277,201,176,0.2826086956521739,37.7,17.6,collision_intent:100;dga_entry:176;state:101,0.10000000000000009,0.06499999999999995,known_visit_core_500,10,4,8
124,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,55.71671359856723,55.71671359856723,2,2,2,101,28,100,5,3,9,9,328,0,339,806,208,111,228,216,123,0.3054331864904552,33.9,12.3,collision_intent:111;dga_entry:123;state:105,0.5,0.07499999999999996,known_visit_core_500,10,4,8
125,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.20829574327569,36.20829574327569,3,3,3,73,21,71,6,2,0,0,200,0,318,728,225,76,242,153,165,0.3103448275862069,31.8,16.5,collision_intent:76;dga_entry:165;state:77,0.30000000000000004,0.08098591549295775,known_visit_core_500,10,4,8
126,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.04935468981454,35.04935468981454,1,1,1,67,21,69,2,3,0,0,200,0,318,752,199,69,249,140,178,0.2674731182795699,31.8,17.8,collision_intent:69;dga_entry:178;state:71,0.25,0.17028985507246386,known_visit_core_500,10,4,8
127,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,49.78638786652683,49.78638786652683,0,0,0,91,29,93,2,5,1,1,286,0,349,801,243,95,254,190,159,0.3201581027667984,34.9,15.9,collision_intent:95;dga_entry:159;state:95,0.3500000000000001,0.07258064516129026,known_visit_core_500,10,4,8
128,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,44.561488366913245,44.561488366913245,1,1,1,80,26,83,1,3,0,0,257,0,362,816,270,83,279,167,195,0.3225806451612903,36.2,19.5,collision_intent:83;dga_entry:195;state:84,0.3500000000000001,0.17168674698795172,known_visit_core_500,10,4,8
129,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,39.004149143131166,39.004149143131166,0,0,0,79,23,83,0,7,2,1,216,0,395,934,250,84,311,167,228,0.26824034334763946,39.5,22.8,collision_intent:84;dga_entry:228;state:83,0.25,0.05722891566265065,known_visit_core_500,10,4,8
130,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,36.415386213867585,36.415386213867585,1,1,1,72,21,72,4,0,0,0,200,0,271,622,189,75,196,151,120,0.3225255972696246,27.1,12.0,collision_intent:75;dga_entry:120;state:76,0.10000000000000009,0.09722222222222232,known_visit_core_500,10,4,8
131,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,33.901312262822934,33.901312262822934,1,1,1,74,20,76,2,7,0,0,180,0,371,826,286,78,293,156,215,0.32574031890660593,37.1,21.5,collision_intent:78;dga_entry:215;state:78,0.1499999999999999,0.03289473684210531,known_visit_core_500,10,4,8
132,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.39625717372874,32.39625717372874,0,0,0,75,20,78,1,0,0,0,170,0,305,722,191,76,229,155,150,0.27883211678832115,30.5,15.0,collision_intent:76;dga_entry:150;state:79,0.10000000000000009,0.03205128205128216,known_visit_core_500,10,4,8
133,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,32.061801918527635,32.061801918527635,0,0,0,72,19,76,0,3,0,0,167,0,283,660,187,76,207,152,131,0.30210016155088854,28.3,13.1,collision_intent:76;dga_entry:131;state:76,0.25,0.019736842105263053,known_visit_core_500,10,4,8
134,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,50.691436408059374,50.691436408059374,5,5,5,97,30,95,6,3,0,0,283,0,346,799,237,100,246,201,145,0.3220108695652174,34.6,14.5,collision_intent:100;dga_entry:145;state:101,0.30000000000000004,0.10789473684210527,known_visit_core_500,10,4,8
135,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.24225214087879,35.24225214087879,2,2,2,77,21,75,6,6,0,0,185,0,317,742,207,80,237,161,156,0.2919605077574048,31.7,15.6,collision_intent:80;dga_entry:156;state:81,0.25,0.10333333333333328,known_visit_core_500,10,4,8
136,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,47.074516099962125,47.074516099962125,2,2,2,105,27,95,14,8,1,1,246,0,396,907,278,108,288,217,179,0.3228803716608595,39.6,17.9,collision_intent:108;dga_entry:179;state:109,0.1499999999999999,0.08157894736842097,known_visit_core_500,10,4,8
137,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,54.9739846059493,54.9739846059493,0,0,0,96,32,98,2,7,15,1,305,0,378,883,249,99,279,199,179,0.29820359281437125,37.8,17.9,collision_intent:99;dga_entry:179;state:100,0.30000000000000004,0.1020408163265305,known_visit_core_500,10,4,8
138,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,42.42993156973865,42.42993156973865,2,2,2,74,25,73,5,4,0,0,247,0,342,782,243,77,265,155,187,0.3060453400503778,34.2,18.7,collision_intent:77;dga_entry:187;state:78,0.25,0.13356164383561642,known_visit_core_500,10,4,8
139,known_visit,DGA,bernoulli,0.3,19,361,4,10,dga_bernoulli_drop_0_3,known_visit_g19_t10_n500.csv,10,True,35.75609491269808,35.75609491269808,0,0,0,78,21,82,0,7,0,0,189,0,407,921,294,83,324,165,242,0.30340557275541796,40.7,24.2,collision_intent:83;dga_entry:242;state:82,0.25,0.030487804878048808,known_visit_core_500,10,4,8
