trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.547905545121004,34.547905545121004,0,0,0,60,21,64,0,1,0,0,202,0,203,588,18,62,141,126,77,0.04285714285714286,20.3,7.7,collision_intent:62;dga_entry:77;state:64,0.30000000000000004,0.2421875,known_visit_core_500,10,4,8
64,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.351685139205756,31.351685139205756,0,0,0,49,19,53,0,0,0,0,189,0,168,471,30,51,117,104,64,0.08620689655172414,16.8,6.4,collision_intent:51;dga_entry:64;state:53,0.30000000000000004,0.27830188679245293,known_visit_core_500,10,4,8
65,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.83620790566691,32.83620790566691,0,0,0,54,20,57,1,4,0,0,195,0,289,829,36,58,231,116,173,0.05209840810419682,28.9,17.3,collision_intent:58;dga_entry:173;state:58,0.10000000000000009,0.19736842105263164,known_visit_core_500,10,4,8
66,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.33273370734098,35.33273370734098,0,0,0,77,21,79,2,5,0,0,188,0,275,797,25,81,194,162,113,0.04317789291882556,27.5,11.3,collision_intent:81;dga_entry:113;state:81,0.25,0.06012658227848111,known_visit_core_500,10,4,8
67,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.42762703528364,36.42762703528364,1,1,1,67,22,67,4,2,0,0,208,0,274,788,32,70,204,141,133,0.05245901639344262,27.4,13.3,collision_intent:70;dga_entry:133;state:71,0.30000000000000004,0.17537313432835822,known_visit_core_500,10,4,8
68,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.995891491810525,32.995891491810525,0,0,0,53,20,57,0,1,0,0,201,0,212,610,23,56,156,113,99,0.04946236559139785,21.2,9.9,collision_intent:56;dga_entry:99;state:57,0.10000000000000009,0.2236842105263157,known_visit_core_500,10,4,8
69,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,27.818235094624324,27.818235094624324,1,1,1,57,17,58,3,4,0,0,154,0,297,853,35,59,238,120,177,0.04922644163150492,29.7,17.7,collision_intent:59;dga_entry:177;state:61,0.10000000000000009,0.10344827586206895,known_visit_core_500,10,4,8
70,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.958392254690864,28.958392254690864,0,0,0,64,17,68,0,1,0,0,155,0,265,758,34,68,197,136,129,0.05782312925170068,26.5,12.9,collision_intent:68;dga_entry:129;state:68,0.10000000000000009,0.022058823529411686,known_visit_core_500,10,4,8
71,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.010280186608966,38.010280186608966,0,0,0,81,22,85,0,3,0,0,204,0,286,824,31,85,201,170,116,0.051666666666666666,28.6,11.6,collision_intent:85;dga_entry:116;state:85,0.10000000000000009,0.026470588235294024,known_visit_core_500,10,4,8
72,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.28289790094313,37.28289790094313,0,0,0,75,22,79,0,5,0,0,203,0,342,981,42,77,265,156,186,0.05303030303030303,34.2,18.6,collision_intent:77;dga_entry:186;state:79,0.25,0.08544303797468356,known_visit_core_500,10,4,8
73,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.48478155930458,36.48478155930458,0,0,0,60,21,63,1,5,0,0,219,0,305,871,41,64,241,128,177,0.05694444444444444,30.5,17.7,collision_intent:64;dga_entry:177;state:64,0.25,0.15476190476190466,known_visit_core_500,10,4,8
74,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.661596772786826,28.661596772786826,0,0,0,61,17,64,1,3,0,0,153,0,261,746,34,64,197,129,132,0.05782312925170068,26.1,13.2,collision_intent:64;dga_entry:132;state:65,0.25,0.0546875,known_visit_core_500,10,4,8
75,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,24.627220702319185,24.627220702319185,0,0,0,51,15,53,2,1,0,0,135,0,239,692,22,54,185,109,130,0.03985507246376811,23.9,13.0,collision_intent:54;dga_entry:130;state:55,0.1499999999999999,0.08018867924528306,known_visit_core_500,10,4,8
76,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.453617449748904,35.453617449748904,0,0,0,77,21,81,0,1,0,0,188,0,275,798,24,82,193,163,112,0.041666666666666664,27.5,11.2,collision_intent:82;dga_entry:112;state:81,0.1499999999999999,0.04012345679012341,known_visit_core_500,10,4,8
77,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.85068008044657,35.85068008044657,0,0,0,70,21,73,1,1,0,0,201,0,269,777,27,73,196,147,122,0.046153846153846156,26.9,12.2,collision_intent:73;dga_entry:122;state:74,0.1499999999999999,0.09246575342465757,known_visit_core_500,10,4,8
78,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.61936178797693,37.61936178797693,0,0,0,66,22,67,3,1,0,0,217,0,238,680,31,69,169,139,99,0.061507936507936505,23.8,9.9,collision_intent:69;dga_entry:99;state:70,0.30000000000000004,0.19029850746268662,known_visit_core_500,10,4,8
79,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,50.4462785480033,50.4462785480033,0,0,0,94,29,97,1,11,14,2,268,0,425,1233,40,99,326,197,228,0.040983606557377046,42.5,22.8,collision_intent:99;dga_entry:228;state:98,0.3999999999999999,0.07474226804123707,known_visit_core_500,10,4,8
80,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,47.145378230950435,47.145378230950435,0,0,0,89,28,93,0,5,2,2,267,0,335,964,38,95,240,188,147,0.05299860529986053,33.5,14.7,collision_intent:95;dga_entry:147;state:93,0.1499999999999999,0.08333333333333326,known_visit_core_500,10,4,8
81,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.63484618657529,40.63484618657529,1,1,1,80,24,73,11,4,0,0,223,0,345,991,41,83,262,167,178,0.05236270753512133,34.5,17.8,collision_intent:83;dga_entry:178;state:84,0.30000000000000004,0.07191780821917804,known_visit_core_500,10,4,8
82,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.91707713969834,34.91707713969834,0,0,0,68,21,72,0,2,0,0,193,0,332,957,36,72,260,144,188,0.04633204633204633,33.2,18.8,collision_intent:72;dga_entry:188;state:72,0.10000000000000009,0.09027777777777768,known_visit_core_500,10,4,8
83,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.7690370445754,34.7690370445754,2,2,2,66,21,64,6,3,0,0,196,0,278,794,37,70,208,140,138,0.05958132045088567,27.8,13.8,collision_intent:70;dga_entry:138;state:70,0.25,0.1875,known_visit_core_500,10,4,8
84,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.639724781646414,45.639724781646414,0,0,0,80,27,83,1,6,0,0,261,0,323,921,45,84,239,168,155,0.06302521008403361,32.3,15.5,collision_intent:84;dga_entry:155;state:84,0.25,0.12349397590361444,known_visit_core_500,10,4,8
85,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.945556195188196,45.945556195188196,2,2,2,88,27,89,3,5,0,0,256,0,318,926,25,90,228,182,136,0.03671071953010279,31.8,13.6,collision_intent:90;dga_entry:136;state:92,0.3999999999999999,0.1207865168539326,known_visit_core_500,10,4,8
86,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,54.79720048417301,54.79720048417301,0,0,0,104,32,107,1,3,1,1,307,0,362,1040,43,107,255,215,147,0.05643044619422572,36.2,14.7,collision_intent:107;dga_entry:147;state:108,0.25,0.1378504672897196,known_visit_core_500,10,4,8
87,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.09140773587257,33.09140773587257,1,1,1,72,20,74,2,5,0,0,175,0,268,772,29,74,194,150,118,0.05008635578583765,26.8,11.8,collision_intent:74;dga_entry:118;state:76,0.10000000000000009,0.06756756756756754,known_visit_core_500,10,4,8
88,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.42727425532709,40.42727425532709,0,0,0,94,24,95,3,9,3,3,212,0,403,1157,50,97,306,195,208,0.05458515283842795,40.3,20.8,collision_intent:97;dga_entry:208;state:98,0.1499999999999999,0.03421052631578947,known_visit_core_500,10,4,8
89,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.35231853008373,42.35231853008373,2,2,2,89,25,86,7,2,0,0,225,0,284,824,25,92,192,185,99,0.04363001745200698,28.4,9.9,collision_intent:92;dga_entry:99;state:93,0.44999999999999996,0.11627906976744184,known_visit_core_500,10,4,8
90,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.37723054285909,42.37723054285909,2,2,2,95,25,96,3,3,0,0,216,0,310,887,40,99,211,198,112,0.06349206349206349,31.0,11.2,collision_intent:99;dga_entry:112;state:99,0.30000000000000004,0.04166666666666674,known_visit_core_500,10,4,8
91,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.55069968804812,31.55069968804812,1,1,1,68,19,70,2,4,0,0,165,0,279,804,30,70,209,142,137,0.04807692307692308,27.9,13.7,collision_intent:70;dga_entry:137;state:72,0.1499999999999999,0.08571428571428563,known_visit_core_500,10,4,8
92,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.74757276166687,40.74757276166687,1,1,1,84,24,85,3,8,2,2,227,0,389,1127,37,89,300,177,212,0.04124860646599777,38.9,21.2,collision_intent:89;dga_entry:212;state:88,0.1499999999999999,0.07352941176470584,known_visit_core_500,10,4,8
93,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,53.20668772843502,53.20668772843502,0,0,0,88,31,87,5,7,1,1,315,0,385,1103,49,93,292,185,200,0.056128293241695305,38.5,20.0,collision_intent:93;dga_entry:200;state:92,0.25,0.22126436781609193,known_visit_core_500,10,4,8
94,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.742702280771443,31.742702280771443,0,0,0,73,19,76,1,3,0,0,162,0,313,898,38,75,238,152,161,0.053445850914205346,31.3,16.1,collision_intent:75;dga_entry:161;state:77,0.1499999999999999,0.019736842105263053,known_visit_core_500,10,4,8
95,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.33193279091359,35.33193279091359,1,1,1,67,21,69,2,2,0,0,200,0,275,789,33,70,205,141,134,0.05392156862745098,27.5,13.4,collision_intent:70;dga_entry:134;state:71,0.25,0.11956521739130443,known_visit_core_500,10,4,8
96,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.581213189032496,34.581213189032496,0,0,0,62,20,66,0,2,0,0,198,0,247,714,24,65,182,131,116,0.04419889502762431,24.7,11.6,collision_intent:65;dga_entry:116;state:66,0.25,0.1742424242424243,known_visit_core_500,10,4,8
97,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.041562273195346,34.041562273195346,1,1,1,59,20,62,1,2,0,0,202,0,281,815,25,59,222,122,159,0.03770739064856712,28.1,15.9,collision_intent:59;dga_entry:159;state:63,0.30000000000000004,0.24193548387096775,known_visit_core_500,10,4,8
98,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.978727953636444,33.978727953636444,1,1,1,71,20,73,2,4,0,0,186,0,278,800,32,72,206,147,131,0.05194805194805195,27.8,13.1,collision_intent:72;dga_entry:131;state:75,0.25,0.09246575342465757,known_visit_core_500,10,4,8
99,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.555222232415716,33.555222232415716,0,0,0,69,20,72,1,2,0,0,183,0,243,706,20,72,171,145,98,0.0392156862745098,24.3,9.8,collision_intent:72;dga_entry:98;state:73,0.25,0.08333333333333326,known_visit_core_500,10,4,8
100,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.87748680014604,34.87748680014604,0,0,0,53,21,57,0,1,0,0,214,0,186,529,26,55,131,112,74,0.06666666666666667,18.6,7.4,collision_intent:55;dga_entry:74;state:57,0.3500000000000001,0.2763157894736843,known_visit_core_500,10,4,8
101,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.62096339322001,39.62096339322001,0,0,0,82,23,82,4,7,0,0,211,0,327,941,37,83,244,169,158,0.05075445816186557,32.7,15.8,collision_intent:83;dga_entry:158;state:86,0.25,0.10975609756097571,known_visit_core_500,10,4,8
102,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.67160882227298,36.67160882227298,1,1,1,79,22,76,7,1,0,0,194,0,308,885,36,81,227,164,144,0.05309734513274336,30.8,14.4,collision_intent:81;dga_entry:144;state:83,0.30000000000000004,0.11842105263157898,known_visit_core_500,10,4,8
103,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.83053041827428,28.83053041827428,0,0,0,47,17,51,0,3,0,0,174,0,224,647,22,50,174,101,123,0.04238921001926782,22.4,12.3,collision_intent:50;dga_entry:123;state:51,0.25,0.2009803921568627,known_visit_core_500,10,4,8
104,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,29.92549740752514,29.92549740752514,1,1,1,55,18,57,2,3,0,0,174,0,234,667,30,58,176,117,117,0.057034220532319393,23.4,11.7,collision_intent:58;dga_entry:117;state:59,0.25,0.19736842105263164,known_visit_core_500,10,4,8
105,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.33455187972153,36.33455187972153,0,0,0,83,22,87,0,5,2,2,191,0,322,924,40,86,236,173,149,0.056657223796033995,32.2,14.9,collision_intent:86;dga_entry:149;state:87,0.1499999999999999,0.02586206896551735,known_visit_core_500,10,4,8
106,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.3193207703397,39.3193207703397,0,0,0,76,23,78,2,2,0,0,217,0,292,837,36,80,212,160,132,0.05687203791469194,29.2,13.2,collision_intent:80;dga_entry:132;state:80,0.25,0.09615384615384626,known_visit_core_500,10,4,8
107,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.8223795951699,36.8223795951699,1,1,1,81,22,77,8,3,1,1,202,0,301,872,28,83,218,168,133,0.043010752688172046,30.1,13.3,collision_intent:83;dga_entry:133;state:85,0.10000000000000009,0.08116883116883122,known_visit_core_500,10,4,8
108,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,43.64406648072091,43.64406648072091,1,1,1,79,26,79,4,3,0,0,251,0,345,997,35,83,262,166,179,0.04469987228607918,34.5,17.9,collision_intent:83;dga_entry:179;state:83,0.25,0.18670886075949378,known_visit_core_500,10,4,8
109,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.342017066684754,40.342017066684754,0,0,0,77,24,80,1,1,0,0,224,0,247,717,21,79,168,160,87,0.041916167664670656,24.7,8.7,collision_intent:79;dga_entry:87;state:81,0.1499999999999999,0.125,known_visit_core_500,10,4,8
110,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.60340478950847,35.60340478950847,1,1,1,71,21,71,4,2,0,0,198,0,287,830,29,76,211,151,136,0.04595879556259905,28.7,13.6,collision_intent:76;dga_entry:136;state:75,0.3999999999999999,0.158450704225352,known_visit_core_500,10,4,8
111,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.30718152448845,35.30718152448845,0,0,0,82,21,86,0,3,0,0,176,0,263,759,27,83,180,169,94,0.05027932960893855,26.3,9.4,collision_intent:83;dga_entry:94;state:86,0.25,0.011627906976744207,known_visit_core_500,10,4,8
112,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.832498538171905,37.832498538171905,0,0,0,69,23,73,0,5,0,0,214,0,275,791,31,73,202,146,129,0.05140961857379768,27.5,12.9,collision_intent:73;dga_entry:129;state:73,0.25,0.18150684931506844,known_visit_core_500,10,4,8
113,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.61065664531239,45.61065664531239,0,0,0,87,27,90,1,1,0,0,252,0,287,825,33,90,197,181,106,0.05612244897959184,28.7,10.6,collision_intent:90;dga_entry:106;state:91,0.10000000000000009,0.07777777777777772,known_visit_core_500,10,4,8
114,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.42687804756117,40.42687804756117,0,0,0,81,24,83,2,5,0,0,225,0,287,827,31,83,204,168,119,0.05090311986863711,28.7,11.9,collision_intent:83;dga_entry:119;state:85,0.25,0.09939759036144569,known_visit_core_500,10,4,8
115,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.14197979719429,42.14197979719429,1,1,1,83,25,83,4,6,0,0,230,0,334,964,35,87,247,174,160,0.04742547425474255,33.4,16.0,collision_intent:87;dga_entry:160;state:87,0.30000000000000004,0.08734939759036142,known_visit_core_500,10,4,8
116,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.606637242631265,38.606637242631265,0,0,0,85,23,86,3,5,1,1,205,0,305,879,30,89,216,178,127,0.046511627906976744,30.5,12.7,collision_intent:89;dga_entry:127;state:89,0.10000000000000009,0.04651162790697683,known_visit_core_500,10,4,8
117,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.395730043679244,38.395730043679244,0,0,0,68,23,70,2,4,0,0,225,0,250,718,29,70,180,142,108,0.054003724394785846,25.0,10.8,collision_intent:70;dga_entry:108;state:72,0.25,0.20714285714285707,known_visit_core_500,10,4,8
118,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.21942664584123,37.21942664584123,0,0,0,84,22,86,2,9,3,2,196,0,366,1060,35,87,279,175,191,0.04196642685851319,36.6,19.1,collision_intent:87;dga_entry:191;state:88,0.30000000000000004,0.029069767441860517,known_visit_core_500,10,4,8
119,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.41808630640096,31.41808630640096,1,1,1,65,19,68,1,4,0,0,171,0,301,864,36,67,234,136,165,0.05150214592274678,30.1,16.5,collision_intent:67;dga_entry:165;state:69,0.25,0.0808823529411764,known_visit_core_500,10,4,8
120,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.041926739061093,31.041926739061093,0,0,0,68,19,71,1,2,0,0,165,0,283,815,31,70,213,142,141,0.04874213836477988,28.3,14.1,collision_intent:70;dga_entry:141;state:72,0.3999999999999999,0.073943661971831,known_visit_core_500,10,4,8
121,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.01558205471545,39.01558205471545,1,1,1,87,23,87,4,7,1,1,206,0,355,1028,34,91,264,182,173,0.043092522179974654,35.5,17.3,collision_intent:91;dga_entry:173;state:91,0.3999999999999999,0.04885057471264376,known_visit_core_500,10,4,8
122,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.590565246965426,45.590565246965426,2,2,2,87,27,88,3,3,0,0,255,0,325,935,37,91,234,182,143,0.05293276108726753,32.5,14.3,collision_intent:91;dga_entry:143;state:91,0.10000000000000009,0.07954545454545459,known_visit_core_500,10,4,8
123,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.55167313894849,38.55167313894849,0,0,0,81,23,84,1,3,0,0,206,0,280,812,25,85,195,170,110,0.0429553264604811,28.0,11.0,collision_intent:85;dga_entry:110;state:85,0.10000000000000009,0.07738095238095233,known_visit_core_500,10,4,8
124,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.22605263309735,45.22605263309735,0,0,0,95,27,98,1,4,2,2,243,0,345,985,47,99,246,198,147,0.06394557823129252,34.5,14.7,collision_intent:99;dga_entry:147;state:99,0.25,0.08163265306122458,known_visit_core_500,10,4,8
125,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,27.492099288729015,27.492099288729015,0,0,0,56,17,60,0,1,0,0,151,0,268,771,30,59,209,119,149,0.04807692307692308,26.8,14.9,collision_intent:59;dga_entry:149;state:60,0.25,0.07499999999999996,known_visit_core_500,10,4,8
126,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.29880414936623,39.29880414936623,0,0,0,71,22,75,0,2,0,0,227,0,278,798,33,75,203,150,128,0.054455445544554455,27.8,12.8,collision_intent:75;dga_entry:128;state:75,0.25,0.16333333333333333,known_visit_core_500,10,4,8
127,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,54.968087648240456,54.968087648240456,0,0,0,87,32,91,0,2,0,0,331,0,317,907,41,90,227,181,136,0.06047197640117994,31.7,13.6,collision_intent:90;dga_entry:136;state:91,0.3500000000000001,0.17307692307692313,known_visit_core_500,10,4,8
128,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.35906183040577,39.35906183040577,0,0,0,80,23,83,1,2,0,0,210,0,288,832,29,84,204,168,120,0.047619047619047616,28.8,12.0,collision_intent:84;dga_entry:120;state:84,0.25,0.03915662650602414,known_visit_core_500,10,4,8
129,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.45712763452355,40.45712763452355,0,0,0,82,24,85,1,4,0,0,218,0,313,906,30,85,228,171,142,0.04405286343612335,31.3,14.2,collision_intent:85;dga_entry:142;state:86,0.25,0.07941176470588229,known_visit_core_500,10,4,8
