trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
34,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,27,6,"(17,17);(25,9);(20,10);(10,2)",02,25,9,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(24,7);01:(25,7);02:(22,9);03:(27,6);04:(25,11);05:(18,23);06:(18,27);07:(22,28);08:(26,29)",00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0,03,completed
35,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,2,"(28,5);(16,23);(18,17);(18,9)",01,28,5,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(14,17);01:(29,2);02:(13,12);03:(27,5);04:(12,20);05:(12,7);06:(21,32);07:(27,16);08:(22,9)",00:2;01:1;02:0;03:1;04:1;05:1;06:0;07:0;08:1,01,completed
36,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,13,"(12,14);(14,7);(18,10);(23,18)",,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(17,1);01:(17,5);02:(17,9);03:(17,13);04:(17,17);05:(19,23);06:(18,27);07:(20,28);08:(18,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,03,completed
37,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,4,"(33,3);(12,12);(3,18);(15,3)",03,12,12,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(13,2);01:(11,7);02:(15,2);03:(2,14);04:(15,4);05:(8,17);06:(12,2);07:(19,18);08:(15,19)",00:0;01:0;02:0;03:1;04:2;05:0;06:0;07:0;08:0,04,completed
38,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,30,"(11,20);(9,23);(13,4);(32,29)",01,13,4,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(33,16);01:(0,19);02:(33,10);03:(27,33);04:(31,20);05:(31,30);06:(8,31);07:(30,31);08:(26,13)",00:0;01:1;02:1;03:3;04:2;05:1;06:2;07:1;08:1,05,completed
39,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,2,"(13,16);(17,31);(14,3);(30,8)",04,13,16,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(17,13);01:(14,22);02:(10,9);03:(7,13);04:(18,16);05:(14,2);06:(5,14);07:(14,28);08:(4,14)",00:0;01:0;02:0;03:1;04:1;05:1;06:0;07:1;08:0,05,completed
40,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,4,"(15,3);(33,2);(32,2);(5,6)",,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(31,0);01:(32,4);02:(31,8);03:(31,12);04:(31,16);05:(30,22);06:(30,26);07:(30,30);08:(31,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,01,completed
41,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(2,7);(15,7);(22,14);(7,33)",08,7,33,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(6,6);01:(6,10);02:(2,11);03:(3,15);04:(7,23);05:(6,24);06:(8,29);07:(1,32);08:(9,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:1,02,completed
42,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,15,"(7,28);(1,31);(15,26);(11,9)",06,15,26,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(6,15);01:(14,24);02:(17,28);03:(6,25);04:(8,24);05:(9,24);06:(19,21);07:(19,25);08:(13,32)",00:0;01:0;02:0;03:0;04:0;05:1;06:1;07:1;08:0,00,completed
43,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,10,"(19,13);(14,10);(27,23);(23,7)",05,27,23,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(24,2);01:(17,16);02:(27,5);03:(15,11);04:(12,27);05:(25,2);06:(11,10);07:(11,9);08:(13,12)",00:0;01:1;02:1;03:1;04:0;05:1;06:1;07:2;08:2,06,completed
44,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,10,23,"(29,28);(25,11);(33,21);(4,16)",04,4,16,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(6,33);01:(2,20);02:(1,12);03:(5,29);04:(3,4);05:(10,23);06:(6,1);07:(4,9);08:(2,2)",00:1;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0,05,completed
45,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,3,20,"(1,26);(5,25);(14,27);(4,22)",06,1,26,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(4,13);01:(3,16);02:(3,20);03:(1,26);04:(5,23);05:(1,31);06:(6,26);07:(4,24);08:(3,22)",00:0;01:0;02:0;03:1;04:0;05:0;06:2;07:1;08:1,02,completed
46,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,15,"(7,24);(13,24);(8,16);(11,15)",04,8,16,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(12,16);01:(2,17);02:(6,26);03:(11,20);04:(10,12);05:(2,21);06:(10,18);07:(14,15);08:(3,26)",00:1;01:0;02:1;03:0;04:1;05:0;06:0;07:1;08:1,07,completed
47,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,0,"(1,3);(12,0);(9,23);(4,27)",,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(2,0);01:(1,4);02:(2,8);03:(2,12);04:(2,16);05:(0,22);06:(0,26);07:(0,30);08:(2,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,00,completed
48,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,9,"(19,10);(3,14);(14,13);(7,14)",,,,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(20,1);01:(20,5);02:(20,9);03:(20,13);04:(21,17);05:(22,23);06:(22,27);07:(23,28);08:(22,31)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0,02,completed
49,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,25,"(3,27);(33,18);(20,1);(9,20)",00,20,1,"00:(0,0);01:(0,4);02:(0,8);03:(0,12);04:(0,16);05:(0,21);06:(0,25);07:(0,29);08:(0,33)","00:(10,18);01:(31,2);02:(15,18);03:(16,20);04:(19,25);05:(8,11);06:(10,13);07:(4,17);08:(14,22)",00:1;01:0;02:0;03:0;04:1;05:1;06:2;07:1;08:1,04,completed
