trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,174.60725245349462,174.60725245349462,5,5,5,99,32,92,11,0,141,2,1121,3,398,510,684,105,293,208,190,0.7781569965870307,39.8,19.0,collision_intent:105;hipc_entry:190;state:103,0.30000000000000004,0.20108695652173902,known_visit_core_500,10,4,8
65,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,47.64693297143777,47.64693297143777,0,0,0,69,28,67,6,1,3,3,299,0,226,363,315,75,151,148,78,0.695364238410596,22.6,7.8,collision_intent:75;hipc_entry:78;state:73,0.30000000000000004,0.294776119402985,known_visit_core_500,10,4,8
66,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,70.18443936974879,70.18443936974879,2,2,2,84,41,84,4,4,0,0,457,0,272,414,402,89,183,177,95,0.73224043715847,27.2,9.5,collision_intent:89;hipc_entry:95;state:88,0.6000000000000001,0.29761904761904767,known_visit_core_500,10,4,8
67,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,44.36400821791473,44.36400821791473,2,2,2,79,26,71,12,0,0,0,256,0,244,317,415,83,161,166,78,0.8592132505175983,24.4,7.8,collision_intent:83;hipc_entry:78;state:83,0.44999999999999996,0.22887323943661975,known_visit_core_500,10,4,8
68,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,152.791976819418,152.791976819418,3,3,3,83,22,73,14,2,0,0,1123,2,303,367,541,88,215,175,128,0.8400621118012422,30.3,12.8,collision_intent:88;hipc_entry:128;state:87,0.25,0.13356164383561642,known_visit_core_500,10,4,8
69,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,30.057075179672196,30.057075179672196,3,3,3,52,18,52,4,0,0,0,175,0,185,263,292,55,130,111,74,0.7487179487179487,18.5,7.4,collision_intent:55;hipc_entry:74;state:56,0.3500000000000001,0.24038461538461542,known_visit_core_500,10,4,8
70,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,61.294778212418116,61.294778212418116,4,4,4,86,33,76,14,2,27,1,369,0,271,358,454,90,181,180,91,0.8376383763837638,27.1,9.1,collision_intent:90;hipc_entry:91;state:90,0.25,0.17105263157894735,known_visit_core_500,10,4,8
71,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,50.49212309925416,50.49212309925416,0,0,0,66,30,70,0,0,0,0,319,0,241,268,454,68,173,138,103,0.8764478764478765,24.1,10.3,collision_intent:68;hipc_entry:103;state:70,0.44999999999999996,0.37142857142857144,known_visit_core_500,10,4,8
72,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,60.7305871690916,60.7305871690916,3,3,3,86,36,83,7,3,0,0,376,0,301,376,527,90,211,180,121,0.8325434439178515,30.1,12.1,collision_intent:90;hipc_entry:121;state:90,0.5,0.3825301204819278,known_visit_core_500,10,4,8
73,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,74.68493454778486,74.68493454778486,1,1,1,58,43,58,4,1,0,0,529,0,221,257,406,61,160,123,98,0.8458333333333333,22.1,9.8,collision_intent:61;hipc_entry:98;state:62,0.3999999999999999,0.4913793103448276,known_visit_core_500,10,4,8
74,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,56.56130042453403,56.56130042453403,4,4,4,89,33,83,10,3,14,1,324,0,270,412,398,92,178,185,85,0.7453183520599251,27.0,8.5,collision_intent:92;hipc_entry:85;state:93,0.3999999999999999,0.25,known_visit_core_500,10,4,8
75,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,36.29536143351348,36.29536143351348,2,2,2,69,21,69,4,1,0,0,207,0,223,317,351,73,150,146,77,0.7817371937639198,22.3,7.7,collision_intent:73;hipc_entry:77;state:73,0.1499999999999999,0.14855072463768115,known_visit_core_500,10,4,8
76,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,55.45919558717918,55.45919558717918,0,0,0,84,32,87,1,0,0,0,338,0,253,317,441,87,166,175,78,0.8873239436619719,25.3,7.8,collision_intent:87;hipc_entry:78;state:88,0.3500000000000001,0.22126436781609193,known_visit_core_500,10,4,8
77,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,79.18679588671988,79.18679588671988,0,0,0,73,45,77,0,1,0,0,544,0,249,366,381,77,172,154,95,0.7383720930232558,24.9,9.5,collision_intent:77;hipc_entry:95;state:77,0.44999999999999996,0.3603896103896105,known_visit_core_500,10,4,8
78,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,42.131878692771615,42.131878692771615,2,2,2,84,25,80,8,2,0,0,231,0,239,339,378,86,153,174,65,0.8235294117647058,23.9,6.5,collision_intent:86;hipc_entry:65;state:88,0.25,0.1875,known_visit_core_500,10,4,8
79,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,92.25281757914361,92.25281757914361,4,4,4,116,52,108,12,1,1,1,591,0,320,479,481,120,200,240,80,0.8016666666666666,32.0,8.0,collision_intent:120;hipc_entry:80;state:120,0.30000000000000004,0.2777777777777777,known_visit_core_500,10,4,8
80,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,192.83610791169536,192.83610791169536,10,10,10,158,44,121,41,4,2,2,1345,3,456,649,718,168,288,330,126,0.831981460023175,45.6,12.6,collision_intent:168;hipc_entry:126;state:162,0.5,0.19628099173553726,known_visit_core_500,10,4,8
81,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,40.599046570821955,40.599046570821955,1,1,1,70,24,72,2,1,0,0,237,0,197,280,310,73,124,147,50,0.8355795148247979,19.7,5.0,collision_intent:73;hipc_entry:50;state:74,0.1499999999999999,0.09722222222222232,known_visit_core_500,10,4,8
82,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,46.28428198007915,46.28428198007915,1,1,1,67,27,68,3,4,1,1,288,0,252,326,429,71,181,142,110,0.7915129151291513,25.2,11.0,collision_intent:71;hipc_entry:110;state:71,0.5,0.3161764705882353,known_visit_core_500,10,4,8
83,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,46.241619159894135,46.241619159894135,0,0,0,65,27,69,0,1,0,0,288,0,230,259,430,68,162,137,93,0.8865979381443299,23.0,9.3,collision_intent:68;hipc_entry:93;state:69,0.3999999999999999,0.2789855072463767,known_visit_core_500,10,4,8
84,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,51.88966558906273,51.88966558906273,3,3,3,91,30,87,8,3,0,0,300,0,272,389,426,95,177,190,82,0.8037735849056604,27.2,8.2,collision_intent:95;hipc_entry:82;state:95,0.30000000000000004,0.1522988505747127,known_visit_core_500,10,4,8
85,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,62.73264302000796,62.73264302000796,3,3,3,100,37,97,7,2,1,1,374,0,300,412,488,104,196,208,92,0.8299319727891157,30.0,9.2,collision_intent:104;hipc_entry:92;state:104,0.25,0.16752577319587636,known_visit_core_500,10,4,8
86,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,62.93046996588394,62.93046996588394,3,3,3,94,36,92,6,3,1,1,387,0,292,424,452,97,195,195,97,0.7726495726495727,29.2,9.7,collision_intent:97;hipc_entry:97;state:98,0.6499999999999999,0.2717391304347827,known_visit_core_500,10,4,8
87,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,66.34820569772201,66.34820569772201,2,2,2,69,39,62,11,0,28,2,408,0,300,339,561,73,227,146,154,0.8237885462555066,30.0,15.4,collision_intent:73;hipc_entry:154;state:73,0.3999999999999999,0.42741935483870974,known_visit_core_500,10,4,8
88,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,40.66456086723921,40.66456086723921,1,1,1,84,24,87,1,2,1,1,220,0,276,386,442,87,189,175,101,0.7795414462081128,27.6,10.1,collision_intent:87;hipc_entry:101;state:88,0.10000000000000009,0.07183908045977017,known_visit_core_500,10,4,8
89,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,62.91804001831592,62.91804001831592,3,3,3,89,37,78,15,2,3,3,398,0,274,425,397,97,177,190,84,0.7476459510357816,27.4,8.4,collision_intent:97;hipc_entry:84;state:93,0.55,0.28846153846153855,known_visit_core_500,10,4,8
90,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,84.44399627944115,84.44399627944115,6,6,6,114,38,105,13,5,24,1,490,0,389,567,599,119,270,237,152,0.7404202719406675,38.9,15.2,collision_intent:119;hipc_entry:152;state:118,0.1499999999999999,0.1166666666666667,known_visit_core_500,10,4,8
91,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,39.66715441631612,39.66715441631612,0,0,0,93,24,97,0,2,0,0,200,0,250,351,398,93,157,190,60,0.8468085106382979,25.0,6.0,collision_intent:93;hipc_entry:60;state:97,0.25,0.0077319587628865705,known_visit_core_500,10,4,8
92,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,59.90770743903878,59.90770743903878,1,1,1,75,34,77,2,2,0,0,385,0,232,307,389,79,153,158,74,0.8474945533769063,23.2,7.4,collision_intent:79;hipc_entry:74;state:79,0.6000000000000001,0.2629870129870129,known_visit_core_500,10,4,8
93,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,61.01283302685525,61.01283302685525,2,2,2,85,36,80,9,0,27,1,350,0,278,406,428,89,189,178,100,0.7548500881834215,27.8,10.0,collision_intent:89;hipc_entry:100;state:89,0.1499999999999999,0.23124999999999996,known_visit_core_500,10,4,8
94,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,45.36040009152233,45.36040009152233,2,2,2,77,26,76,5,4,0,0,266,0,236,348,360,79,157,160,76,0.7643312101910829,23.6,7.6,collision_intent:79;hipc_entry:76;state:81,0.55,0.17105263157894735,known_visit_core_500,10,4,8
95,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,36.99861133977063,36.99861133977063,1,1,1,77,22,79,2,2,5,4,205,0,224,337,335,82,142,163,61,0.7863849765258216,22.4,6.1,collision_intent:82;hipc_entry:61;state:81,0.25,0.10443037974683533,known_visit_core_500,10,4,8
96,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,52.60971249093709,52.60971249093709,3,3,3,84,30,74,14,0,2,1,314,0,252,353,403,90,162,178,74,0.8292181069958847,25.2,7.4,collision_intent:90;hipc_entry:74;state:88,0.44999999999999996,0.29729729729729737,known_visit_core_500,10,4,8
97,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,57.306365135714444,57.306365135714444,3,3,3,83,34,77,10,1,0,0,357,0,275,404,421,87,188,174,101,0.7464539007092199,27.5,10.1,collision_intent:87;hipc_entry:101;state:87,0.44999999999999996,0.3084415584415585,known_visit_core_500,10,4,8
98,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,37.03248167148429,37.03248167148429,2,2,2,59,22,59,4,2,0,0,224,0,244,286,445,62,182,125,119,0.8165137614678899,24.4,11.9,collision_intent:62;hipc_entry:119;state:63,0.25,0.27542372881355925,known_visit_core_500,10,4,8
99,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,94.17689400886228,94.17689400886228,4,4,4,110,54,94,20,1,38,2,571,0,334,490,512,115,219,229,105,0.7792998477929984,33.4,10.5,collision_intent:115;hipc_entry:105;state:114,0.55,0.36170212765957444,known_visit_core_500,10,4,8
100,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,55.94399175655843,55.94399175655843,0,0,0,66,33,69,1,3,42,1,312,0,247,304,437,70,177,140,107,0.8229755178907722,24.7,10.7,collision_intent:70;hipc_entry:107;state:70,0.44999999999999996,0.3586956521739131,known_visit_core_500,10,4,8
101,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,42.90983130039571,42.90983130039571,0,0,0,84,25,88,0,5,0,0,237,0,280,421,418,87,193,175,105,0.7231833910034602,28.0,10.5,collision_intent:87;hipc_entry:105;state:88,0.25,0.10227272727272729,known_visit_core_500,10,4,8
102,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,35.32279852047298,35.32279852047298,1,1,1,63,21,64,3,0,0,0,204,0,213,279,359,67,146,134,79,0.819634703196347,21.3,7.9,collision_intent:67;hipc_entry:79;state:67,0.25,0.2109375,known_visit_core_500,10,4,8
103,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,33.406747346603176,33.406747346603176,1,1,1,59,20,59,4,0,2,2,200,0,238,297,416,64,174,127,111,0.7984644913627639,23.8,11.1,collision_intent:64;hipc_entry:111;state:63,0.5,0.21610169491525433,known_visit_core_500,10,4,8
104,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,168.10785886906135,168.10785886906135,9,9,9,111,31,88,27,5,132,1,1082,3,474,624,798,118,356,233,241,0.7471910112359551,47.4,24.1,collision_intent:118;hipc_entry:241;state:115,0.30000000000000004,0.125,known_visit_core_500,10,4,8
105,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,51.50449797297102,51.50449797297102,2,2,2,94,30,88,10,0,5,3,293,0,286,431,427,101,185,199,87,0.7693693693693694,28.6,8.7,collision_intent:101;hipc_entry:87;state:98,0.55,0.2272727272727273,known_visit_core_500,10,4,8
106,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,107.64457860894859,107.64457860894859,6,6,6,119,62,103,20,4,3,2,709,0,375,547,578,124,251,247,128,0.7675962815405046,37.5,12.8,collision_intent:124;hipc_entry:128;state:123,0.6000000000000001,0.3859223300970873,known_visit_core_500,10,4,8
107,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,172.14590908280513,172.14590908280513,9,9,9,112,50,90,26,1,153,2,1028,2,434,529,773,119,315,235,199,0.817989417989418,43.4,19.9,collision_intent:119;hipc_entry:199;state:116,0.44999999999999996,0.34444444444444455,known_visit_core_500,10,4,8
108,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,72.89781154672087,72.89781154672087,4,4,4,85,42,85,4,1,21,1,454,0,284,338,514,88,196,177,107,0.8741496598639455,28.4,10.7,collision_intent:88;hipc_entry:107;state:89,0.44999999999999996,0.39117647058823524,known_visit_core_500,10,4,8
109,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,62.19014678518018,62.19014678518018,0,0,0,57,36,61,0,1,48,1,373,0,223,264,405,60,163,121,102,0.8282208588957055,22.3,10.2,collision_intent:60;hipc_entry:102;state:61,0.55,0.41393442622950816,known_visit_core_500,10,4,8
110,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,60.60121051241672,60.60121051241672,4,4,4,96,35,80,20,3,9,1,356,0,299,411,486,99,200,199,100,0.81,29.9,10.0,collision_intent:99;hipc_entry:100;state:100,0.55,0.2562500000000001,known_visit_core_500,10,4,8
111,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,60.35616684743068,60.35616684743068,4,4,4,87,35,83,8,1,2,1,373,0,300,355,545,92,208,183,117,0.8733974358974359,30.0,11.7,collision_intent:92;hipc_entry:117;state:91,0.44999999999999996,0.23795180722891573,known_visit_core_500,10,4,8
112,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,46.13812382615307,46.13812382615307,1,1,1,76,27,78,2,1,0,0,273,0,235,305,399,78,157,158,77,0.8489361702127659,23.5,7.7,collision_intent:78;hipc_entry:77;state:80,0.30000000000000004,0.2435897435897436,known_visit_core_500,10,4,8
113,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,56.10072878340309,56.10072878340309,1,1,1,83,33,84,3,0,4,2,345,0,260,319,461,88,172,175,85,0.8934108527131783,26.0,8.5,collision_intent:88;hipc_entry:85;state:87,0.44999999999999996,0.30952380952380953,known_visit_core_500,10,4,8
114,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,58.03679446416629,58.03679446416629,4,4,4,91,34,85,10,2,2,2,351,0,300,377,523,97,203,192,108,0.8587848932676518,30.0,10.8,collision_intent:97;hipc_entry:108;state:95,0.5,0.19117647058823528,known_visit_core_500,10,4,8
115,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,76.95355888919504,76.95355888919504,2,2,2,78,44,79,3,2,1,1,518,0,299,455,442,82,217,164,135,0.6789554531490015,29.9,13.5,collision_intent:82;hipc_entry:135;state:82,0.5,0.34493670886075956,known_visit_core_500,10,4,8
116,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,102.58099333703508,102.58099333703508,2,2,2,87,60,84,7,2,2,2,716,0,269,408,399,95,174,186,83,0.764367816091954,26.9,8.3,collision_intent:95;hipc_entry:83;state:91,0.6000000000000001,0.5297619047619047,known_visit_core_500,10,4,8
117,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,73.63574863737857,73.63574863737857,0,0,0,70,42,69,5,3,82,2,448,0,297,429,462,75,222,149,148,0.6936936936936937,29.7,14.8,collision_intent:75;hipc_entry:148;state:74,0.3500000000000001,0.39492753623188404,known_visit_core_500,10,4,8
118,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,74.48228502730758,74.48228502730758,2,2,2,66,43,68,2,0,0,0,515,0,225,290,385,70,155,140,85,0.8279569892473119,22.5,8.5,collision_intent:70;hipc_entry:85;state:70,0.7,0.4338235294117647,known_visit_core_500,10,4,8
119,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.57132128876982,49.57132128876982,1,1,1,67,29,67,4,0,0,0,311,0,214,285,357,70,144,141,73,0.8263888888888888,21.4,7.3,collision_intent:70;hipc_entry:73;state:71,0.25,0.294776119402985,known_visit_core_500,10,4,8
120,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,50.08803201462077,50.08803201462077,2,2,2,67,29,66,5,4,3,3,321,0,220,287,373,72,148,143,77,0.8400900900900901,22.0,7.7,collision_intent:72;hipc_entry:77;state:71,0.25,0.25757575757575757,known_visit_core_500,10,4,8
121,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,159.33665867956694,159.33665867956694,5,5,5,95,25,81,18,5,1,1,1159,2,304,421,491,100,204,199,105,0.8022875816993464,30.4,10.5,collision_intent:100;hipc_entry:105;state:99,0.44999999999999996,0.1141975308641976,known_visit_core_500,10,4,8
122,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,78.27659426222327,78.27659426222327,1,1,1,80,46,80,4,3,87,1,447,0,279,349,488,83,196,167,112,0.8299319727891157,27.9,11.2,collision_intent:83;hipc_entry:112;state:84,0.3500000000000001,0.4750000000000001,known_visit_core_500,10,4,8
123,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,47.038381141925875,47.038381141925875,4,4,4,100,28,88,16,2,1,1,250,0,311,414,519,104,207,208,103,0.8357487922705314,31.1,10.3,collision_intent:104;hipc_entry:103;state:104,0.25,0.10227272727272729,known_visit_core_500,10,4,8
124,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,47.267085224782754,47.267085224782754,3,3,3,93,25,80,17,1,6,4,250,0,279,398,439,102,177,199,80,0.8267419962335216,27.9,8.0,collision_intent:102;hipc_entry:80;state:97,0.44999999999999996,0.15625,known_visit_core_500,10,4,8
125,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,158.49664860224746,158.49664860224746,3,3,3,91,25,86,9,2,123,1,1007,3,340,490,530,96,244,191,149,0.7240437158469946,34.0,14.9,collision_intent:96;hipc_entry:149;state:95,0.25,0.058139534883721034,known_visit_core_500,10,4,8
126,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,57.15890007505866,57.15890007505866,2,2,2,71,31,71,4,2,0,0,367,0,223,332,337,75,148,150,73,0.759009009009009,22.3,7.3,collision_intent:75;hipc_entry:73;state:75,0.44999999999999996,0.29929577464788726,known_visit_core_500,10,4,8
127,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.14379253029787,49.14379253029787,3,3,3,112,29,101,15,0,1,1,249,0,303,421,487,114,189,230,73,0.8604240282685512,30.3,7.3,collision_intent:114;hipc_entry:73;state:116,0.30000000000000004,0.08168316831683176,known_visit_core_500,10,4,8
128,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,51.08743457872443,51.08743457872443,2,2,2,73,30,75,2,1,0,0,316,0,252,303,452,76,176,153,99,0.857685009487666,25.2,9.9,collision_intent:76;hipc_entry:99;state:77,0.3999999999999999,0.22999999999999998,known_visit_core_500,10,4,8
129,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,40.86393443161365,40.86393443161365,0,0,0,77,23,77,4,1,0,0,231,0,251,354,398,80,171,161,90,0.77734375,25.1,9.0,collision_intent:80;hipc_entry:90;state:81,0.3500000000000001,0.08766233766233755,known_visit_core_500,10,4,8
130,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,135.5576051481553,135.5576051481553,2,2,2,91,46,92,3,1,51,1,893,1,344,447,583,96,248,191,153,0.7857142857142857,34.4,15.3,collision_intent:96;hipc_entry:153;state:95,0.44999999999999996,0.298913043478261,known_visit_core_500,10,4,8
131,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,175.6740616898133,175.6740616898133,3,3,3,115,32,109,10,1,142,5,1127,3,692,804,1272,123,569,242,450,0.7451669595782073,69.2,45.0,collision_intent:123;hipc_entry:450;state:119,0.3999999999999999,0.1169724770642202,known_visit_core_500,10,4,8
